time_unix,monotonic,press_abs,press_diff,temperature,baro_alt,climb,airspeed,groundspeed
1778259211.992,1160.948,1004.337158203125,0.0,25.62,75.36952209472656,-0.009119578637182713,0.0,0.0025340975262224674
1778259212.996,1161.952,1004.33984375,0.0,25.67,76.15957641601562,-0.007055948022753,0.0,0.002163342898711562
1778259213.999,1162.955,1004.3311767578125,0.0,25.7,76.66954040527344,-0.005114477127790451,0.0,0.0012720398372039199
1778259215.002,1163.958,1004.3092651367188,0.0,25.73,75.69981384277344,-0.006442716810852289,0.0,0.006496629677712917
1778259216.006,1164.962,1004.2952880859375,0.0,25.76,75.77644348144531,-0.00682854326441884,0.0,0.0019633774645626545
1778259217.009,1165.965,1004.3322143554688,0.0,25.8,76.20449829101562,-0.0039085582830011845,0.0,0.005801530554890633
1778259218.012,1166.968,1004.3351440429688,0.0,25.83,76.06180572509766,-0.0023035025224089622,0.0,0.0007171006873250008
1778259219.016,1167.972,1004.3103637695312,0.0,25.86,76.17015075683594,-0.0006324038840830326,0.0,0.004894040059298277
1778259220.019,1168.975,1004.2960815429688,0.0,25.89,76.91263580322266,-0.0019029781688004732,0.0,0.0035795082803815603
1778259221.023,1169.979,1004.2958374023438,0.0,25.92,76.38417053222656,-0.0016670306213200092,0.0,0.0018453121883794665
1778259222.026,1170.982,1004.2676391601562,0.0,25.95,76.5955581665039,-0.004533182363957167,0.0,0.002142152050510049
1778259223.029,1171.985,1004.274658203125,0.0,25.98,75.88742065429688,-0.006627604365348816,0.0,0.0018926620250567794
1778259224.032,1172.988,1004.2671508789062,0.0,26.01,76.73824310302734,-0.008065351285040379,0.0,0.0028010185342282057
1778259225.035,1173.991,1004.3155517578125,0.0,26.06,76.13843536376953,-0.010966720059514046,0.0,0.0027712469454854727
1778259225.990,1174.946,1004.2858276367188,0.0,26.08,76.3868179321289,-0.011414560489356518,0.0,0.0031014245469123125
1778259226.993,1175.949,1004.33544921875,0.0,26.12,76.09087371826172,-0.010832182131707668,0.0,0.003470746334642172
1778259227.996,1176.952,1004.2868041992188,0.0,26.15,76.09087371826172,-0.011816596612334251,0.0,0.006603145971894264
