time_unix,monotonic,channel_0,channel_1,channel_2,channel_3
1778259211.541,1160.497,0.0,0.0,0.0,0.0
1778259212.043,1160.999,0.0,0.0,0.0,0.0
1778259212.544,1161.500,0.0,0.0,0.0,0.0
1778259213.046,1162.002,0.0,0.0,0.0,0.0
1778259213.548,1162.504,0.0,0.0,0.0,0.0
1778259214.049,1163.005,0.0,0.0,0.0,0.0
1778259214.551,1163.507,0.0,0.0,0.0,0.0
1778259215.052,1164.008,0.0,0.0,0.0,0.0
1778259215.554,1164.510,0.0,0.0,0.0,0.0
1778259216.056,1165.012,0.0,0.0,0.0,0.0
1778259216.557,1165.513,0.0,0.0,0.0,0.0
1778259217.059,1166.015,0.0,0.0,0.0,0.0
1778259217.561,1166.517,0.0,0.0,0.0,0.0
1778259218.063,1167.019,0.0,0.0,0.0,0.0
1778259218.565,1167.521,0.0,0.0,0.0,0.0
1778259219.066,1168.022,0.0,0.0,0.0,0.0
1778259219.568,1168.524,0.0,0.0,0.0,0.0
1778259220.069,1169.025,0.0,0.0,0.0,0.0
1778259220.571,1169.527,0.0,0.0,0.0,0.0
1778259221.073,1170.029,0.0,0.0,0.0,0.0
1778259221.574,1170.530,0.0,0.0,0.0,0.0
1778259222.076,1171.032,0.0,0.0,0.0,0.0
1778259222.577,1171.533,0.0,0.0,0.0,0.0
1778259223.079,1172.035,0.0,0.0,0.0,0.0
1778259223.531,1172.487,0.0,0.0,0.0,0.0
1778259224.032,1172.988,0.0,0.0,0.0,0.0
1778259224.534,1173.490,0.0,0.0,0.0,0.0
1778259225.035,1173.991,0.0,0.0,0.0,0.0
1778259225.537,1174.493,0.0,0.0,0.0,0.0
1778259226.040,1174.996,0.0,0.0,0.0,0.0
1778259226.542,1175.498,0.0,0.0,0.0,0.0
1778259227.043,1175.999,0.0,0.0,0.0,0.0
1778259227.545,1176.501,0.0,0.0,0.0,0.0
1778259228.046,1177.002,0.0,0.0,0.0,0.0
1778259228.550,1177.506,0.0,0.0,0.0,0.0
