time_unix,monotonic,target_heading_rad,heading_error_rad,source_angle_deg,source_angle_error_deg
1778617679.557,7976.566,0.0,0.0,0.0,0.0
1778617680.058,7977.067,0.0,0.0,0.0,0.0
1778617680.560,7977.569,0.0,0.0,0.0,0.0
1778617681.061,7978.070,0.0,0.0,0.0,0.0
1778617681.563,7978.572,0.0,0.0,0.0,0.0
1778617682.064,7979.073,0.0,0.0,0.0,0.0
1778617682.566,7979.575,0.0,0.0,0.0,0.0
1778617683.017,7980.026,0.0,0.0,0.0,0.0
1778617683.519,7980.528,0.0,0.0,0.0,0.0
1778617684.020,7981.029,0.0,0.0,0.0,0.0
1778617684.521,7981.531,0.0,0.0,0.0,0.0
1778617685.023,7982.032,0.0,0.0,0.0,0.0
1778617685.525,7982.534,0.0,0.0,0.0,0.0
1778617686.026,7983.035,0.0,0.0,0.0,0.0
1778617686.528,7983.537,0.0,0.0,0.0,0.0
1778617687.029,7984.038,0.0,0.0,0.0,0.0
1778617687.531,7984.540,0.0,0.0,0.0,0.0
1778617688.032,7985.041,0.0,0.0,0.0,0.0
1778617688.534,7985.543,0.0,0.0,0.0,0.0
1778617689.036,7986.045,0.0,0.0,0.0,0.0
1778617689.537,7986.546,0.0,0.0,0.0,0.0
1778617690.039,7987.048,0.0,0.0,0.0,0.0
1778617690.540,7987.549,0.0,0.0,0.0,0.0
1778617691.042,7988.051,0.0,0.0,0.0,0.0
1778617691.543,7988.552,0.0,0.0,0.0,0.0
1778617692.045,7989.054,0.0,0.0,0.0,0.0
1778617692.546,7989.555,0.0,0.0,0.0,0.0
1778617693.048,7990.057,0.0,0.0,0.0,0.0
1778617693.549,7990.558,0.0,0.0,0.0,0.0
1778617694.051,7991.060,0.0,0.0,0.0,0.0
1778617694.552,7991.561,0.0,0.0,0.0,0.0
1778617695.054,7992.063,0.0,0.0,0.0,0.0
1778617695.555,7992.564,0.0,0.0,0.0,0.0
1778617696.056,7993.066,0.0,0.0,0.0,0.0
1778617696.558,7993.567,0.0,0.0,0.0,0.0
1778617697.059,7994.068,0.0,0.0,0.0,0.0
1778617697.561,7994.570,0.0,0.0,0.0,0.0
1778617698.062,7995.071,0.0,0.0,0.0,0.0
1778617698.564,7995.573,0.0,0.0,0.0,0.0
1778617699.065,7996.075,0.0,0.0,0.0,0.0
1778617699.517,7996.526,0.0,0.0,0.0,0.0
1778617700.018,7997.027,0.0,0.0,0.0,0.0
1778617700.520,7997.529,0.0,0.0,0.0,0.0
1778617701.021,7998.030,0.0,0.0,0.0,0.0
1778617701.523,7998.532,0.0,0.0,0.0,0.0
1778617702.024,7999.033,0.0,0.0,0.0,0.0
1778617702.526,7999.535,0.0,0.0,0.0,0.0
1778617703.027,8000.036,0.0,0.0,0.0,0.0
1778617703.529,8000.538,0.0,0.0,0.0,0.0
1778617704.030,8001.039,0.0,0.0,0.0,0.0
1778617704.532,8001.541,0.0,0.0,0.0,0.0
1778617705.033,8002.042,0.0,0.0,0.0,0.0
1778617705.534,8002.543,0.0,0.0,0.0,0.0
1778617706.036,8003.045,0.0,0.0,0.0,0.0
1778617706.537,8003.546,0.0,0.0,0.0,0.0
1778617707.039,8004.048,0.0,0.0,0.0,0.0
1778617707.541,8004.550,0.0,0.0,0.0,0.0
1778617708.042,8005.051,0.0,0.0,0.0,0.0
1778617708.544,8005.553,0.0,0.0,0.0,0.0
1778617709.045,8006.054,0.0,0.0,0.0,0.0
1778617709.547,8006.556,0.0,0.0,0.0,0.0
1778617710.048,8007.057,0.0,0.0,0.0,0.0
1778617710.550,8007.559,0.0,0.0,0.0,0.0
1778617711.051,8008.060,0.0,0.0,0.0,0.0
1778617711.553,8008.562,0.0,0.0,0.0,0.0
1778617712.054,8009.063,0.0,0.0,0.0,0.0
1778617712.556,8009.565,0.0,0.0,0.0,0.0
1778617713.057,8010.066,0.0,0.0,0.0,0.0
1778617713.559,8010.568,0.0,0.0,0.0,0.0
1778617714.060,8011.069,0.0,0.0,0.0,0.0
1778617714.562,8011.571,0.0,0.0,0.0,0.0
1778617715.063,8012.072,0.0,0.0,0.0,0.0
1778617715.565,8012.574,0.0,0.0,0.0,0.0
1778617716.066,8013.075,0.0,0.0,0.0,0.0
1778617716.517,8013.527,0.0,0.0,0.0,0.0
1778617717.019,8014.028,0.0,0.0,0.0,0.0
1778617717.520,8014.529,0.0,0.0,0.0,0.0
1778617718.022,8015.031,0.0,0.0,0.0,0.0
1778617718.523,8015.532,0.0,0.0,0.0,0.0
1778617719.025,8016.034,0.0,0.0,0.0,0.0
1778617719.526,8016.535,0.0,0.0,0.0,0.0
1778617720.028,8017.037,0.0,0.0,0.0,0.0
1778617720.529,8017.538,0.0,0.0,0.0,0.0
1778617721.031,8018.040,0.0,0.0,0.0,0.0
1778617721.532,8018.542,0.0,0.0,0.0,0.0
1778617722.034,8019.043,0.0,0.0,0.0,0.0
1778617722.535,8019.545,0.0,0.0,0.0,0.0
1778617723.037,8020.046,0.0,0.0,0.0,0.0
1778617723.538,8020.547,0.0,0.0,0.0,0.0
1778617724.040,8021.049,0.0,0.0,0.0,0.0
1778617724.542,8021.551,0.0,0.0,0.0,0.0
1778617725.043,8022.052,0.0,0.0,0.0,0.0
1778617725.545,8022.554,0.0,0.0,0.0,0.0
1778617726.046,8023.055,0.0,0.0,0.0,0.0
1778617726.548,8023.557,0.0,0.0,0.0,0.0
1778617727.049,8024.058,0.0,0.0,0.0,0.0
1778617727.551,8024.560,0.0,0.0,0.0,0.0
1778617728.052,8025.061,0.0,0.0,0.0,0.0
1778617728.554,8025.563,0.0,0.0,0.0,0.0
1778617729.055,8026.064,0.0,0.0,0.0,0.0
1778617729.556,8026.565,0.0,0.0,0.0,0.0
1778617730.058,8027.067,0.0,0.0,0.0,0.0
1778617730.559,8027.568,0.0,0.0,0.0,0.0
1778617731.061,8028.070,0.0,0.0,0.0,0.0
1778617731.562,8028.571,0.0,0.0,0.0,0.0
1778617732.064,8029.073,0.0,0.0,0.0,0.0
1778617732.565,8029.574,0.0,0.0,0.0,0.0
1778617733.017,8030.026,0.0,0.0,0.0,0.0
1778617733.518,8030.527,0.0,0.0,0.0,0.0
1778617734.020,8031.029,0.0,0.0,0.0,0.0
1778617734.521,8031.530,0.0,0.0,0.0,0.0
1778617735.023,8032.032,0.0,0.0,0.0,0.0
1778617735.524,8032.533,0.0,0.0,0.0,0.0
1778617736.026,8033.035,0.0,0.0,0.0,0.0
1778617736.527,8033.536,0.0,0.0,0.0,0.0
1778617737.029,8034.038,0.0,0.0,0.0,0.0
1778617737.530,8034.539,0.0,0.0,0.0,0.0
1778617738.032,8035.041,0.0,0.0,0.0,0.0
1778617738.533,8035.542,0.0,0.0,0.0,0.0
1778617739.035,8036.044,0.0,0.0,0.0,0.0
1778617739.536,8036.545,0.0,0.0,0.0,0.0
1778617740.038,8037.047,0.0,0.0,0.0,0.0
1778617740.539,8037.548,0.0,0.0,0.0,0.0
1778617741.041,8038.050,0.0,0.0,0.0,0.0
1778617741.542,8038.551,0.0,0.0,0.0,0.0
1778617742.044,8039.053,0.0,0.0,0.0,0.0
1778617742.545,8039.554,0.0,0.0,0.0,0.0
1778617743.047,8040.056,0.0,0.0,0.0,0.0
1778617743.548,8040.557,0.0,0.0,0.0,0.0
1778617744.050,8041.059,0.0,0.0,0.0,0.0
1778617744.551,8041.560,0.0,0.0,0.0,0.0
1778617745.053,8042.062,0.0,0.0,0.0,0.0
1778617745.554,8042.563,0.0,0.0,0.0,0.0
1778617746.056,8043.065,0.0,0.0,0.0,0.0
1778617746.557,8043.566,0.0,0.0,0.0,0.0
1778617747.059,8044.068,0.0,0.0,0.0,0.0
1778617747.560,8044.569,0.0,0.0,0.0,0.0
1778617748.062,8045.071,0.0,0.0,0.0,0.0
1778617748.563,8045.572,0.0,0.0,0.0,0.0
1778617749.064,8046.074,0.0,0.0,0.0,0.0
1778617749.566,8046.575,0.0,0.0,0.0,0.0
1778617750.018,8047.027,0.0,0.0,0.0,0.0
1778617750.519,8047.528,0.0,0.0,0.0,0.0
1778617751.021,8048.030,0.0,0.0,0.0,0.0
1778617751.522,8048.531,0.0,0.0,0.0,0.0
1778617752.024,8049.033,0.0,0.0,0.0,0.0
1778617752.525,8049.534,0.0,0.0,0.0,0.0
1778617753.027,8050.036,0.0,0.0,0.0,0.0
1778617753.528,8050.537,0.0,0.0,0.0,0.0
1778617754.029,8051.038,0.0,0.0,0.0,0.0
1778617754.531,8051.540,0.0,0.0,0.0,0.0
1778617755.032,8052.041,0.0,0.0,0.0,0.0
1778617755.534,8052.543,0.0,0.0,0.0,0.0
1778617756.035,8053.044,0.0,0.0,0.0,0.0
1778617756.537,8053.546,0.0,0.0,0.0,0.0
1778617757.038,8054.047,0.0,0.0,0.0,0.0
1778617757.540,8054.549,0.0,0.0,0.0,0.0
1778617758.041,8055.050,0.0,0.0,0.0,0.0
1778617758.543,8055.552,0.0,0.0,0.0,0.0
1778617759.044,8056.053,0.0,0.0,0.0,0.0
1778617759.546,8056.555,0.0,0.0,0.0,0.0
1778617760.047,8057.056,0.0,0.0,0.0,0.0
1778617760.549,8057.558,0.0,0.0,0.0,0.0
1778617761.050,8058.059,0.0,0.0,0.0,0.0
1778617761.551,8058.561,0.0,0.0,0.0,0.0
1778617762.053,8059.062,0.0,0.0,0.0,0.0
1778617762.555,8059.564,0.0,0.0,0.0,0.0
1778617763.056,8060.065,0.0,0.0,0.0,0.0
1778617763.558,8060.567,0.0,0.0,0.0,0.0
1778617764.059,8061.068,0.0,0.0,0.0,0.0
1778617764.561,8061.570,0.0,0.0,0.0,0.0
