time_unix,monotonic,active,lat,lon,alt_msl,speed_ms,heading_deg,fix_type,num_sv
1774360493.965,29.670,1,0.0,0.0,0.0,0.0,0.0,0,0
1774360494.968,30.672,1,0.0,0.0,0.0,0.0,0.0,0,0
1774360495.970,31.675,1,45.5037095,-73.58566549999999,64.648,0.0,0.0,0,0
1774360496.973,32.678,1,45.5037095,-73.58566549999999,64.648,0.0,0.0,0,0
1774360497.976,33.681,1,45.5037254,-73.585702,64.648,0.0,0.0,0,0
1774360498.979,34.684,1,45.5037058,-73.5856917,64.648,0.0,0.0,0,0
1774360499.981,35.686,1,45.5064038,-73.5804941,64.644,0.07900000363588333,0.0,2,3
1774360500.984,36.689,1,45.506368599999995,-73.5803615,80.97200000000001,0.48899999260902405,0.0,2,3
1774360501.987,37.692,1,45.506366199999995,-73.5802921,86.123,0.09600000083446503,0.0,2,3
1774360502.939,38.644,1,45.5063679,-73.5802463,86.45100000000001,0.10199999809265137,0.0,2,3
1774360503.942,39.646,1,45.5063776,-73.5802202,89.10900000000001,0.1770000010728836,0.0,2,3
1774360504.944,40.649,1,45.506389,-73.5802217,92.021,0.11100000143051147,0.0,2,3
1774360505.947,41.651,1,45.506389,-73.5802217,92.021,0.11100000143051147,0.0,2,3
1774360506.975,42.679,1,45.506389,-73.5802217,92.021,0.11100000143051147,0.0,2,3
1774360507.978,43.683,1,45.506389,-73.5802217,92.021,0.11100000143051147,0.0,2,3
1774360508.981,44.685,1,45.506400899999996,-73.580216,97.619,0.22699999809265137,0.0,2,3
1774360509.983,45.688,1,45.5064351,-73.5804682,67.619,0.5619999766349792,0.0,2,3
1774360510.985,46.690,1,45.5064407,-73.5804893,66.252,0.13500000536441803,0.0,2,3
1774360511.988,47.693,1,45.5064405,-73.5804959,65.754,0.09600000083446503,0.0,2,3
1774360512.940,48.645,1,45.5064401,-73.58049749999999,66.007,0.08299999684095383,0.0,2,3
1774360513.943,49.648,1,45.5064377,-73.58049969999999,66.57600000000001,0.11900000274181366,0.0,2,3
1774360514.945,50.650,1,45.506423299999994,-73.5804927,64.764,0.06400000303983688,0.0,2,3
1774360515.948,51.653,1,45.506423299999994,-73.5804927,64.764,0.06400000303983688,0.0,2,3
1774360516.950,52.655,1,45.506426,-73.5804951,66.083,0.16099999845027924,0.0,2,3
1774360517.953,53.658,1,45.5064244,-73.580488,66.355,0.8479999899864197,0.0,2,3
1774360518.956,54.661,1,45.5064219,-73.5804778,66.355,0.8479999899864197,0.0,0,0
1774360519.958,55.663,1,45.5064193,-73.58046759999999,66.356,0.8479999899864197,0.0,0,0
1774360520.961,56.666,1,45.5064168,-73.5804574,66.356,0.8479999899864197,0.0,0,0
1774360521.963,57.668,1,45.506414199999995,-73.5804471,66.357,0.8479999899864197,0.0,0,0
1774360522.966,58.671,1,45.5064117,-73.5804369,66.357,0.8479999899864197,0.0,0,0
1774360523.969,59.673,1,45.5064117,-73.5804369,66.357,0.8479999899864197,0.0,0,0
1774360524.971,60.676,1,45.5064117,-73.5804369,66.357,0.8479999899864197,0.0,0,0
1774360525.974,61.679,1,45.506311499999995,-73.5803834,70.034,0.796999990940094,0.0,2,3
1774360526.977,62.681,1,45.506315199999996,-73.5803792,67.388,0.6930000185966492,0.0,2,3
1774360527.979,63.684,1,45.506315199999996,-73.5803792,67.388,0.6930000185966492,0.0,2,3
1774360528.982,64.687,1,45.5063289,-73.5803703,68.559,0.2409999966621399,0.0,2,3
1774360529.984,65.689,1,45.5063323,-73.5803696,70.378,0.3619999885559082,0.0,2,3
1774360530.987,66.692,1,45.5063323,-73.5803696,70.378,0.3619999885559082,0.0,2,3
1774360531.939,67.644,1,45.5064934,-73.5801084,98.42,0.10599999874830246,0.0,3,4
1774360532.942,68.647,1,45.506473199999995,-73.5801121,98.57600000000001,0.2630000114440918,0.0,3,4
1774360533.945,69.649,1,45.506478699999995,-73.5801499,92.624,0.18799999356269836,0.0,3,4
1774360534.948,70.653,1,45.506475099999996,-73.5801432,93.149,0.2240000069141388,0.0,3,4
1774360535.952,71.657,1,45.506473299999996,-73.5801346,93.915,0.3179999887943268,0.0,3,4
1774360536.955,72.660,1,45.5065319,-73.58037589999999,64.654,0.210999995470047,0.0,2,3
1774360537.958,73.663,1,45.5065319,-73.58037589999999,64.654,0.210999995470047,0.0,2,3
1774360538.962,74.666,1,45.5065313,-73.5803734,64.771,0.4099999964237213,0.0,0,0
1774360539.965,75.670,1,45.506528599999996,-73.5803698,64.771,0.4099999964237213,0.0,0,0
1774360540.969,76.674,1,45.5065259,-73.5803662,64.771,0.4099999964237213,0.0,0,0
1774360541.974,77.679,1,45.5065233,-73.58036249999999,64.772,0.4099999964237213,0.0,0,0
1774360542.978,78.682,1,45.506520599999995,-73.5803589,64.772,0.4099999964237213,0.0,0,0
1774360543.981,79.685,1,45.5064492,-73.58032949999999,78.69,0.6159999966621399,0.0,3,4
1774360544.984,80.689,1,45.506459,-73.5803408,79.025,0.3630000054836273,0.0,3,4
1774360545.987,81.692,1,45.5064627,-73.580347,79.712,0.7139999866485596,0.0,3,4
1774360546.940,82.645,1,45.5064582,-73.5803492,80.516,0.42399999499320984,0.0,3,4
1774360547.942,83.647,1,45.5064539,-73.5803481,81.20700000000001,0.28299999237060547,0.0,3,4
1774360548.946,84.651,1,45.5064584,-73.58034529999999,81.246,0.5049999952316284,0.0,3,4
1774360549.949,85.654,1,45.5064554,-73.58033999999999,81.271,0.11500000208616257,0.0,3,4
1774360550.953,86.657,1,45.5064564,-73.5803492,80.382,0.35499998927116394,0.0,3,4
1774360551.957,87.662,1,45.5064564,-73.5803492,80.382,0.35499998927116394,0.0,3,4
1774360552.960,88.665,1,45.5064564,-73.5803492,80.382,0.35499998927116394,0.0,3,4
1774360553.963,89.668,1,45.5064553,-73.58031079999999,84.758,1.1080000400543213,0.0,3,4
1774360554.966,90.671,1,45.5064553,-73.58031079999999,84.758,1.1080000400543213,0.0,3,4
1774360555.969,91.674,1,45.5064516,-73.58030219999999,85.989,0.9819999933242798,0.0,3,4
1774360556.972,92.677,1,45.5064516,-73.58030219999999,85.989,0.9819999933242798,0.0,3,4
1774360557.976,93.681,1,45.5064484,-73.5803008,86.401,0.9959999918937683,0.0,3,4
1774360558.980,94.685,1,45.5064497,-73.5803,86.381,0.6269999742507935,0.0,3,4
1774360559.983,95.688,1,45.5064377,-73.5802957,88.06400000000001,0.6499999761581421,0.0,3,4
1774360560.986,96.691,1,45.5064257,-73.5803037,89.425,1.909000039100647,222.78158569335938,3,4
1774360561.939,97.644,1,45.5064257,-73.5803037,89.425,1.909000039100647,222.78158569335938,3,4
1774360562.942,98.647,1,45.5064235,-73.5802692,92.534,1.475000023841858,158.3157196044922,3,4
1774360563.946,99.651,1,45.5064235,-73.5802692,92.534,1.475000023841858,158.3157196044922,3,4
1774360564.948,100.653,1,45.5064235,-73.5802692,92.534,1.475000023841858,158.3157196044922,3,4
1774360565.953,101.657,1,45.5064309,-73.58025789999999,95.581,1.4789999723434448,131.1733856201172,3,4
1774360566.956,102.661,1,45.5064309,-73.58025789999999,95.581,1.4789999723434448,131.1733856201172,3,4
1774360567.959,103.664,1,45.5064476,-73.5802643,94.27,0.7170000076293945,131.1733856201172,3,4
1774360568.962,104.667,1,45.5064485,-73.5802679,92.831,1.8819999694824219,132.5549774169922,3,4
1774360569.965,105.670,1,45.5064485,-73.5802679,92.831,1.8819999694824219,132.5549774169922,3,4
1774360570.970,106.674,1,45.5064485,-73.5802679,92.831,1.8819999694824219,132.5549774169922,3,4
1774360571.973,107.678,1,45.5064358,-73.58023829999999,99.667,0.7110000252723694,132.5549774169922,3,4
1774360572.976,108.681,1,45.5064358,-73.58023829999999,99.667,0.7110000252723694,132.5549774169922,3,4
1774360573.980,109.684,1,45.5064358,-73.58023829999999,99.667,0.7110000252723694,132.5549774169922,3,4
1774360574.983,110.688,1,45.5064396,-73.5802358,98.664,0.8420000076293945,113.1723403930664,3,4
1774360575.986,111.691,1,45.506437299999995,-73.5802317,98.185,1.0520000457763672,113.1723403930664,3,4
1774360576.940,112.645,1,45.5064444,-73.580232,97.191,0.8169999718666077,110.90519714355469,3,4
1774360577.942,113.647,1,45.506434299999995,-73.5802252,96.962,2.0329999923706055,129.38348388671875,3,4
1774360578.946,114.651,1,45.5064383,-73.5802345,94.355,1.472000002861023,113.69307708740234,3,4
1774360579.949,115.654,1,45.5064419,-73.58022969999999,94.60900000000001,0.6209999918937683,113.69307708740234,3,4
1774360580.952,116.657,1,45.5064722,-73.58038979999999,74.94,0.23100000619888306,113.69307708740234,2,3
1774360581.956,117.660,1,45.506474,-73.58041109999999,70.705,0.11699999868869781,113.69307708740234,2,3
1774360582.959,118.664,1,45.506479299999995,-73.5804266,69.651,0.5699999928474426,113.69307708740234,2,3
1774360583.962,119.667,1,45.5064735,-73.5804211,67.798,0.47999998927116394,113.69307708740234,2,3
