time_unix,monotonic,rpm,duty_cycle,motor_current,input_voltage,temperature,fault_code
1778616433.648,6730.657,0.0,0.0,0.0,0.0,0.0,0
1778616434.149,6731.158,0.0,0.0,0.0,0.0,0.0,0
1778616434.651,6731.660,0.0,0.0,0.0,0.0,0.0,0
1778616435.152,6732.161,0.0,0.0,0.0,0.0,0.0,0
1778616435.653,6732.663,0.0,0.0,0.0,0.0,0.0,0
1778616436.155,6733.164,0.0,0.0,0.0,0.0,0.0,0
1778616436.656,6733.666,0.0,0.0,0.0,0.0,0.0,0
1778616437.158,6734.167,0.0,0.0,0.0,0.0,0.0,0
1778616437.659,6734.668,0.0,0.0,0.0,0.0,0.0,0
1778616438.161,6735.170,0.0,0.0,0.0,0.0,0.0,0
1778616438.662,6735.671,0.0,0.0,0.0,0.0,0.0,0
1778616439.164,6736.173,0.0,0.0,0.0,0.0,0.0,0
1778616439.665,6736.675,0.0,0.0,0.0,0.0,0.0,0
1778616440.167,6737.176,0.0,0.0,0.0,0.0,0.0,0
1778616440.668,6737.677,0.0,0.0,0.0,0.0,0.0,0
1778616441.170,6738.179,0.0,0.0,0.0,0.0,0.0,0
1778616441.671,6738.680,0.0,0.0,0.0,0.0,0.0,0
1778616442.173,6739.182,0.0,0.0,0.0,0.0,0.0,0
1778616442.674,6739.683,0.0,0.0,0.0,0.0,0.0,0
1778616443.176,6740.185,0.0,0.0,0.0,0.0,0.0,0
1778616443.678,6740.687,0.0,0.0,0.0,0.0,0.0,0
1778616444.179,6741.189,0.0,0.0,0.0,0.0,0.0,0
1778616444.681,6741.690,0.0,0.0,0.0,0.0,0.0,0
1778616445.182,6742.191,0.0,0.0,0.0,0.0,0.0,0
1778616445.684,6742.693,0.0,0.0,0.0,0.0,0.0,0
1778616446.185,6743.194,0.0,0.0,0.0,0.0,0.0,0
1778616446.687,6743.696,0.0,0.0,0.0,0.0,0.0,0
1778616447.138,6744.147,0.0,0.0,0.0,0.0,0.0,0
1778616447.640,6744.649,0.0,0.0,0.0,0.0,0.0,0
1778616448.141,6745.150,0.0,0.0,0.0,0.0,0.0,0
1778616448.643,6745.652,0.0,0.0,0.0,0.0,0.0,0
1778616449.144,6746.153,0.0,0.0,0.0,0.0,0.0,0
1778616449.646,6746.655,0.0,0.0,0.0,0.0,0.0,0
1778616450.147,6747.156,0.0,0.0,0.0,0.0,0.0,0
1778616450.648,6747.657,0.0,0.0,0.0,0.0,0.0,0
1778616451.150,6748.159,0.0,0.0,0.0,0.0,0.0,0
1778616451.651,6748.661,0.0,0.0,0.0,0.0,0.0,0
1778616452.153,6749.162,0.0,0.0,0.0,0.0,0.0,0
1778616452.654,6749.663,0.0,0.0,0.0,0.0,0.0,0
1778616453.156,6750.165,0.0,0.0,0.0,0.0,0.0,0
1778616453.657,6750.667,0.0,0.0,0.0,0.0,0.0,0
