time_unix,monotonic,active,lat,lon,alt_msl,speed_ms,heading_deg,fix_type,num_sv
1774360503.256,29.880,1,0.0,0.0,0.0,0.0,0.0,0,0
1774360504.259,30.883,1,0.0,0.0,0.0,0.0,0.0,0,0
1774360505.262,31.886,1,45.5064517,-73.5802009,99.59700000000001,0.05999999865889549,0.0,3,6
1774360506.264,32.888,1,45.5064492,-73.58019519999999,100.357,0.039000000804662704,0.0,3,6
1774360507.267,33.891,1,45.5064473,-73.5801906,100.928,0.12300000339746475,0.0,3,6
1774360508.270,34.894,1,45.5064472,-73.5801887,101.10900000000001,0.026000000536441803,0.0,3,6
1774360509.222,35.846,1,45.5064539,-73.5801844,101.167,0.18000000715255737,81.66226196289062,3,6
1774360510.225,36.849,1,45.506454999999995,-73.5801843,100.715,0.04500000178813934,81.66226196289062,3,6
1774360511.228,37.852,1,45.5064561,-73.5801857,100.183,0.07500000298023224,81.66226196289062,3,6
1774360512.230,38.854,1,45.506457399999995,-73.5801853,100.005,0.04699999839067459,81.66226196289062,3,6
1774360513.233,39.857,1,45.506459299999996,-73.5801862,99.69,0.029999999329447746,81.66226196289062,3,6
1774360514.236,40.860,1,45.506459299999996,-73.5801862,99.69,0.029999999329447746,81.66226196289062,3,6
1774360515.239,41.863,1,45.5064594,-73.58018729999999,99.282,0.008999999612569809,81.66226196289062,3,6
1774360516.242,42.866,1,45.5064564,-73.5801875,99.185,0.028999999165534973,81.66226196289062,3,6
1774360517.244,43.868,1,45.5064548,-73.58018779999999,99.015,0.10899999737739563,81.66226196289062,3,6
1774360518.247,44.871,1,45.506456,-73.5801884,98.69800000000001,0.04600000008940697,81.66226196289062,3,6
1774360519.249,45.873,1,45.5064571,-73.58018799999999,98.47200000000001,0.012000000104308128,81.66226196289062,3,6
1774360520.252,46.876,1,45.50646,-73.5801912,97.95100000000001,0.0430000014603138,81.66226196289062,3,6
1774360521.255,47.879,1,45.5064637,-73.5801941,97.44800000000001,0.04399999976158142,81.66226196289062,3,6
1774360522.257,48.881,1,45.5064656,-73.5801938,97.174,0.035999998450279236,81.66226196289062,3,6
1774360523.260,49.884,1,45.506463499999995,-73.5801942,97.182,0.0729999989271164,81.66226196289062,3,6
1774360524.263,50.887,1,45.506465399999996,-73.5801941,97.726,0.1979999989271164,81.66226196289062,3,6
