time_unix,monotonic,termination_altitude_m,burst_altitude_m,burst_altitude_uncertainty_m,ascent_detect_window_s,ascent_detect_gain_m,apogee_fraction,landing_fraction,recovery_stationary_s,termination_confirm_drop_m,termination_confirm_window_s,rw_kp,rw_kd,rw_max_rpm,mm_kp,mm_kd,mm_max_current,pointing_activate_altitude_m,pointing_duration_min,gs_use_hardcoded,gs_lat,gs_lon,gs_alt
1778208993.471,3356.144,25000.0,30000.0,2000.0,30.0,50.0,0.95,0.05,10.0,100.0,30.0,12740.0,1092.0,1700.0,0.005,0.02,4000.0,0.0,120.0,1.0,45.54,-73.58,55.0
1778208998.486,3361.158,25000.0,30000.0,2000.0,30.0,50.0,0.95,0.05,10.0,100.0,30.0,12740.0,1092.0,1700.0,0.005,0.02,4000.0,0.0,120.0,1.0,45.54,-73.58,55.0
1778209003.501,3366.173,25000.0,30000.0,2000.0,30.0,50.0,0.95,0.05,10.0,100.0,30.0,12740.0,1092.0,1700.0,0.005,0.02,4000.0,0.0,120.0,1.0,45.54,-73.58,55.0
1778209008.465,3371.137,25000.0,30000.0,2000.0,30.0,50.0,0.95,0.05,10.0,100.0,30.0,12740.0,1092.0,1700.0,0.005,0.02,4000.0,0.0,120.0,1.0,45.54,-73.58,55.0
1778209013.481,3376.153,25000.0,30000.0,2000.0,30.0,50.0,0.95,0.05,10.0,100.0,30.0,12740.0,1092.0,1700.0,0.005,0.02,4000.0,0.0,120.0,1.0,45.54,-73.58,55.0
1778209018.500,3381.172,25000.0,30000.0,2000.0,30.0,50.0,0.95,0.05,10.0,100.0,30.0,12740.0,1092.0,1700.0,0.005,0.02,4000.0,0.0,120.0,1.0,45.54,-73.58,55.0
1778209023.469,3386.141,25000.0,30000.0,2000.0,30.0,50.0,0.95,0.05,10.0,100.0,30.0,12740.0,1092.0,1700.0,0.005,0.02,4000.0,0.0,120.0,1.0,45.54,-73.58,55.0
1778209028.486,3391.158,25000.0,30000.0,2000.0,30.0,50.0,0.95,0.05,10.0,100.0,30.0,12740.0,1092.0,1700.0,0.005,0.02,4000.0,0.0,120.0,1.0,45.54,-73.58,55.0
1778209033.504,3396.176,25000.0,30000.0,2000.0,30.0,50.0,0.95,0.05,10.0,100.0,30.0,12740.0,1092.0,1700.0,0.005,0.02,4000.0,0.0,120.0,1.0,45.54,-73.58,55.0
1778209038.471,3401.143,25000.0,30000.0,2000.0,30.0,50.0,0.95,0.05,10.0,100.0,30.0,12740.0,1092.0,1700.0,0.005,0.02,4000.0,0.0,120.0,1.0,45.54,-73.58,55.0
