time_unix,monotonic,lat,lon,alt,relative_alt,hdg,num_sv
1778208989.912,3352.584,0.0,0.0,-17.0,-0.24099500477313995,0.0,0
1778208990.914,3353.587,0.0,0.0,-17.0,-0.2356269210577011,0.0,0
1778208991.917,3354.589,0.0,0.0,-17.0,-0.22958077490329742,0.0,0
1778208992.920,3355.592,0.0,0.0,-17.0,-0.22947098314762115,0.0,0
1778208993.923,3356.595,0.0,0.0,-17.0,-0.23057116568088531,0.0,0
1778208994.925,3357.598,0.0,0.0,-17.0,-0.23277465999126434,0.0,0
1778208995.878,3358.550,0.0,0.0,-17.0,-0.23504036664962769,0.0,0
1778208996.881,3359.553,0.0,0.0,-17.0,-0.2319311499595642,0.0,0
1778208997.883,3360.556,0.0,0.0,-17.0,-0.2333289086818695,0.0,0
1778208998.887,3361.559,0.0,0.0,-17.0,-0.23246517777442932,0.0,0
1778208999.890,3362.562,0.0,0.0,-17.0,-0.2355940192937851,0.0,0
1778209000.894,3363.566,0.0,0.0,-17.0,-0.23546117544174194,0.0,0
1778209001.897,3364.569,0.0,0.0,-17.0,-0.23325340449810028,0.0,0
1778209002.899,3365.572,0.0,0.0,-17.0,-0.2356942892074585,0.0,0
1778209003.902,3366.575,0.0,0.0,-17.0,-0.23535281419754028,0.0,0
1778209004.905,3367.577,0.0,0.0,-17.0,-0.23647309839725494,0.0,0
1778209005.908,3368.581,0.0,0.0,-17.0,-0.2393788844347,0.0,0
1778209006.911,3369.583,0.0,0.0,-17.0,-0.23517479002475739,0.0,0
1778209007.914,3370.586,0.0,0.0,-17.0,-0.23584863543510437,0.0,0
1778209008.917,3371.589,0.0,0.0,-17.0,-0.2408890575170517,0.0,0
1778209009.920,3372.592,0.0,0.0,-17.0,-0.24013614654541016,0.0,0
1778209010.922,3373.595,0.0,0.0,-17.0,-0.23361602425575256,0.0,0
1778209011.925,3374.597,0.0,0.0,-17.0,-0.23438990116119385,0.0,0
1778209012.879,3375.551,0.0,0.0,-17.0,-0.22628004848957062,0.0,0
1778209013.884,3376.556,0.0,0.0,-17.0,-0.22432377934455872,0.0,0
1778209014.887,3377.559,0.0,0.0,-17.0,-0.21971559524536133,0.0,0
1778209015.891,3378.563,0.0,0.0,-17.0,-0.22006642818450928,0.0,0
1778209016.895,3379.567,0.0,0.0,-17.0,-0.21666115522384644,0.0,0
1778209017.898,3380.571,0.0,0.0,-17.0,-0.22766870260238647,0.0,0
1778209018.901,3381.573,0.0,0.0,-17.0,-0.2171560823917389,0.0,0
1778209019.905,3382.577,0.0,0.0,-17.0,-0.21891425549983978,0.0,0
1778209020.910,3383.582,0.0,0.0,-17.0,-0.22828830778598785,0.0,0
1778209021.913,3384.585,0.0,0.0,-17.0,-0.22620733082294464,0.0,0
1778209022.916,3385.589,0.0,0.0,-17.0,-0.21428696811199188,0.0,0
1778209023.920,3386.593,0.0,0.0,-17.0,-0.20242245495319366,0.0,0
1778209024.923,3387.595,0.0,0.0,-17.0,-0.19211603701114655,0.0,0
1778209025.876,3388.548,0.0,0.0,-17.0,-0.19916194677352905,0.0,0
1778209026.880,3389.552,0.0,0.0,-17.0,-0.20612017810344696,0.0,0
1778209027.885,3390.557,0.0,0.0,-17.0,-0.20099776983261108,0.0,0
1778209028.889,3391.561,0.0,0.0,-17.0,-0.20220106840133667,0.0,0
1778209029.892,3392.564,0.0,0.0,-17.0,-0.19959768652915955,0.0,0
1778209030.895,3393.567,0.0,0.0,-17.0,-0.20061936974525452,0.0,0
1778209031.899,3394.571,0.0,0.0,-17.0,-0.19576862454414368,0.0,0
1778209032.902,3395.574,0.0,0.0,-17.0,-0.19262142479419708,0.0,0
1778209033.905,3396.577,0.0,0.0,-17.0,-0.19966433942317963,0.0,0
1778209034.909,3397.581,0.0,0.0,-17.0,-0.1999892294406891,0.0,0
1778209035.912,3398.584,0.0,0.0,-17.0,-0.20122689008712769,0.0,0
1778209036.915,3399.587,0.0,0.0,-17.0,-0.20018967986106873,0.0,0
1778209037.919,3400.591,0.0,0.0,-17.0,-0.19867058098316193,0.0,0
1778209038.922,3401.595,0.0,0.0,-17.0,-0.19469095766544342,0.0,0
1778209039.876,3402.548,0.0,0.0,-17.0,-0.2001935839653015,0.0,0
1778209040.879,3403.551,0.0,0.0,-17.0,-0.20153629779815674,0.0,0
1778209041.882,3404.554,0.0,0.0,-17.0,-0.19738900661468506,0.0,0
1778209042.885,3405.557,0.0,0.0,-17.0,-0.19921931624412537,0.0,0
1778209043.888,3406.560,0.0,0.0,-17.0,-0.20266756415367126,0.0,0
1778209044.891,3407.563,0.0,0.0,-17.0,-0.20272618532180786,0.0,0
1778209045.896,3408.568,0.0,0.0,-17.0,-0.1967950463294983,0.0,0
1778209046.900,3409.572,0.0,0.0,-17.0,-0.1935909390449524,0.0,0
1778209047.903,3410.575,0.0,0.0,-17.0,-0.1892237812280655,0.0,0
1778209048.906,3411.578,0.0,0.0,-17.0,-0.1867150217294693,0.0,0
1778209049.910,3412.582,0.0,0.0,-17.0,-0.1785026341676712,0.0,0
1778209050.914,3413.587,0.0,0.0,-17.0,-0.17052514851093292,0.0,0
1778209051.919,3414.591,0.0,0.0,-17.0,-0.1644798070192337,0.0,0
1778209052.922,3415.594,0.0,0.0,-17.0,-0.16295255720615387,0.0,0
