time_unix,monotonic,rpm,duty_cycle,motor_current,input_voltage,temperature,fault_code
1778208989.460,3352.133,0.0,0.0,0.0,22.1,0.0,0
1778208989.962,3352.634,0.0,0.0,0.0,22.1,0.0,0
1778208990.463,3353.135,0.0,0.0,0.0,22.1,0.0,0
1778208990.964,3353.637,0.0,0.0,0.0,22.1,0.0,0
1778208991.466,3354.138,0.0,0.0,0.0,22.1,0.0,0
1778208991.967,3354.640,0.0,0.0,0.0,22.1,0.0,0
1778208992.419,3355.091,0.0,0.0,0.0,22.1,0.0,0
1778208992.920,3355.592,0.0,0.0,0.0,22.1,0.0,0
1778208993.421,3356.094,0.0,0.0,0.0,22.1,0.0,0
1778208993.923,3356.595,0.0,0.0,0.0,22.1,0.0,0
1778208994.424,3357.096,0.0,0.0,0.0,22.1,0.0,0
1778208994.925,3357.598,0.0,0.0,0.0,22.1,0.0,0
1778208995.427,3358.099,0.0,0.0,0.0,22.1,0.0,0
1778208995.928,3358.600,0.0,0.0,0.0,22.1,0.0,0
1778208996.430,3359.102,0.0,0.0,0.0,22.1,0.0,0
1778208996.931,3359.603,0.0,0.0,0.0,22.1,0.0,0
1778208997.432,3360.104,0.0,0.0,0.0,22.1,0.0,0
1778208997.934,3360.606,0.0,0.0,0.0,22.1,0.0,0
1778208998.435,3361.108,0.0,0.0,0.0,22.1,0.0,0
1778208998.937,3361.609,0.0,0.0,0.0,22.1,0.0,0
1778208999.438,3362.111,0.0,0.0,0.0,22.1,0.0,0
1778208999.940,3362.612,0.0,0.0,0.0,22.1,0.0,0
1778209000.442,3363.114,0.0,0.0,0.0,22.1,0.0,0
1778209000.944,3363.616,0.0,0.0,0.0,22.1,0.0,0
1778209001.445,3364.118,0.0,0.0,0.0,22.1,0.0,0
1778209001.947,3364.619,0.0,0.0,0.0,22.1,0.0,0
1778209002.448,3365.120,0.0,0.0,0.0,22.1,0.0,0
1778209002.949,3365.622,0.0,0.0,0.0,22.1,0.0,0
1778209003.451,3366.123,0.0,0.0,0.0,22.1,0.0,0
1778209003.952,3366.625,0.0,0.0,0.0,22.1,0.0,0
1778209004.454,3367.126,0.0,0.0,0.0,22.1,0.0,0
1778209004.955,3367.628,0.0,0.0,0.0,22.1,0.0,0
1778209005.457,3368.129,0.0,0.0,0.0,22.1,0.0,0
1778209005.958,3368.631,0.0,0.0,0.0,22.1,0.0,0
1778209006.460,3369.132,0.0,0.0,0.0,22.1,0.0,0
1778209006.961,3369.633,12219.0,0.0,0.0,22.1,0.0,0
1778209007.462,3370.135,12001.0,0.0,0.0,22.1,0.0,0
1778209007.964,3370.636,11981.0,0.0,0.0,22.1,0.0,0
1778209008.465,3371.137,11966.0,0.0,0.0,22.1,0.0,0
1778209008.967,3371.639,11946.0,0.0,0.0,22.1,0.0,0
1778209009.418,3372.090,11945.0,0.0,0.0,22.1,0.0,0
1778209009.920,3372.592,11943.0,0.0,0.0,22.1,0.0,0
1778209010.421,3373.093,11940.0,0.0,0.0,22.1,0.0,0
1778209010.922,3373.595,11930.0,0.0,0.0,22.1,0.0,0
1778209011.424,3374.096,11942.0,0.0,0.0,22.1,0.0,0
1778209011.925,3374.597,11931.0,0.0,0.0,22.1,0.0,0
1778209012.428,3375.100,11891.0,0.0,0.0,22.1,0.0,0
1778209012.929,3375.602,8690.0,0.0,0.0,22.1,0.0,0
1778209013.431,3376.103,6734.0,0.0,0.0,22.1,0.0,0
1778209013.934,3376.606,4829.0,0.0,0.0,22.1,0.0,0
1778209014.435,3377.108,3574.0,0.0,0.0,22.1,0.0,0
1778209014.937,3377.609,2172.0,0.0,0.0,22.1,0.0,0
1778209015.439,3378.112,0.0,0.0,0.0,22.1,0.0,0
1778209015.941,3378.613,0.0,0.0,0.0,22.1,0.0,0
