time_unix,monotonic,target_heading_rad,heading_error_rad,source_angle_deg,source_angle_error_deg
1778259094.996,1043.952,0.0,0.0,0.0,0.0
1778259095.497,1044.453,0.0,0.0,0.0,0.0
1778259095.999,1044.955,0.0,0.0,0.0,0.0
1778259096.500,1045.456,0.0,0.0,0.0,0.0
1778259097.002,1045.958,0.0,0.0,0.0,0.0
1778259097.503,1046.459,0.0,0.0,0.0,0.0
1778259098.005,1046.961,0.0,0.0,0.0,0.0
1778259098.506,1047.462,0.0,0.0,0.0,0.0
1778259099.008,1047.964,0.0,0.0,0.0,0.0
1778259099.510,1048.465,0.0,0.0,0.0,0.0
1778259100.011,1048.967,0.0,0.0,0.0,0.0
1778259100.513,1049.469,0.0,0.0,0.0,0.0
1778259101.015,1049.971,0.0,0.0,0.0,0.0
1778259101.516,1050.472,0.0,0.0,0.0,0.0
1778259102.018,1050.974,0.0,0.0,0.0,0.0
1778259102.519,1051.475,0.0,0.0,0.0,0.0
1778259103.021,1051.977,0.0,0.0,0.0,0.0
1778259103.522,1052.478,0.0,0.0,0.0,0.0
1778259104.024,1052.980,0.0,0.0,0.0,0.0
1778259104.525,1053.481,0.0,0.0,0.0,0.0
1778259105.027,1053.983,0.0,0.0,0.0,0.0
1778259105.528,1054.484,0.0,0.0,0.0,0.0
1778259106.030,1054.986,0.0,0.0,0.0,0.0
1778259106.531,1055.487,0.0,0.0,0.0,0.0
1778259106.983,1055.938,0.0,0.0,0.0,0.0
1778259107.484,1056.440,0.0,0.0,0.0,0.0
1778259107.985,1056.941,0.0,0.0,0.0,0.0
1778259108.487,1057.443,0.0,0.0,0.0,0.0
1778259108.989,1057.945,0.0,0.0,0.0,0.0
1778259109.491,1058.447,0.0,0.0,0.0,0.0
1778259109.993,1058.948,0.0,0.0,0.0,0.0
1778259110.494,1059.450,0.0,0.0,0.0,0.0
1778259110.995,1059.951,0.0,0.0,0.0,0.0
1778259111.497,1060.453,0.0,0.0,0.0,0.0
1778259111.999,1060.955,0.0,0.0,0.0,0.0
1778259112.500,1061.456,0.0,0.0,0.0,0.0
1778259113.002,1061.958,0.0,0.0,0.0,0.0
1778259113.504,1062.460,0.0,0.0,0.0,0.0
1778259114.006,1062.962,0.0,0.0,0.0,0.0
1778259114.508,1063.464,0.0,0.0,0.0,0.0
1778259115.010,1063.966,0.0,0.0,0.0,0.0
1778259115.511,1064.467,0.0,0.0,0.0,0.0
1778259116.012,1064.968,0.0,0.0,0.0,0.0
1778259116.514,1065.470,0.0,0.0,0.0,0.0
1778259117.016,1065.972,0.0,0.0,0.0,0.0
1778259117.517,1066.473,0.0,0.0,0.0,0.0
1778259118.019,1066.975,0.0,0.0,0.0,0.0
1778259118.521,1067.477,0.0,0.0,0.0,0.0
1778259119.022,1067.978,0.0,0.0,0.0,0.0
1778259119.524,1068.480,0.0,0.0,0.0,0.0
1778259120.025,1068.981,0.0,0.0,0.0,0.0
1778259120.527,1069.483,0.0,0.0,0.0,0.0
1778259121.028,1069.984,0.0,0.0,0.0,0.0
1778259121.530,1070.486,0.0,0.0,0.0,0.0
1778259122.031,1070.987,0.0,0.0,0.0,0.0
1778259122.482,1071.438,0.0,0.0,0.0,0.0
1778259122.984,1071.940,0.0,0.0,0.0,0.0
1778259123.485,1072.441,0.0,0.0,0.0,0.0
1778259123.987,1072.943,0.0,0.0,0.0,0.0
