time_unix,monotonic,rpm,duty_cycle,motor_current,input_voltage,temperature,fault_code
1778207083.214,1445.886,0.0,0.0,0.0,22.3,0.0,0
1778207083.715,1446.387,0.0,0.0,0.0,22.3,0.0,0
1778207084.217,1446.889,0.0,0.0,0.0,22.3,0.0,0
1778207084.718,1447.390,0.0,0.0,0.0,22.3,0.0,0
1778207085.221,1447.893,0.0,0.0,0.0,22.3,0.0,0
1778207085.723,1448.395,0.0,0.0,0.0,22.3,0.0,0
1778207086.224,1448.896,0.0,0.0,0.0,22.3,0.0,0
1778207086.726,1449.398,0.0,0.0,0.0,22.3,0.0,0
1778207087.227,1449.899,0.0,0.0,0.0,22.3,0.0,0
1778207087.728,1450.400,0.0,0.0,0.0,22.3,0.0,0
1778207088.230,1450.902,0.0,0.0,0.0,22.3,0.0,0
1778207088.731,1451.403,0.0,0.0,0.0,22.3,0.0,0
1778207089.233,1451.905,0.0,0.0,0.0,22.3,0.0,0
1778207089.734,1452.406,0.0,0.0,0.0,22.3,0.0,0
1778207090.236,1452.908,0.0,0.0,0.0,22.3,0.0,0
1778207090.738,1453.410,0.0,0.0,0.0,22.3,0.0,0
1778207091.239,1453.911,0.0,0.0,0.0,22.3,0.0,0
1778207091.740,1454.413,0.0,0.0,0.0,22.3,0.0,0
1778207092.242,1454.914,0.0,0.0,0.0,22.3,0.0,0
1778207092.743,1455.415,0.0,0.0,0.0,22.3,0.0,0
1778207093.245,1455.917,0.0,0.0,0.0,22.3,0.0,0
1778207093.747,1456.419,0.0,0.0,0.0,22.3,0.0,0
1778207094.248,1456.920,0.0,0.0,0.0,22.3,0.0,0
1778207094.750,1457.422,0.0,0.0,0.0,22.3,0.0,0
1778207095.252,1457.924,0.0,0.0,0.0,22.3,0.0,0
1778207095.753,1458.426,0.0,0.0,0.0,22.3,0.0,0
1778207096.256,1458.928,0.0,0.0,0.0,22.3,0.0,0
1778207096.757,1459.429,0.0,0.0,0.0,22.3,0.0,0
1778207097.259,1459.931,0.0,0.0,0.0,22.3,0.0,0
1778207097.760,1460.433,0.0,0.0,0.0,22.3,0.0,0
1778207098.262,1460.934,0.0,0.0,0.0,22.3,0.0,0
1778207098.714,1461.386,0.0,0.0,0.0,22.3,0.0,0
1778207099.215,1461.887,0.0,0.0,0.0,22.3,0.0,0
1778207099.717,1462.389,0.0,0.0,0.0,22.3,0.0,0
1778207100.219,1462.891,0.0,0.0,0.0,22.3,0.0,0
1778207100.721,1463.393,0.0,0.0,0.0,22.3,0.0,0
1778207101.223,1463.896,0.0,0.0,0.0,22.3,0.0,0
1778207101.726,1464.398,0.0,0.0,0.0,22.3,0.0,0
1778207102.227,1464.899,0.0,0.0,0.0,22.3,0.0,0
1778207102.728,1465.401,0.0,0.0,0.0,22.3,0.0,0
1778207103.230,1465.902,0.0,0.0,0.0,22.3,0.0,0
1778207103.732,1466.404,0.0,0.0,0.0,22.3,0.0,0
1778207104.233,1466.905,0.0,0.0,0.0,22.3,0.0,0
1778207104.735,1467.407,0.0,0.0,0.0,22.3,0.0,0
1778207105.236,1467.908,0.0,0.0,0.0,22.3,0.0,0
1778207105.738,1468.410,0.0,0.0,0.0,22.3,0.0,0
