time_unix,monotonic,target_heading_rad,heading_error_rad,source_angle_deg,source_angle_error_deg
1778259026.134,975.090,0.0,0.0,0.0,0.0
1778259026.635,975.591,0.0,0.0,0.0,0.0
1778259027.137,976.093,0.0,0.0,0.0,0.0
1778259027.638,976.594,0.0,0.0,0.0,0.0
1778259028.140,977.096,0.0,0.0,0.0,0.0
1778259028.641,977.597,0.0,0.0,0.0,0.0
1778259029.143,978.099,0.0,0.0,0.0,0.0
1778259029.644,978.600,0.0,0.0,0.0,0.0
1778259030.146,979.102,0.0,0.0,0.0,0.0
1778259030.647,979.603,0.0,0.0,0.0,0.0
1778259031.148,980.104,0.0,0.0,0.0,0.0
1778259031.650,980.606,0.0,0.0,0.0,0.0
1778259032.151,981.107,0.0,0.0,0.0,0.0
1778259032.653,981.609,0.0,0.0,0.0,0.0
1778259033.154,982.110,0.0,0.0,0.0,0.0
1778259033.655,982.611,0.0,0.0,0.0,0.0
1778259034.157,983.113,0.0,0.0,0.0,0.0
1778259034.659,983.615,0.0,0.0,0.0,0.0
1778259035.161,984.117,0.0,0.0,0.0,0.0
1778259035.662,984.618,0.0,0.0,0.0,0.0
1778259036.164,985.120,0.0,0.0,0.0,0.0
1778259036.665,985.621,0.0,0.0,0.0,0.0
1778259037.168,986.124,0.0,0.0,0.0,0.0
1778259037.669,986.625,0.0,0.0,0.0,0.0
1778259038.171,987.127,0.0,0.0,0.0,0.0
1778259038.673,987.629,0.0,0.0,0.0,0.0
1778259039.175,988.131,0.0,0.0,0.0,0.0
1778259039.676,988.632,0.0,0.0,0.0,0.0
1778259040.179,989.134,0.0,0.0,0.0,0.0
1778259040.680,989.636,0.0,0.0,0.0,0.0
1778259041.132,990.088,0.0,0.0,0.0,0.0
1778259041.633,990.589,0.0,0.0,0.0,0.0
1778259042.135,991.091,0.0,0.0,0.0,0.0
1778259042.636,991.592,0.0,0.0,0.0,0.0
1778259043.138,992.094,0.0,0.0,0.0,0.0
1778259043.640,992.596,0.0,0.0,0.0,0.0
1778259044.141,993.097,0.0,0.0,0.0,0.0
1778259044.643,993.598,0.0,0.0,0.0,0.0
1778259045.145,994.101,0.0,0.0,0.0,0.0
1778259045.646,994.602,0.0,0.0,0.0,0.0
1778259046.147,995.103,0.0,0.0,0.0,0.0
1778259046.649,995.605,0.0,0.0,0.0,0.0
