time_unix,monotonic,rpm,duty_cycle,motor_current,input_voltage,temperature,fault_code
1778211688.673,6051.346,0.0,0.0,0.0,21.9,0.0,0
1778211689.175,6051.847,0.0,0.0,0.0,21.9,0.0,0
1778211689.626,6052.298,0.0,0.0,0.0,21.9,0.0,0
1778211690.128,6052.800,0.0,0.0,0.0,21.9,0.0,0
1778211690.629,6053.301,0.0,0.0,0.0,21.9,0.0,0
1778211691.130,6053.802,0.0,0.0,0.0,21.9,0.0,0
1778211691.632,6054.304,0.0,0.0,0.0,21.9,0.0,0
1778211692.133,6054.806,0.0,0.0,0.0,21.9,0.0,0
1778211692.635,6055.307,0.0,0.0,0.0,21.9,0.0,0
1778211693.136,6055.808,0.0,0.0,0.0,21.9,0.0,0
1778211693.638,6056.310,0.0,0.0,0.0,21.9,0.0,0
1778211694.139,6056.812,0.0,0.0,0.0,21.9,0.0,0
1778211694.641,6057.313,0.0,0.0,0.0,21.9,0.0,0
1778211695.142,6057.814,0.0,0.0,0.0,21.9,0.0,0
1778211695.644,6058.316,0.0,0.0,0.0,21.9,0.0,0
1778211696.145,6058.817,0.0,0.0,0.0,21.9,0.0,0
1778211696.647,6059.319,0.0,0.0,0.0,21.9,0.0,0
1778211697.148,6059.820,0.0,0.0,0.0,21.9,0.0,0
1778211697.650,6060.322,0.0,0.0,0.0,21.9,0.0,0
1778211698.151,6060.823,0.0,0.0,0.0,21.9,0.0,0
1778211698.653,6061.326,0.0,0.0,0.0,21.9,0.0,0
1778211699.155,6061.828,0.0,0.0,0.0,21.9,0.0,0
1778211699.657,6062.329,0.0,0.0,0.0,21.9,0.0,0
1778211700.158,6062.830,0.0,0.0,0.0,21.9,0.0,0
1778211700.660,6063.332,0.0,0.0,0.0,21.9,0.0,0
1778211701.161,6063.833,0.0,0.0,0.0,21.9,0.0,0
1778211701.663,6064.335,0.0,0.0,0.0,21.9,0.0,0
1778211702.164,6064.836,0.0,0.0,0.0,21.9,0.0,0
1778211702.666,6065.338,0.0,0.0,0.0,21.9,0.0,0
1778211703.167,6065.839,0.0,0.0,0.0,21.9,0.0,0
1778211703.669,6066.341,0.0,0.0,0.0,21.9,0.0,0
1778211704.171,6066.843,0.0,0.0,0.0,21.9,0.0,0
1778211704.672,6067.345,0.0,0.0,0.0,21.9,0.0,0
1778211705.174,6067.846,0.0,0.0,0.0,21.9,0.0,0
1778211705.675,6068.347,0.0,0.0,0.0,21.9,0.0,0
1778211706.126,6068.798,0.0,0.0,0.0,21.9,0.0,0
1778211706.628,6069.300,0.0,0.0,0.0,21.9,0.0,0
1778211707.129,6069.802,0.0,0.0,0.0,21.9,0.0,0
1778211707.631,6070.303,0.0,0.0,0.0,21.9,0.0,0
1778211708.132,6070.804,0.0,0.0,0.0,21.9,0.0,0
1778211708.634,6071.306,0.0,0.0,0.0,21.9,0.0,0
1778211709.135,6071.807,0.0,0.0,0.0,21.9,0.0,0
1778211709.637,6072.309,0.0,0.0,0.0,21.9,0.0,0
1778211710.138,6072.810,0.0,0.0,0.0,21.9,0.0,0
1778211710.640,6073.312,0.0,0.0,0.0,21.9,0.0,0
1778211711.141,6073.813,0.0,0.0,0.0,21.9,0.0,0
1778211711.642,6074.315,0.0,0.0,0.0,21.9,0.0,0
1778211712.144,6074.816,0.0,0.0,0.0,21.9,0.0,0
1778211712.645,6075.317,0.0,0.0,0.0,21.9,0.0,0
1778211713.147,6075.819,0.0,0.0,0.0,21.9,0.0,0
1778211713.648,6076.320,0.0,0.0,0.0,21.9,0.0,0
1778211714.149,6076.822,0.0,0.0,0.0,21.9,0.0,0
1778211714.651,6077.323,0.0,0.0,0.0,21.9,0.0,0
1778211715.152,6077.824,0.0,0.0,0.0,21.9,0.0,0
1778211715.654,6078.326,0.0,0.0,0.0,21.9,0.0,0
1778211716.155,6078.828,0.0,0.0,0.0,21.9,0.0,0
1778211716.657,6079.329,0.0,0.0,0.0,21.9,0.0,0
1778211717.159,6079.831,0.0,0.0,0.0,21.9,0.0,0
1778211717.660,6080.332,0.0,0.0,0.0,21.9,0.0,0
1778211718.161,6080.834,0.0,0.0,0.0,21.9,0.0,0
1778211718.663,6081.335,0.0,0.0,0.0,21.9,0.0,0
1778211719.164,6081.836,0.0,0.0,0.0,21.9,0.0,0
1778211719.665,6082.338,0.0,0.0,0.0,21.9,0.0,0
1778211720.167,6082.839,0.0,0.0,0.0,21.9,0.0,0
1778211720.668,6083.341,0.0,0.0,0.0,21.9,0.0,0
1778211721.171,6083.843,0.0,0.0,0.0,21.9,0.0,0
1778211721.672,6084.344,0.0,0.0,0.0,21.9,0.0,0
1778211722.174,6084.846,0.0,0.0,0.0,21.9,0.0,0
1778211722.675,6085.347,52.0,0.0,0.0,21.8,0.0,0
1778211723.126,6085.798,12228.0,0.0,0.0,21.9,0.0,0
1778211723.629,6086.301,12005.0,0.0,0.0,21.9,0.0,0
1778211724.130,6086.802,11977.0,0.0,0.0,21.9,0.0,0
1778211724.632,6087.304,11955.0,0.0,0.0,21.9,0.0,0
1778211725.133,6087.805,11949.0,0.0,0.0,21.9,0.0,0
1778211725.635,6088.307,11933.0,0.0,0.0,21.9,0.0,0
1778211726.136,6088.808,11932.0,0.0,0.0,21.9,0.0,0
1778211726.637,6089.310,11940.0,0.0,0.0,21.9,0.0,0
1778211727.139,6089.811,11932.0,0.0,0.0,21.9,0.0,0
1778211727.642,6090.314,11933.0,0.0,0.0,21.9,0.0,0
1778211728.143,6090.815,11937.0,0.0,0.0,21.9,0.0,0
1778211728.645,6091.317,-1.0,0.0,0.0,21.9,0.0,0
1778211729.147,6091.819,5256.0,0.0,0.0,21.9,0.0,0
1778211729.648,6092.320,8561.0,0.0,0.0,21.9,0.0,0
1778211730.149,6092.822,7644.0,0.0,0.0,21.9,0.0,0
1778211730.651,6093.323,6899.0,0.0,0.0,21.9,0.0,0
1778211731.153,6093.825,6196.0,0.0,0.0,21.9,0.0,0
1778211731.656,6094.328,5615.0,0.0,0.0,21.9,0.0,0
1778211732.157,6094.830,4949.0,0.0,0.0,21.9,0.0,0
1778211732.659,6095.331,4028.0,0.0,0.0,21.9,0.0,0
1778211733.161,6095.833,3495.0,0.0,0.0,21.9,0.0,0
1778211733.662,6096.335,2574.0,0.0,0.0,21.9,0.0,0
1778211734.164,6096.836,1891.0,0.0,0.0,21.9,0.0,0
