time_unix,monotonic,lat,lon,alt,relative_alt,hdg,num_sv
1778616472.344,6769.354,0.0,0.0,0.0,0.0,0.0,0
1778616473.348,6770.357,0.0,0.0,0.0,0.0,0.0,0
1778616474.350,6771.359,0.0,0.0,0.0,0.0,0.0,0
1778616475.353,6772.362,0.0,0.0,0.0,0.0,0.0,0
1778616476.356,6773.365,0.0,0.0,0.0,0.0,0.0,0
1778616477.359,6774.368,0.0,0.0,0.0,0.0,0.0,0
1778616478.362,6775.371,0.0,0.0,0.0,0.0,0.0,0
1778616479.365,6776.374,0.0,0.0,0.0,0.0,0.0,0
1778616480.368,6777.377,0.0,0.0,0.0,0.0,0.0,0
1778616481.321,6778.330,0.0,0.0,0.0,0.0,0.0,0
1778616482.324,6779.333,0.0,0.0,0.0,0.0,0.0,0
1778616483.327,6780.336,0.0,0.0,0.0,0.0,0.0,0
1778616484.330,6781.339,0.0,0.0,0.0,0.0,0.0,0
1778616485.333,6782.342,0.0,0.0,0.0,0.0,0.0,0
1778616486.336,6783.345,0.0,0.0,0.0,0.0,0.0,0
1778616487.339,6784.348,0.0,0.0,0.0,0.0,0.0,0
1778616488.342,6785.351,0.0,0.0,0.0,0.0,0.0,0
1778616489.345,6786.354,0.0,0.0,0.0,0.0,0.0,0
1778616490.348,6787.357,0.0,0.0,0.0,0.0,0.0,0
1778616491.351,6788.360,0.0,0.0,0.0,0.0,0.0,0
1778616492.354,6789.363,0.0,0.0,0.0,0.0,0.0,0
1778616493.357,6790.366,0.0,0.0,0.0,0.0,0.0,0
