time_unix,monotonic,target_heading_rad,heading_error_rad,source_angle_deg,source_angle_error_deg
1778616472.244,6769.253,0.0,0.0,0.0,0.0
1778616472.746,6769.755,0.0,0.0,0.0,0.0
1778616473.247,6770.256,0.0,0.0,0.0,0.0
1778616473.749,6770.758,0.0,0.0,0.0,0.0
1778616474.250,6771.259,0.0,0.0,0.0,0.0
1778616474.751,6771.761,0.0,0.0,0.0,0.0
1778616475.253,6772.262,0.0,0.0,0.0,0.0
1778616475.704,6772.713,0.0,0.0,0.0,0.0
1778616476.206,6773.215,0.0,0.0,0.0,0.0
1778616476.707,6773.716,0.0,0.0,0.0,0.0
1778616477.209,6774.218,0.0,0.0,0.0,0.0
1778616477.710,6774.719,0.0,0.0,0.0,0.0
1778616478.212,6775.221,0.0,0.0,0.0,0.0
1778616478.713,6775.723,0.0,0.0,0.0,0.0
1778616479.215,6776.224,0.0,0.0,0.0,0.0
1778616479.716,6776.725,0.0,0.0,0.0,0.0
1778616480.218,6777.227,0.0,0.0,0.0,0.0
1778616480.719,6777.728,0.0,0.0,0.0,0.0
1778616481.221,6778.230,0.0,0.0,0.0,0.0
1778616481.722,6778.731,0.0,0.0,0.0,0.0
1778616482.224,6779.233,0.0,0.0,0.0,0.0
1778616482.725,6779.734,0.0,0.0,0.0,0.0
1778616483.227,6780.236,0.0,0.0,0.0,0.0
1778616483.728,6780.737,0.0,0.0,0.0,0.0
1778616484.230,6781.239,0.0,0.0,0.0,0.0
1778616484.731,6781.740,0.0,0.0,0.0,0.0
1778616485.233,6782.242,0.0,0.0,0.0,0.0
1778616485.734,6782.743,0.0,0.0,0.0,0.0
1778616486.236,6783.245,0.0,0.0,0.0,0.0
1778616486.737,6783.746,0.0,0.0,0.0,0.0
1778616487.239,6784.248,0.0,0.0,0.0,0.0
1778616487.740,6784.749,0.0,0.0,0.0,0.0
1778616488.242,6785.251,0.0,0.0,0.0,0.0
1778616488.743,6785.752,0.0,0.0,0.0,0.0
1778616489.245,6786.254,0.0,0.0,0.0,0.0
1778616489.746,6786.755,0.0,0.0,0.0,0.0
1778616490.248,6787.257,0.0,0.0,0.0,0.0
1778616490.749,6787.758,0.0,0.0,0.0,0.0
1778616491.251,6788.260,0.0,0.0,0.0,0.0
1778616491.752,6788.761,0.0,0.0,0.0,0.0
1778616492.253,6789.263,0.0,0.0,0.0,0.0
1778616492.705,6789.714,0.0,0.0,0.0,0.0
1778616493.206,6790.216,0.0,0.0,0.0,0.0
