time_unix,monotonic,time_unix,uptime_s,cpu_load_pct,mem_used_pct,tasks_running,pixhawk_connected,vesc_connected,power_connected,photodiode_connected,pps_synced,pps_rms_us
1778621427.329,11724.338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778621427.580,11724.589,1778621427.5325696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778621427.831,11724.840,1778621427.7832987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778621428.081,11725.090,1778621428.0340705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778621428.332,11725.341,1778621428.284783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778621428.583,11725.592,1778621428.5355222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778621428.833,11725.842,1778621428.786236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778621429.084,11726.093,1778621429.0369744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778621429.335,11726.344,1778621429.2876709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778621429.586,11726.595,1778621429.5386267,3.9969123730006686,37.20703125,6.064341637153115,13.0,0.0,0.0,0.0,0.0,0.0,0.0
1778621429.836,11726.845,1778621429.7896292,3.9969123730006686,37.20703125,6.064341637153115,13.0,0.0,0.0,0.0,0.0,0.0,0.0
1778621430.087,11727.096,1778621430.0406675,3.9969123730006686,37.20703125,6.064341637153115,13.0,0.0,0.0,0.0,0.0,0.0,0.0
1778621430.338,11727.347,1778621430.2913876,3.9969123730006686,37.20703125,6.064341637153115,13.0,0.0,0.0,0.0,0.0,0.0,0.0
1778621430.589,11727.598,1778621430.542136,3.9969123730006686,37.20703125,6.064341637153115,13.0,0.0,0.0,0.0,0.0,0.0,0.0
1778621430.839,11727.848,1778621430.792823,3.9969123730006686,37.20703125,6.064341637153115,13.0,0.0,0.0,0.0,0.0,0.0,0.0
1778621431.090,11728.099,1778621431.0437012,3.9969123730006686,37.20703125,6.064341637153115,13.0,0.0,0.0,0.0,0.0,0.0,0.0
1778621431.341,11728.350,1778621431.294438,3.9969123730006686,37.20703125,6.064341637153115,13.0,0.0,0.0,0.0,0.0,0.0,0.0
1778621431.592,11728.601,1778621431.5452228,6.017329346001134,37.20703125,6.067443499821645,13.0,0.0,0.0,0.0,0.0,0.0,0.0
1778621431.842,11728.851,1778621431.7959163,6.017329346001134,37.20703125,6.067443499821645,13.0,0.0,0.0,0.0,0.0,0.0,0.0
