time_unix,monotonic,flight_stage,arm_state,preflight_ok,arm_checks_ok,launch_initiated,ascent_active,termination_fired,burst_detected,descent_active,landing_detected,cutdown_fired,recovery_active,data_logging_active,apogee_m
1778207390.219,1752.891,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778207390.720,1753.392,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778207391.221,1753.894,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778207391.723,1754.395,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778207392.224,1754.896,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778207392.675,1755.347,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778207393.177,1755.849,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778207393.678,1756.350,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778207394.180,1756.852,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778207394.682,1757.354,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778207395.183,1757.855,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778207395.684,1758.356,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778207396.186,1758.858,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778207396.688,1759.360,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778207397.190,1759.862,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778207397.691,1760.364,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778207398.193,1760.865,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778207398.694,1761.366,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778207399.195,1761.867,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778207399.697,1762.369,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778207400.198,1762.870,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778207400.700,1763.372,1,1,1,1,0,0,0,0,0,0,0,0,1,0.0
1778207401.201,1763.873,1,1,1,1,0,0,0,0,0,0,0,0,1,0.0
1778207401.702,1764.375,1,1,1,1,0,0,0,0,0,0,0,0,1,0.0
1778207402.204,1764.876,1,1,1,1,0,0,0,0,0,0,0,0,1,0.0
1778207402.705,1765.377,1,1,1,1,0,0,0,0,0,0,0,0,1,0.0
1778207403.207,1765.879,1,1,1,1,0,0,0,0,0,0,0,0,1,0.0
1778207403.708,1766.380,1,1,1,1,0,0,0,0,0,0,0,0,1,0.0
1778207404.209,1766.882,1,1,1,1,0,0,0,0,0,0,0,0,1,0.0
1778207404.711,1767.383,1,1,1,1,0,0,0,0,0,0,0,0,1,0.0
1778207405.212,1767.885,2,1,1,1,1,0,0,0,0,0,0,0,1,0.0
1778207405.714,1768.386,2,1,1,1,1,0,0,0,0,0,0,0,1,0.0
1778207406.215,1768.887,2,1,1,1,1,0,0,0,0,0,0,0,1,0.0
1778207406.717,1769.389,2,1,1,1,1,0,0,0,0,0,0,0,1,0.0
1778207407.218,1769.890,2,1,1,1,1,0,0,0,0,0,0,0,1,0.0
1778207407.719,1770.392,2,1,1,1,1,0,0,0,0,0,0,0,1,0.0
1778207408.221,1770.893,2,1,1,1,1,0,0,0,0,0,0,0,1,0.0
1778207408.722,1771.394,2,1,1,1,1,0,0,0,0,0,0,0,1,0.0
1778207409.224,1771.896,2,1,1,1,1,0,0,0,0,0,0,0,1,0.0
1778207409.675,1772.347,2,1,1,1,1,0,0,0,0,0,0,0,1,0.0
1778207410.176,1772.848,2,1,1,1,1,0,0,0,0,0,0,0,1,0.0
1778207410.679,1773.351,2,1,1,1,1,0,0,0,0,0,0,0,1,0.0
1778207411.181,1773.853,2,1,1,1,1,0,0,0,0,0,0,0,1,0.0
1778207411.682,1774.354,2,1,1,1,1,0,0,0,0,0,0,0,1,0.0
1778207412.183,1774.856,2,1,1,1,1,0,0,0,0,0,0,0,1,0.0
1778207412.685,1775.357,2,1,1,1,1,0,0,0,0,0,0,0,1,0.0
1778207413.188,1775.860,2,1,1,1,1,0,0,0,0,0,0,0,1,0.0
1778207413.689,1776.361,2,1,1,1,1,0,0,0,0,0,0,0,1,0.0
1778207414.191,1776.863,2,1,1,1,1,0,0,0,0,0,0,0,1,0.0
1778207414.692,1777.364,2,1,1,1,1,0,0,0,0,0,0,0,1,0.0
1778207415.194,1777.866,2,1,1,1,1,0,0,0,0,0,0,0,1,0.0
1778207415.695,1778.368,2,1,1,1,1,0,0,0,0,0,0,0,1,0.0
1778207416.197,1778.869,2,1,1,1,1,0,0,0,0,0,0,0,1,0.0
1778207416.699,1779.371,2,1,1,1,1,0,0,0,0,0,0,0,1,0.0
1778207417.200,1779.873,2,1,1,1,1,0,0,0,0,0,0,0,1,0.0
1778207417.702,1780.374,2,1,1,1,1,0,0,0,0,0,0,0,1,0.0
1778207418.203,1780.875,2,1,1,1,1,0,0,0,0,0,0,0,1,0.0
1778207418.705,1781.377,2,1,1,1,1,0,0,0,0,0,0,0,1,0.0
1778207419.207,1781.879,2,1,1,1,1,0,0,0,0,0,0,0,1,0.0
1778207419.709,1782.381,2,1,1,1,1,0,0,0,0,0,0,0,1,0.0
1778207420.211,1782.883,2,1,1,1,1,0,0,0,0,0,0,0,1,0.0
1778207420.712,1783.385,2,1,1,1,1,0,0,0,0,0,0,0,1,0.0
1778207421.214,1783.886,2,1,1,1,1,0,0,0,0,0,0,0,1,0.0
1778207421.716,1784.388,2,1,1,1,1,0,0,0,0,0,0,0,1,0.0
1778207422.217,1784.890,2,1,1,1,1,0,0,0,0,0,0,0,1,0.0
1778207422.719,1785.391,2,1,1,1,1,0,0,0,0,0,0,0,1,0.0
1778207423.221,1785.893,2,1,1,1,1,0,0,0,0,0,0,0,1,0.0
1778207423.723,1786.395,2,1,1,1,1,0,0,0,0,0,0,0,1,0.0
1778207424.224,1786.896,2,1,1,1,1,0,0,0,0,0,0,0,1,0.0
1778207424.675,1787.348,2,1,1,1,1,0,0,0,0,0,0,0,1,0.0
1778207425.177,1787.849,2,1,1,1,1,0,0,0,0,0,0,0,1,0.0
1778207425.679,1788.351,2,1,1,1,1,0,0,0,0,0,0,0,1,0.0
1778207426.182,1788.854,2,1,1,1,1,0,0,0,0,0,0,0,1,0.0
1778207426.683,1789.355,2,1,1,1,1,0,0,0,0,0,0,0,1,0.0
1778207427.185,1789.857,2,1,1,1,1,0,0,0,0,0,0,0,1,0.0
1778207427.687,1790.359,2,1,1,1,1,0,0,0,0,0,0,0,1,0.0
1778207428.188,1790.861,2,1,1,1,1,0,0,0,0,0,0,0,1,0.0
1778207428.692,1791.364,2,1,1,1,1,0,0,0,0,0,0,0,1,0.0
1778207429.193,1791.865,2,1,1,1,1,0,0,0,0,0,0,0,1,0.0
1778207429.694,1792.367,2,1,1,1,1,0,0,0,0,0,0,0,1,0.0
1778207430.197,1792.869,2,1,1,1,1,0,0,0,0,0,0,0,1,0.0
1778207430.699,1793.371,2,1,1,1,1,0,0,0,0,0,0,0,1,0.0
1778207431.200,1793.872,2,1,1,1,1,0,0,0,0,0,0,0,1,0.0
1778207431.703,1794.375,2,1,1,1,1,0,0,0,0,0,0,0,1,0.0
1778207432.204,1794.877,2,1,1,1,1,0,0,0,0,0,0,0,1,0.0
1778207432.706,1795.378,2,1,1,1,1,0,0,0,0,0,0,0,1,0.0
1778207433.209,1795.881,2,1,1,1,1,0,0,0,0,0,0,0,1,0.0
1778207433.710,1796.382,2,1,1,1,1,0,0,0,0,0,0,0,1,0.0
1778207434.213,1796.885,2,1,1,1,1,0,0,0,0,0,0,0,1,0.0
1778207434.715,1797.387,2,1,1,1,1,0,0,0,0,0,0,0,1,0.0
1778207435.216,1797.889,2,1,1,1,1,0,0,0,0,0,0,0,1,0.0
1778207435.719,1798.391,2,1,1,1,1,0,0,0,0,0,0,0,1,0.0
1778207436.221,1798.893,2,1,1,1,1,0,0,0,0,0,0,0,1,0.0
1778207436.724,1799.396,2,1,1,1,1,0,0,0,0,0,0,0,1,0.0
1778207437.176,1799.848,2,1,1,1,1,0,0,0,0,0,0,0,1,0.0
1778207437.677,1800.349,2,1,1,1,1,0,0,0,0,0,0,0,1,0.0
1778207438.179,1800.851,2,1,1,1,1,0,0,0,0,0,0,0,1,0.0
1778207438.681,1801.353,2,1,1,1,1,0,0,0,0,0,0,0,1,0.0
1778207439.182,1801.855,2,1,1,1,1,0,0,0,0,0,0,0,1,0.0
1778207439.684,1802.356,2,1,1,1,1,0,0,0,0,0,0,0,1,0.0
1778207440.186,1802.858,2,1,1,1,1,0,0,0,0,0,0,0,1,0.0
1778207440.687,1803.360,2,1,1,1,1,0,0,0,0,0,0,0,1,0.0
1778207441.189,1803.861,2,1,1,1,1,0,0,0,0,0,0,0,1,0.0
1778207441.692,1804.364,2,1,1,1,1,0,0,0,0,0,0,0,1,0.0
1778207442.193,1804.865,2,1,1,1,1,0,0,0,0,0,0,0,1,0.0
1778207442.694,1805.367,2,1,1,1,1,0,0,0,0,0,0,0,1,0.0
1778207443.198,1805.870,2,1,1,1,1,0,0,0,0,0,0,0,1,0.0
1778207443.699,1806.372,2,1,1,1,1,0,0,0,0,0,0,0,1,0.0
