time_unix,monotonic,time_unix,uptime_s,cpu_load_pct,mem_used_pct,tasks_running,pixhawk_connected,vesc_connected,power_connected,photodiode_connected,pps_synced,pps_rms_us
1778259559.544,1508.500,1778259559.5376537,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1778259559.794,1508.750,1778259559.7883883,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1778259560.045,1509.001,1778259560.039131,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1778259560.296,1509.252,1778259560.2899606,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1778259560.547,1509.503,1778259560.5407414,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1778259560.797,1509.753,1778259560.791562,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1778259561.048,1510.004,1778259561.04224,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1778259561.299,1510.255,1778259561.2931085,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1778259561.550,1510.506,1778259561.5439482,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1778259561.801,1510.757,1778259561.7945967,4.009319543999936,1.708984375,6.1254783497490255,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1778259562.051,1511.007,1778259562.045274,4.009319543999936,1.708984375,6.1254783497490255,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1778259562.302,1511.258,1778259562.2959456,4.009319543999936,1.708984375,6.1254783497490255,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1778259562.553,1511.509,1778259562.546753,4.009319543999936,1.708984375,6.1254783497490255,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1778259562.803,1511.759,1778259562.7975595,4.009319543999936,1.708984375,6.1254783497490255,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1778259563.054,1512.010,1778259563.0483065,4.009319543999936,1.708984375,6.1254783497490255,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1778259563.305,1512.261,1778259563.2992048,4.009319543999936,1.708984375,6.1254783497490255,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1778259563.556,1512.512,1778259563.5500734,4.009319543999936,1.708984375,6.1254783497490255,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1778259563.807,1512.763,1778259563.80087,6.032615315999919,1.5625,6.125178169490775,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1778259564.057,1513.013,1778259564.0516317,6.032615315999919,1.5625,6.125178169490775,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1778259564.308,1513.264,1778259564.3025234,6.032615315999919,1.5625,6.125178169490775,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1778259564.559,1513.515,1778259564.5533075,6.032615315999919,1.5625,6.125178169490775,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1778259564.809,1513.765,1778259564.804106,6.032615315999919,1.5625,6.125178169490775,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1778259565.060,1514.016,1778259565.0548453,6.032615315999919,1.5625,6.125178169490775,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1778259565.311,1514.267,1778259565.3056464,6.032615315999919,1.5625,6.125178169490775,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1778259565.562,1514.518,1778259565.5566459,6.032615315999919,1.5625,6.125178169490775,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1778259565.813,1514.769,1778259565.8073938,8.056969105999997,1.5625,6.125278229576859,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1778259566.064,1515.020,1778259566.0582614,8.056969105999997,1.5625,6.125278229576859,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1778259566.315,1515.271,1778259566.309195,8.056969105999997,1.5625,6.125278229576859,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1778259566.566,1515.522,1778259566.5599139,8.056969105999997,1.5625,6.125278229576859,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1778259566.817,1515.773,1778259566.8106632,8.056969105999997,1.5625,6.125278229576859,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1778259567.067,1516.023,1778259567.061365,8.056969105999997,1.5625,6.125278229576859,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1778259567.318,1516.274,1778259567.3121028,8.056969105999997,1.5625,6.125278229576859,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1778259567.569,1516.525,1778259567.5627685,8.056969105999997,1.5625,6.125278229576859,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1778259567.820,1516.776,1778259567.8135915,10.08107417899987,9.47265625,6.1251281394477335,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1778259568.071,1517.027,1778259568.0646954,10.08107417899987,9.47265625,6.1251281394477335,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1778259568.322,1517.278,1778259568.3155,10.08107417899987,9.47265625,6.1251281394477335,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1778259568.572,1517.528,1778259568.5665557,10.08107417899987,9.47265625,6.1251281394477335,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1778259568.823,1517.779,1778259568.817294,10.08107417899987,9.47265625,6.1251281394477335,12.0,1.0,1.0,0.0,0.0,0.0,0.0
1778259569.074,1518.030,1778259569.0680695,10.08107417899987,9.47265625,6.1251281394477335,12.0,1.0,1.0,0.0,0.0,0.0,0.0
