time_unix,monotonic,press_abs,press_diff,temperature,baro_alt,climb,airspeed,groundspeed
1778259560.246,1509.202,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778259561.199,1510.155,1004.2697143554688,0.0,34.09,76.68539428710938,-0.007555409800261259,0.0,0.0012641348876059055
1778259562.202,1511.158,1004.2482299804688,0.0,34.1,76.4898681640625,-0.007192137651145458,0.0,0.0024483532179147005
1778259563.204,1512.160,1004.23974609375,0.0,34.12,76.66954040527344,-0.007731421384960413,0.0,0.002458572620525956
1778259564.208,1513.164,1004.271240234375,0.0,34.14,76.52421569824219,-0.00767941027879715,0.0,0.0023883534595370293
1778259565.211,1514.167,1004.2251586914062,0.0,34.15,76.55328369140625,-0.006964791100472212,0.0,0.002712402492761612
1778259566.215,1515.171,1004.239013671875,0.0,34.17,76.60877227783203,-0.006363476160913706,0.0,0.0023398944176733494
1778259567.218,1516.174,1004.2250366210938,0.0,34.18,76.66426086425781,-0.0064075724221765995,0.0,0.0006203531520441175
1778259568.221,1517.177,1004.2392578125,0.0,34.21,76.42381286621094,-0.006799871101975441,0.0,0.0014124775771051645
1778259569.225,1518.181,1004.22265625,0.0,34.22,76.50043487548828,-0.007554821204394102,0.0,0.001981229754164815
1778259570.229,1519.184,1004.23388671875,0.0,34.23,76.37360382080078,-0.006502257194370031,0.0,0.002115808194503188
1778259571.232,1520.188,1004.25537109375,0.0,34.26,76.5955581665039,-0.006473895628005266,0.0,0.0027174430433660746
1778259572.235,1521.191,1004.241943359375,0.0,34.28,76.5479965209961,-0.005732701625674963,0.0,0.0017831844743341208
1778259573.239,1522.195,1004.2202758789062,0.0,34.28,76.47665405273438,-0.005772174336016178,0.0,0.001554145128466189
1778259574.241,1523.197,1004.2614135742188,0.0,34.3,76.66690063476562,-0.00531357154250145,0.0,0.0010375011479482055
1778259575.245,1524.201,1004.2404174804688,0.0,34.32,76.77259063720703,-0.004527697805315256,0.0,0.0015934637049213052
1778259576.198,1525.154,1004.2346801757812,0.0,34.35,76.62462615966797,-0.004573616664856672,0.0,0.0010540488874539733
1778259577.201,1526.157,1004.2381591796875,0.0,34.36,77.00511932373047,-0.004340828396379948,0.0,0.0014021265087649226
1778259578.204,1527.160,1004.2518310546875,0.0,34.38,76.73560333251953,-0.004812709055840969,0.0,0.001054367865435779
1778259579.208,1528.164,1004.2056884765625,0.0,34.39,77.00511932373047,-0.004391342867165804,0.0,0.0006059535662643611
1778259580.211,1529.167,1004.1992797851562,0.0,34.4,76.89678192138672,-0.0032327573280781507,0.0,0.0011035848874598742
1778259581.214,1530.170,1004.2528686523438,0.0,34.43,76.79109191894531,-0.003595123765990138,0.0,0.0018930480582639575
1778259582.217,1531.173,1004.259033203125,0.0,34.44,76.73031616210938,-0.004838385619223118,0.0,0.0013197753578424454
1778259583.221,1532.177,1004.225341796875,0.0,34.45,76.74880981445312,-0.005760351195931435,0.0,0.0013688160106539726
1778259584.224,1533.180,1004.2539672851562,0.0,34.47,76.61669921875,-0.006637553684413433,0.0,0.0013290924252942204
