time_unix,monotonic,channel_0,channel_1,channel_2,channel_3
1778259559.744,1508.700,0.0,0.0,0.0,0.0
1778259560.246,1509.202,0.0,0.0,0.0,0.0
1778259560.747,1509.703,0.0,0.0,0.0,0.0
1778259561.249,1510.205,0.0,0.0,0.0,0.0
1778259561.750,1510.706,0.0,0.0,0.0,0.0
1778259562.252,1511.208,0.0,0.0,0.0,0.0
1778259562.753,1511.709,0.0,0.0,0.0,0.0
1778259563.255,1512.211,0.0,0.0,0.0,0.0
1778259563.757,1512.712,0.0,0.0,0.0,0.0
1778259564.258,1513.214,0.0,0.0,0.0,0.0
1778259564.759,1513.715,0.0,0.0,0.0,0.0
1778259565.261,1514.217,0.0,0.0,0.0,0.0
1778259565.763,1514.719,0.0,0.0,0.0,0.0
1778259566.265,1515.221,0.0,0.0,0.0,0.0
1778259566.767,1515.723,0.0,0.0,0.0,0.0
1778259567.268,1516.224,0.0,0.0,0.0,0.0
1778259567.770,1516.726,0.0,0.0,0.0,0.0
1778259568.271,1517.227,0.0,0.0,0.0,0.0
1778259568.773,1517.729,0.0,0.0,0.0,0.0
1778259569.275,1518.231,0.0,0.0,0.0,0.0
1778259569.777,1518.733,0.0,0.0,0.0,0.0
1778259570.279,1519.235,0.0,0.0,0.0,0.0
1778259570.780,1519.736,0.0,0.0,0.0,0.0
1778259571.282,1520.238,0.0,0.0,0.0,0.0
1778259571.783,1520.739,0.0,0.0,0.0,0.0
1778259572.285,1521.241,0.0,0.0,0.0,0.0
1778259572.787,1521.743,0.0,0.0,0.0,0.0
1778259573.239,1522.195,0.0,0.0,0.0,0.0
1778259573.740,1522.696,0.0,0.0,0.0,0.0
1778259574.241,1523.197,0.0,0.0,0.0,0.0
1778259574.744,1523.700,0.0,0.0,0.0,0.0
1778259575.245,1524.201,0.0,0.0,0.0,0.0
1778259575.747,1524.703,0.0,0.0,0.0,0.0
1778259576.248,1525.204,0.0,0.0,0.0,0.0
1778259576.750,1525.706,0.0,0.0,0.0,0.0
1778259577.251,1526.207,0.0,0.0,0.0,0.0
1778259577.753,1526.709,0.0,0.0,0.0,0.0
1778259578.254,1527.210,0.0,0.0,0.0,0.0
1778259578.756,1527.712,0.0,0.0,0.0,0.0
1778259579.258,1528.214,0.0,0.0,0.0,0.0
1778259579.759,1528.715,0.0,0.0,0.0,0.0
1778259580.261,1529.217,0.0,0.0,0.0,0.0
1778259580.762,1529.718,0.0,0.0,0.0,0.0
1778259581.264,1530.220,0.0,0.0,0.0,0.0
1778259581.766,1530.722,0.0,0.0,0.0,0.0
1778259582.268,1531.224,0.0,0.0,0.0,0.0
1778259582.769,1531.725,0.0,0.0,0.0,0.0
1778259583.271,1532.227,0.0,0.0,0.0,0.0
1778259583.772,1532.728,0.0,0.0,0.0,0.0
1778259584.274,1533.230,0.0,0.0,0.0,0.0
1778259584.776,1533.732,0.0,0.0,0.0,0.0
1778259585.277,1534.233,0.0,0.0,0.0,0.0
1778259585.779,1534.735,0.0,0.0,0.0,0.0
1778259586.280,1535.236,0.0,0.0,0.0,0.0
1778259586.782,1535.738,0.0,0.0,0.0,0.0
1778259587.283,1536.239,0.0,0.0,0.0,0.0
1778259587.785,1536.741,0.0,0.0,0.0,0.0
1778259588.286,1537.242,0.0,0.0,0.0,0.0
1778259588.788,1537.744,0.0,0.0,0.0,0.0
1778259589.240,1538.196,0.0,0.0,0.0,0.0
1778259589.741,1538.697,0.0,0.0,0.0,0.0
