time_unix,monotonic,press_abs,press_diff,temperature,baro_alt,climb,airspeed,groundspeed
1778207006.771,1369.443,1003.3536987304688,0.0,40.81,82.98997497558594,0.00318905059248209,0.0,0.00126002193428576
1778207007.774,1370.446,1003.3687133789062,0.0,40.81,82.96883392333984,0.0030784402042627335,0.0,0.002762563293799758
1778207008.777,1371.449,1003.3662109375,0.0,40.82,83.15908813476562,0.0018459478160366416,0.0,0.0033100673463195562
1778207009.779,1372.452,1003.391357421875,0.0,40.82,82.91863250732422,0.002288440242409706,0.0,0.0035643617156893015
1778207010.783,1373.455,1003.391357421875,0.0,40.82,82.8235092163086,0.002723656827583909,0.0,0.003446192480623722
1778207011.785,1374.458,1003.3938598632812,0.0,40.83,83.1167984008789,0.0025956311728805304,0.0,0.003091842634603381
1778207012.788,1375.460,1003.391357421875,0.0,40.83,83.04546356201172,0.002772639039903879,0.0,0.002364752348512411
1778207013.791,1376.463,1003.3764038085938,0.0,40.83,83.0111083984375,0.00310997455380857,0.0,0.0030315269250422716
1778207014.794,1377.466,1003.3713989257812,0.0,40.83,83.0322494506836,0.00266066612675786,0.0,0.002120847813785076
1778207015.797,1378.469,1003.3814697265625,0.0,40.84,83.06659698486328,0.0034535552840679884,0.0,0.0021234883461147547
1778207016.800,1379.472,1003.3889770507812,0.0,40.84,82.9503402709961,0.003439413383603096,0.0,0.0015931924572214484
1778207017.802,1380.475,1003.3989868164062,0.0,40.85,82.9080581665039,0.003969532437622547,0.0,0.0021848678588867188
