time_unix,monotonic,active,lat,lon,alt_msl,speed_ms,heading_deg,fix_type,num_sv
1774360498.968,28.619,1,0.0,0.0,-17.0,0.0,0.0,0,0
1774360499.971,29.621,1,0.0,0.0,-17.0,0.0,0.0,0,0
1774360500.974,30.624,1,0.0,0.0,-17.0,0.0,0.0,0,0
1774360501.976,31.627,1,0.0,0.0,-17.0,0.0,0.0,0,0
1774360502.979,32.630,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778270195.175,33.631,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778270196.178,34.635,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778270197.181,35.637,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778270198.185,36.641,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778270199.138,37.594,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778270200.140,38.596,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778270201.143,39.599,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778270202.145,40.601,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778270203.147,41.603,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778270204.149,42.605,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778270205.152,43.608,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778270206.154,44.610,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778270207.157,45.613,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778270208.159,46.616,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778270209.162,47.618,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778270210.166,48.622,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778270211.168,49.624,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778270212.170,50.626,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778270213.173,51.629,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778270214.176,52.632,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778270215.180,53.636,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778270216.182,54.638,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778270217.184,55.640,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778270218.137,56.593,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778270219.140,57.596,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778270220.143,58.599,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778270221.145,59.602,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778270222.148,60.604,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778270223.151,61.607,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778270224.154,62.610,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778270225.156,63.612,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778270226.159,64.615,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778270227.163,65.619,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778270228.170,66.627,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778270229.177,67.633,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778270230.145,68.601,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778270231.148,69.604,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778270232.152,70.608,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778270233.155,71.611,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778270234.158,72.614,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778270235.161,73.617,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778270236.164,74.620,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778270237.167,75.624,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778270238.170,76.626,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778270239.174,77.631,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778270240.177,78.633,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778270241.180,79.636,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778270242.184,80.640,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778270243.138,81.594,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778270244.141,82.598,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778270245.145,83.601,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778270246.148,84.604,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778270247.151,85.607,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778270248.154,86.610,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778270249.157,87.613,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778270250.161,88.617,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778270251.164,89.620,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778270252.168,90.624,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778270253.171,91.627,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778270254.175,92.631,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778270255.178,93.634,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778270256.181,94.637,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778270257.186,95.642,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778270258.138,96.595,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778270259.142,97.598,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778270260.145,98.601,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778270261.149,99.605,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778270262.152,100.608,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778270263.155,101.611,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778270264.159,102.615,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778270265.162,103.618,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778270266.165,104.621,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778270267.168,105.624,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778270268.172,106.628,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778270269.175,107.631,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778270270.179,108.635,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778270271.183,109.639,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778270272.186,110.642,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778270273.140,111.596,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778270274.143,112.599,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778270275.146,113.602,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778270276.150,114.606,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778270277.153,115.609,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778270278.156,116.612,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778270279.159,117.615,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778270280.162,118.618,1,0.0,0.0,-17.0,0.0,0.0,0,0
