time_unix,monotonic,time_unix,uptime_s,cpu_load_pct,mem_used_pct,tasks_running,pixhawk_connected,vesc_connected,power_connected,photodiode_connected,pps_synced,pps_rms_us
1774360486.695,28.373,1774360486.68208,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1774360486.946,28.624,1774360486.9330509,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1774360487.197,28.874,1774360487.1837027,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1774360487.447,29.125,1774360487.4343631,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1774360487.698,29.375,1774360487.6849704,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1774360487.948,29.626,1774360487.9355757,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1774360488.199,29.876,1774360488.1863534,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1774360488.449,30.127,1774360488.4370506,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1774360488.700,30.377,1774360488.6877449,8.490473481000002,198.73046875,5.692118116929212,12.0,1.0,0.0,0.0,0.0,0.0,0.0
1774360488.951,30.628,1774360488.9384193,8.490473481000002,198.73046875,5.692118116929212,12.0,1.0,0.0,0.0,0.0,0.0,0.0
1774360489.201,30.878,1774360489.1891274,8.490473481000002,198.73046875,5.692118116929212,12.0,1.0,0.0,0.0,0.0,0.0,0.0
1774360489.452,31.129,1774360489.439801,8.490473481000002,198.73046875,5.692118116929212,12.0,1.0,0.0,0.0,0.0,0.0,0.0
1774360489.702,31.380,1774360489.6904945,8.490473481000002,198.73046875,5.692118116929212,12.0,1.0,0.0,0.0,0.0,0.0,0.0
1774360489.953,31.630,1774360489.941171,8.490473481000002,198.73046875,5.692118116929212,12.0,1.0,0.0,0.0,0.0,0.0,0.0
1774360490.204,31.881,1774360490.1919646,8.490473481000002,198.73046875,5.692118116929212,12.0,1.0,0.0,0.0,0.0,0.0,0.0
1774360490.454,32.131,1774360490.4428096,8.490473481000002,198.73046875,5.692118116929212,12.0,1.0,0.0,0.0,0.0,0.0,0.0
1774360490.705,32.382,1774360490.693517,10.498381920000003,198.73046875,5.669904777819079,12.0,1.0,0.0,0.0,0.0,0.0,0.0
1774360490.956,32.633,1774360490.944272,10.498381920000003,198.73046875,5.669904777819079,12.0,1.0,0.0,0.0,0.0,0.0,0.0
1774360491.206,32.884,1774360491.1950278,10.498381920000003,198.73046875,5.669904777819079,12.0,1.0,0.0,0.0,0.0,0.0,0.0
1774360491.457,33.134,1774360491.4457262,10.498381920000003,198.73046875,5.669904777819079,12.0,1.0,0.0,0.0,0.0,0.0,0.0
1774360491.708,33.385,1774360491.6963842,10.498381920000003,198.73046875,5.669904777819079,12.0,1.0,0.0,0.0,0.0,0.0,0.0
1774360491.958,33.636,1774360491.9470038,10.498381920000003,198.73046875,5.669904777819079,12.0,1.0,0.0,0.0,0.0,0.0,0.0
1774360492.209,33.886,1774360492.1976228,10.498381920000003,198.73046875,5.669904777819079,12.0,1.0,0.0,0.0,0.0,0.0,0.0
1774360492.460,34.137,1774360492.4483109,10.498381920000003,198.73046875,5.669904777819079,12.0,1.0,0.0,0.0,0.0,0.0,0.0
1774360492.710,34.387,1774360492.6989844,12.505699666000002,198.73046875,5.642638404361822,12.0,1.0,0.0,0.0,0.0,0.0,0.0
1774360492.961,34.638,1774360492.9497485,12.505699666000002,198.73046875,5.642638404361822,12.0,1.0,0.0,0.0,0.0,0.0,0.0
1774360493.211,34.889,1774360493.2006485,12.505699666000002,198.73046875,5.642638404361822,12.0,1.0,0.0,0.0,0.0,0.0,0.0
1774360493.462,35.139,1774360493.4512913,12.505699666000002,198.73046875,5.642638404361822,12.0,1.0,0.0,0.0,0.0,0.0,0.0
1778264699.407,35.354,1778264699.404511,13.393651221999999,206.884765625,5.637935580315978,12.0,1.0,0.0,0.0,0.0,0.0,0.0
