time_unix,monotonic,channel_0,channel_1,channel_2,channel_3
1774360486.896,28.573,0.0,0.0,0.0,0.0
1774360487.397,29.074,0.0,0.0,0.0,0.0
1774360487.898,29.575,0.0,0.0,0.0,0.0
1774360488.399,30.077,0.0,0.0,0.0,0.0
1774360488.900,30.578,0.0,0.0,0.0,0.0
1774360489.402,31.079,0.0,0.0,0.0,0.0
1774360489.903,31.580,0.0,0.0,0.0,0.0
1774360490.404,32.081,0.0,0.0,0.0,0.0
1774360490.905,32.583,0.0,0.0,0.0,0.0
1774360491.407,33.084,0.0,0.0,0.0,0.0
1774360491.908,33.585,0.0,0.0,0.0,0.0
1774360492.409,34.087,0.0,0.0,0.0,0.0
1774360492.911,34.588,0.0,0.0,0.0,0.0
1774360493.412,35.089,0.0,0.0,0.0,0.0
1778264699.657,35.605,0.0,0.0,0.0,0.0
1778264700.159,36.106,0.0,0.0,0.0,0.0
1778264700.661,36.608,0.0,0.0,0.0,0.0
1778264701.162,37.109,0.0,0.0,0.0,0.0
1778264701.613,37.560,0.0,0.0,0.0,0.0
1778264702.114,38.062,0.0,0.0,0.0,0.0
1778264702.615,38.563,0.0,0.0,0.0,0.0
1778264703.117,39.064,0.0,0.0,0.0,0.0
1778264703.618,39.565,0.0,0.0,0.0,0.0
1778264704.119,40.066,0.0,0.0,0.0,0.0
1778264704.620,40.567,0.0,0.0,0.0,0.0
1778264705.121,41.069,0.0,0.0,0.0,0.0
1778264705.622,41.570,0.0,0.0,0.0,0.0
1778264706.124,42.071,0.0,0.0,0.0,0.0
1778264706.625,42.572,0.0,0.0,0.0,0.0
1778264707.126,43.073,0.0,0.0,0.0,0.0
1778264707.628,43.575,0.0,0.0,0.0,0.0
1778264708.129,44.076,0.0,0.0,0.0,0.0
1778264708.630,44.577,0.0,0.0,0.0,0.0
1778264709.131,45.078,0.0,0.0,0.0,0.0
1778264709.632,45.579,0.0,0.0,0.0,0.0
1778264710.134,46.081,0.0,0.0,0.0,0.0
1778264710.635,46.582,0.0,0.0,0.0,0.0
1778264711.138,47.085,0.0,0.0,0.0,0.0
1778264711.639,47.587,0.0,0.0,0.0,0.0
1778264712.141,48.088,0.0,0.0,0.0,0.0
1778264712.642,48.589,0.0,0.0,0.0,0.0
1778264713.144,49.091,0.0,0.0,0.0,0.0
1778264713.645,49.592,0.0,0.0,0.0,0.0
1778264714.146,50.093,0.0,0.0,0.0,0.0
1778264714.647,50.595,0.0,0.0,0.0,0.0
1778264715.149,51.096,0.0,0.0,0.0,0.0
1778264715.650,51.597,0.0,0.0,0.0,0.0
1778264716.151,52.099,0.0,0.0,0.0,0.0
1778264716.653,52.600,0.0,0.0,0.0,0.0
1778264717.154,53.101,0.0,0.0,0.0,0.0
1778264717.655,53.602,0.0,0.0,0.0,0.0
1778264718.157,54.104,0.0,0.0,0.0,0.0
1778264718.658,54.605,0.0,0.0,0.0,0.0
1778264719.159,55.106,0.0,0.0,0.0,0.0
1778264719.660,55.608,0.0,0.0,0.0,0.0
1778264720.113,56.060,0.0,0.0,0.0,0.0
1778264720.614,56.562,0.0,0.0,0.0,0.0
1778264721.116,57.063,0.0,0.0,0.0,0.0
1778264721.617,57.564,0.0,0.0,0.0,0.0
1778264722.118,58.065,0.0,0.0,0.0,0.0
1778264722.619,58.566,0.0,0.0,0.0,0.0
1778264723.121,59.068,0.0,0.0,0.0,0.0
1778264723.622,59.569,0.0,0.0,0.0,0.0
1778264724.123,60.070,0.0,0.0,0.0,0.0
1778264724.624,60.571,0.0,0.0,0.0,0.0
1778264725.125,61.073,0.0,0.0,0.0,0.0
1778264725.627,61.574,0.0,0.0,0.0,0.0
1778264726.128,62.075,0.0,0.0,0.0,0.0
1778264726.629,62.577,0.0,0.0,0.0,0.0
1778264727.131,63.078,0.0,0.0,0.0,0.0
1778264727.632,63.579,0.0,0.0,0.0,0.0
1778264728.134,64.081,0.0,0.0,0.0,0.0
1778264728.635,64.582,0.0,0.0,0.0,0.0
1778264729.136,65.083,0.0,0.0,0.0,0.0
1778264729.637,65.585,0.0,0.0,0.0,0.0
1778264730.139,66.086,0.0,0.0,0.0,0.0
1778264730.641,66.588,0.0,0.0,0.0,0.0
1778264731.142,67.090,0.0,0.0,0.0,0.0
1778264731.645,67.592,0.0,0.0,0.0,0.0
1778264732.147,68.095,0.0,0.0,0.0,0.0
1778264732.655,68.602,0.0,0.0,0.0,0.0
1778264733.157,69.105,0.0,0.0,0.0,0.0
1778264733.660,69.608,0.0,0.0,0.0,0.0
1778264734.116,70.063,0.0,0.0,0.0,0.0
1778264734.623,70.570,0.0,0.0,0.0,0.0
1778264735.125,71.072,0.0,0.0,0.0,0.0
1778264735.626,71.573,0.0,0.0,0.0,0.0
1778264736.128,72.075,0.0,0.0,0.0,0.0
1778264736.630,72.577,0.0,0.0,0.0,0.0
1778264737.131,73.078,0.0,0.0,0.0,0.0
1778264737.633,73.580,0.0,0.0,0.0,0.0
1778264738.134,74.082,0.0,0.0,0.0,0.0
1778264738.636,74.583,0.0,0.0,0.0,0.0
1778264739.137,75.085,0.0,0.0,0.0,0.0
1778264739.639,75.587,0.0,0.0,0.0,0.0
1778264740.141,76.088,0.0,0.0,0.0,0.0
1778264740.643,76.590,0.0,0.0,0.0,0.0
1778264741.144,77.091,0.0,0.0,0.0,0.0
1778264741.646,77.593,0.0,0.0,0.0,0.0
1778264742.148,78.095,0.0,0.0,0.0,0.0
1778264742.649,78.597,0.0,0.0,0.0,0.0
1778264743.152,79.099,0.0,0.0,0.0,0.0
1778264743.653,79.600,0.0,0.0,0.0,0.0
1778264744.154,80.102,0.0,0.0,0.0,0.0
1778264744.656,80.603,0.0,0.0,0.0,0.0
1778264745.157,81.105,0.0,0.0,0.0,0.0
1778264745.660,81.607,0.0,0.0,0.0,0.0
1778264746.162,82.109,0.0,0.0,0.0,0.0
1778264746.613,82.560,0.0,0.0,0.0,0.0
1778264747.115,83.062,0.0,0.0,0.0,0.0
1778264747.616,83.563,0.0,0.0,0.0,0.0
1778264748.118,84.065,0.0,0.0,0.0,0.0
