time_unix,monotonic,channel_0,channel_1,channel_2,channel_3
1778258822.759,771.715,0.0,0.0,0.0,0.0
1778258823.260,772.216,0.0,0.0,0.0,0.0
1778258823.762,772.718,0.0,0.0,0.0,0.0
1778258824.263,773.219,0.0,0.0,0.0,0.0
1778258824.765,773.721,0.0,0.0,0.0,0.0
1778258825.267,774.222,0.0,0.0,0.0,0.0
1778258825.768,774.724,0.0,0.0,0.0,0.0
1778258826.269,775.225,0.0,0.0,0.0,0.0
1778258826.771,775.727,0.0,0.0,0.0,0.0
1778258827.272,776.228,0.0,0.0,0.0,0.0
1778258827.774,776.730,0.0,0.0,0.0,0.0
1778258828.275,777.231,0.0,0.0,0.0,0.0
1778258828.777,777.733,0.0,0.0,0.0,0.0
1778258829.278,778.234,0.0,0.0,0.0,0.0
1778258829.780,778.736,0.0,0.0,0.0,0.0
1778258830.281,779.237,0.0,0.0,0.0,0.0
1778258830.783,779.739,0.0,0.0,0.0,0.0
1778258831.284,780.240,0.0,0.0,0.0,0.0
1778258831.786,780.742,0.0,0.0,0.0,0.0
1778258832.287,781.243,0.0,0.0,0.0,0.0
1778258832.789,781.745,0.0,0.0,0.0,0.0
1778258833.290,782.246,0.0,0.0,0.0,0.0
1778258833.792,782.748,0.0,0.0,0.0,0.0
1778258834.293,783.249,0.0,0.0,0.0,0.0
1778258834.795,783.751,0.0,0.0,0.0,0.0
1778258835.297,784.252,0.0,0.0,0.0,0.0
1778258835.798,784.754,0.0,0.0,0.0,0.0
1778258836.300,785.256,0.0,0.0,0.0,0.0
1778258836.802,785.758,0.0,0.0,0.0,0.0
1778258837.303,786.259,0.0,0.0,0.0,0.0
1778258837.805,786.761,0.0,0.0,0.0,0.0
1778258838.256,787.212,0.0,0.0,0.0,0.0
1778258838.758,787.714,0.0,0.0,0.0,0.0
1778258839.260,788.216,0.0,0.0,0.0,0.0
1778258839.761,788.717,0.0,0.0,0.0,0.0
1778258840.263,789.219,0.0,0.0,0.0,0.0
1778258840.765,789.721,0.0,0.0,0.0,0.0
1778258841.267,790.223,0.0,0.0,0.0,0.0
1778258841.769,790.725,0.0,0.0,0.0,0.0
1778258842.270,791.226,0.0,0.0,0.0,0.0
1778258842.772,791.728,0.0,0.0,0.0,0.0
1778258843.273,792.229,0.0,0.0,0.0,0.0
1778258843.775,792.731,0.0,0.0,0.0,0.0
1778258844.277,793.233,0.0,0.0,0.0,0.0
1778258844.778,793.734,0.0,0.0,0.0,0.0
1778258845.280,794.236,0.0,0.0,0.0,0.0
1778258845.782,794.738,0.0,0.0,0.0,0.0
1778258846.284,795.240,0.0,0.0,0.0,0.0
1778258846.785,795.741,0.0,0.0,0.0,0.0
1778258847.287,796.243,0.0,0.0,0.0,0.0
1778258847.789,796.745,0.0,0.0,0.0,0.0
1778258848.290,797.246,0.0,0.0,0.0,0.0
1778258848.792,797.748,0.0,0.0,0.0,0.0
1778258849.294,798.250,0.0,0.0,0.0,0.0
1778258849.795,798.751,0.0,0.0,0.0,0.0
1778258850.297,799.253,0.0,0.0,0.0,0.0
1778258850.799,799.755,0.0,0.0,0.0,0.0
1778258851.301,800.257,0.0,0.0,0.0,0.0
1778258851.803,800.759,0.0,0.0,0.0,0.0
1778258852.305,801.260,0.0,0.0,0.0,0.0
1778258852.756,801.712,0.0,0.0,0.0,0.0
1778258853.257,802.213,0.0,0.0,0.0,0.0
1778258853.759,802.715,0.0,0.0,0.0,0.0
1778258854.260,803.216,0.0,0.0,0.0,0.0
1778258854.762,803.718,0.0,0.0,0.0,0.0
1778258855.263,804.219,0.0,0.0,0.0,0.0
1778258855.765,804.721,0.0,0.0,0.0,0.0
1778258856.267,805.223,0.0,0.0,0.0,0.0
1778258856.769,805.725,0.0,0.0,0.0,0.0
1778258857.270,806.226,0.0,0.0,0.0,0.0
1778258857.771,806.727,0.0,0.0,0.0,0.0
1778258858.273,807.229,0.0,0.0,0.0,0.0
1778258858.774,807.730,0.0,0.0,0.0,0.0
1778258859.276,808.232,0.0,0.0,0.0,0.0
1778258859.777,808.733,0.0,0.0,0.0,0.0
1778258860.279,809.235,0.0,0.0,0.0,0.0
1778258860.781,809.737,0.0,0.0,0.0,0.0
1778258861.283,810.238,0.0,0.0,0.0,0.0
1778258861.784,810.740,0.0,0.0,0.0,0.0
1778258862.286,811.242,0.0,0.0,0.0,0.0
1778258862.787,811.743,0.0,0.0,0.0,0.0
1778258863.289,812.245,0.0,0.0,0.0,0.0
1778258863.790,812.746,0.0,0.0,0.0,0.0
1778258864.292,813.248,0.0,0.0,0.0,0.0
1778258864.793,813.749,0.0,0.0,0.0,0.0
1778258865.295,814.251,0.0,0.0,0.0,0.0
1778258865.796,814.752,0.0,0.0,0.0,0.0
1778258866.298,815.254,0.0,0.0,0.0,0.0
1778258866.800,815.756,0.0,0.0,0.0,0.0
1778258867.301,816.257,0.0,0.0,0.0,0.0
1778258867.803,816.759,0.0,0.0,0.0,0.0
1778258868.305,817.261,0.0,0.0,0.0,0.0
1778258868.756,817.712,0.0,0.0,0.0,0.0
