time_unix,monotonic,lat,lon,alt,relative_alt,hdg,num_sv
1778258823.160,772.116,0.0,0.0,0.0,0.0,0.0,0
1778258824.163,773.119,0.0,0.0,0.0,0.0,0.0,0
1778258825.166,774.122,0.0,0.0,0.0,0.0,0.0,0
1778258826.169,775.125,0.0,0.0,0.0,0.0,0.0,0
1778258827.172,776.128,0.0,0.0,0.0,0.0,0.0,0
1778258828.175,777.131,0.0,0.0,0.0,0.0,0.0,0
1778258829.178,778.134,0.0,0.0,0.0,0.0,0.0,0
1778258830.131,779.087,0.0,0.0,0.0,0.0,0.0,0
1778258831.134,780.090,0.0,0.0,0.0,0.0,0.0,0
1778258832.137,781.093,0.0,0.0,0.0,0.0,0.0,0
1778258833.140,782.096,0.0,0.0,0.0,0.0,0.0,0
1778258834.143,783.099,0.0,0.0,0.0,0.0,0.0,0
1778258835.146,784.102,0.0,0.0,0.0,0.0,0.0,0
1778258836.149,785.105,0.0,0.0,0.0,0.0,0.0,0
1778258837.153,786.109,0.0,0.0,0.0,0.0,0.0,0
1778258838.156,787.112,0.0,0.0,0.0,0.0,0.0,0
1778258839.160,788.116,0.0,0.0,0.0,0.0,0.0,0
1778258840.163,789.119,0.0,0.0,0.0,0.0,0.0,0
1778258841.167,790.123,0.0,0.0,0.0,0.0,0.0,0
1778258842.170,791.126,0.0,0.0,0.0,0.0,0.0,0
1778258843.173,792.129,0.0,0.0,0.0,0.0,0.0,0
1778258844.176,793.132,0.0,0.0,0.0,0.0,0.0,0
1778258845.130,794.086,0.0,0.0,0.0,0.0,0.0,0
1778258846.133,795.089,0.0,0.0,0.0,0.0,0.0,0
1778258847.137,796.092,0.0,0.0,0.0,0.0,0.0,0
1778258848.140,797.096,0.0,0.0,0.0,0.0,0.0,0
1778258849.143,798.099,0.0,0.0,0.0,0.0,0.0,0
1778258850.147,799.103,0.0,0.0,0.0,0.0,0.0,0
1778258851.150,800.106,0.0,0.0,0.0,0.0,0.0,0
1778258852.154,801.110,0.0,0.0,0.0,0.0,0.0,0
1778258853.157,802.113,0.0,0.0,0.0,0.0,0.0,0
1778258854.160,803.116,0.0,0.0,0.0,0.0,0.0,0
1778258855.163,804.119,0.0,0.0,0.0,0.0,0.0,0
1778258856.166,805.122,0.0,0.0,0.0,0.0,0.0,0
1778258857.170,806.126,0.0,0.0,0.0,0.0,0.0,0
1778258858.172,807.128,0.0,0.0,0.0,0.0,0.0,0
1778258859.176,808.132,0.0,0.0,0.0,0.0,0.0,0
1778258860.179,809.135,0.0,0.0,0.0,0.0,0.0,0
1778258861.132,810.088,0.0,0.0,0.0,0.0,0.0,0
1778258862.135,811.091,0.0,0.0,0.0,0.0,0.0,0
1778258863.138,812.094,0.0,0.0,0.0,0.0,0.0,0
1778258864.141,813.097,0.0,0.0,0.0,0.0,0.0,0
1778258865.145,814.100,0.0,0.0,0.0,0.0,0.0,0
1778258866.148,815.104,0.0,0.0,0.0,0.0,0.0,0
1778258867.151,816.107,0.0,0.0,0.0,0.0,0.0,0
1778258868.154,817.110,0.0,0.0,0.0,0.0,0.0,0
1778258869.157,818.113,0.0,0.0,0.0,0.0,0.0,0
1778258870.161,819.116,0.0,0.0,0.0,0.0,0.0,0
1778258871.164,820.120,0.0,0.0,0.0,0.0,0.0,0
1778258872.167,821.123,0.0,0.0,0.0,0.0,0.0,0
1778258873.170,822.126,0.0,0.0,0.0,0.0,0.0,0
1778258874.173,823.129,0.0,0.0,0.0,0.0,0.0,0
1778258875.177,824.132,0.0,0.0,0.0,0.0,0.0,0
1778258876.180,825.136,0.0,0.0,0.0,0.0,0.0,0
1778258877.133,826.089,0.0,0.0,0.0,0.0,0.0,0
1778258878.136,827.092,0.0,0.0,0.0,0.0,0.0,0
1778258879.139,828.095,0.0,0.0,0.0,0.0,0.0,0
1778258880.143,829.098,0.0,0.0,0.0,0.0,0.0,0
1778258881.146,830.102,0.0,0.0,0.0,0.0,0.0,0
1778258882.149,831.105,0.0,0.0,0.0,0.0,0.0,0
1778258883.152,832.108,0.0,0.0,0.0,0.0,0.0,0
1778258884.156,833.111,0.0,0.0,0.0,0.0,0.0,0
1778258885.159,834.115,0.0,0.0,0.0,0.0,0.0,0
1778258886.162,835.118,0.0,0.0,0.0,0.0,0.0,0
1778258887.166,836.122,0.0,0.0,0.0,0.0,0.0,0
1778258888.168,837.124,0.0,0.0,0.0,0.0,0.0,0
1778258889.172,838.128,0.0,0.0,0.0,0.0,0.0,0
1778258890.175,839.131,0.0,0.0,0.0,0.0,0.0,0
1778258891.179,840.135,0.0,0.0,0.0,0.0,0.0,0
1778258892.132,841.088,0.0,0.0,0.0,0.0,0.0,0
1778258893.135,842.091,0.0,0.0,0.0,0.0,0.0,0
1778258894.138,843.094,0.0,0.0,0.0,0.0,0.0,0
1778258895.141,844.097,0.0,0.0,0.0,0.0,0.0,0
1778258896.145,845.101,0.0,0.0,0.0,0.0,0.0,0
1778258897.149,846.104,0.0,0.0,0.0,0.0,0.0,0
1778258898.152,847.108,0.0,0.0,0.0,0.0,0.0,0
1778258899.155,848.111,0.0,0.0,0.0,0.0,0.0,0
