time_unix,monotonic,active,lat,lon,alt_msl,speed_ms,heading_deg,fix_type,num_sv
1778258823.060,772.016,1,0.0,0.0,0.0,0.0,0.0,0,0
1778258824.063,773.019,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778258825.066,774.022,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778258826.069,775.025,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778258827.072,776.028,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778258828.075,777.031,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778258829.078,778.034,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778258830.081,779.037,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778258831.084,780.040,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778258832.087,781.043,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778258833.090,782.046,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778258834.093,783.049,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778258835.096,784.052,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778258836.049,785.005,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778258837.052,786.008,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778258838.055,787.011,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778258839.059,788.015,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778258840.063,789.019,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778258841.066,790.022,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778258842.070,791.026,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778258843.073,792.029,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778258844.076,793.032,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778258845.080,794.036,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778258846.083,795.039,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778258847.086,796.042,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778258848.090,797.046,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778258849.093,798.049,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778258850.097,799.053,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778258851.050,800.006,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778258852.054,801.010,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778258853.057,802.013,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778258854.060,803.016,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778258855.063,804.019,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778258856.066,805.022,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778258857.069,806.025,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778258858.072,807.028,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778258859.075,808.031,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778258860.079,809.035,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778258861.082,810.038,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778258862.085,811.041,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778258863.088,812.044,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778258864.091,813.047,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778258865.094,814.050,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778258866.047,815.003,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778258867.051,816.007,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778258868.054,817.010,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778258869.057,818.013,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778258870.060,819.016,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778258871.064,820.020,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778258872.067,821.023,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778258873.070,822.026,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778258874.073,823.029,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778258875.076,824.032,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778258876.079,825.035,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778258877.083,826.039,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778258878.086,827.042,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778258879.089,828.045,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778258880.092,829.048,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778258881.096,830.052,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778258882.049,831.005,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778258883.052,832.008,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778258884.055,833.011,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778258885.059,834.015,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778258886.062,835.018,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778258887.065,836.021,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778258888.068,837.024,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778258889.072,838.028,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778258890.075,839.031,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778258891.079,840.035,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778258892.082,841.038,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778258893.085,842.041,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778258894.088,843.044,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778258895.091,844.047,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778258896.095,845.051,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778258897.048,846.004,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778258898.051,847.007,1,0.0,0.0,-17.0,0.0,0.0,0,0
1778258899.054,848.010,1,0.0,0.0,-17.0,0.0,0.0,0,0
