time_unix,monotonic,press_abs,press_diff,temperature,baro_alt,climb,airspeed,groundspeed
1778607085.699,2833.498,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778607086.702,2834.501,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778607087.655,2835.454,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778607088.658,2836.456,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778607089.661,2837.459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778607090.664,2838.462,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778607091.667,2839.466,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778607092.671,2840.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778607093.674,2841.473,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778607094.678,2842.476,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778607095.681,2843.480,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778607096.685,2844.483,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778607097.688,2845.487,0.0,0.0,0.0,0.0,0.0,0.0,0.0
