time_unix,monotonic,lat,lon,alt,relative_alt,hdg,num_sv
1778607085.599,2833.398,0.0,0.0,0.0,0.0,0.0,0
1778607086.602,2834.401,0.0,0.0,0.0,0.0,0.0,0
1778607087.605,2835.403,0.0,0.0,0.0,0.0,0.0,0
1778607088.608,2836.406,0.0,0.0,0.0,0.0,0.0,0
1778607089.611,2837.409,0.0,0.0,0.0,0.0,0.0,0
1778607090.613,2838.412,0.0,0.0,0.0,0.0,0.0,0
1778607091.617,2839.416,0.0,0.0,0.0,0.0,0.0,0
1778607092.570,2840.369,0.0,0.0,0.0,0.0,0.0,0
1778607093.574,2841.372,0.0,0.0,0.0,0.0,0.0,0
1778607094.577,2842.376,0.0,0.0,0.0,0.0,0.0,0
1778607095.581,2843.379,0.0,0.0,0.0,0.0,0.0,0
1778607096.584,2844.383,0.0,0.0,0.0,0.0,0.0,0
1778607097.588,2845.386,0.0,0.0,0.0,0.0,0.0,0
