time_unix,monotonic,press_abs,press_diff,temperature,baro_alt,climb,airspeed,groundspeed
1778616619.424,6916.433,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616620.377,6917.386,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616621.380,6918.389,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616622.383,6919.392,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616623.386,6920.395,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616624.389,6921.398,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616625.392,6922.401,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616626.394,6923.404,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616627.398,6924.407,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616628.401,6925.410,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616629.404,6926.413,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616630.408,6927.417,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616631.410,6928.419,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616632.413,6929.422,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616633.416,6930.425,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616634.419,6931.428,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616635.422,6932.431,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616636.375,6933.384,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616637.378,6934.387,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616638.381,6935.390,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616639.384,6936.393,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616640.387,6937.396,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616641.390,6938.399,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616642.393,6939.402,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616643.396,6940.405,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616644.399,6941.408,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616645.402,6942.411,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616646.405,6943.414,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616647.408,6944.417,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616648.411,6945.420,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616649.414,6946.423,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616650.417,6947.426,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616651.420,6948.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616652.423,6949.432,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616653.375,6950.384,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616654.378,6951.387,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616655.381,6952.390,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616656.384,6953.393,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616657.387,6954.396,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616658.390,6955.399,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616659.393,6956.402,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616660.396,6957.405,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616661.399,6958.408,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616662.402,6959.411,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616663.405,6960.414,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616664.408,6961.417,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616665.411,6962.420,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616666.414,6963.423,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616667.417,6964.426,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616668.420,6965.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616669.423,6966.432,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616670.376,6967.385,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616671.379,6968.388,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616672.382,6969.391,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616673.385,6970.394,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616674.388,6971.397,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616675.391,6972.400,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616676.394,6973.403,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616677.397,6974.406,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616678.400,6975.409,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616679.403,6976.412,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616680.406,6977.415,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616681.409,6978.418,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616682.412,6979.421,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616683.415,6980.424,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616684.418,6981.427,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616685.421,6982.430,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616686.374,6983.383,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616687.377,6984.386,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616688.380,6985.389,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616689.383,6986.392,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616690.386,6987.395,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616691.389,6988.398,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616692.392,6989.401,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616693.395,6990.404,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616694.398,6991.407,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616695.401,6992.411,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616696.404,6993.414,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616697.407,6994.416,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616698.410,6995.419,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616699.413,6996.422,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616700.416,6997.425,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616701.419,6998.428,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616702.422,6999.431,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616703.375,7000.384,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616704.378,7001.387,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616705.381,7002.390,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616706.384,7003.393,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616707.387,7004.396,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616708.390,7005.399,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616709.393,7006.402,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616710.396,7007.405,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616711.399,7008.408,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616712.402,7009.411,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616713.405,7010.414,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616714.408,7011.417,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616715.410,7012.419,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616716.413,7013.422,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616717.417,7014.426,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616718.420,7015.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616719.423,7016.432,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616720.375,7017.384,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616721.378,7018.387,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616722.381,7019.390,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616723.384,7020.393,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616724.387,7021.396,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616725.390,7022.399,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616726.393,7023.402,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616727.396,7024.405,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616728.399,7025.408,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616729.402,7026.411,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616730.405,7027.414,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616731.408,7028.417,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616732.411,7029.420,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616733.414,7030.423,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616734.417,7031.426,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616735.420,7032.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616736.423,7033.432,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616737.376,7034.385,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616738.379,7035.388,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616739.382,7036.391,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616740.385,7037.394,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616741.388,7038.397,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616742.391,7039.400,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616743.394,7040.403,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616744.397,7041.406,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616745.400,7042.409,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616746.403,7043.412,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616747.406,7044.415,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616748.409,7045.418,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616749.412,7046.421,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616750.415,7047.424,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616751.418,7048.427,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616752.421,7049.431,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616753.374,7050.383,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616754.377,7051.386,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616755.381,7052.390,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616756.384,7053.393,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616757.387,7054.396,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616758.390,7055.399,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616759.393,7056.402,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616760.396,7057.405,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616761.399,7058.408,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616762.402,7059.411,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616763.405,7060.414,0.0,0.0,0.0,0.0,0.0,0.0,0.0
