time_unix,monotonic,data_rate,tx_power,channel
1778620772.778,11069.788,0,0,0
1778620777.793,11074.802,0,0,0
1778620782.808,11079.817,0,0,0
1778620787.772,11084.781,0,0,0
1778620792.787,11089.796,0,0,0
1778620797.802,11094.811,0,0,0
1778620802.817,11099.826,0,0,0
1778620807.781,11104.790,0,0,0
1778620812.796,11109.805,0,0,0
1778620817.811,11114.820,0,0,0
1778620822.776,11119.785,0,0,0
1778620827.791,11124.800,0,0,0
1778620832.806,11129.815,0,0,0
1778620837.820,11134.829,0,0,0
1778620842.785,11139.794,0,0,0
1778620847.799,11144.808,0,0,0
1778620852.814,11149.823,0,0,0
1778620857.778,11154.787,0,0,0
1778620862.793,11159.802,0,0,0
1778620867.807,11164.816,0,0,0
1778620872.772,11169.781,0,0,0
1778620877.787,11174.796,0,0,0
1778620882.801,11179.810,0,0,0
1778620887.816,11184.825,0,0,0
1778620892.781,11189.790,0,0,0
1778620897.795,11194.804,0,0,0
1778620902.810,11199.819,0,0,0
1778620907.775,11204.784,0,0,0
1778620912.789,11209.798,0,0,0
1778620917.804,11214.813,0,0,0
1778620922.771,11219.780,0,0,0
1778620927.786,11224.795,0,0,0
1778620932.801,11229.810,0,0,0
1778620937.816,11234.825,0,0,0
1778620942.780,11239.789,0,0,0
1778620947.794,11244.804,0,0,0
1778620952.810,11249.819,0,0,0
1778620957.774,11254.783,0,0,0
1778620962.789,11259.798,0,0,0
1778620967.804,11264.813,0,0,0
1778620972.818,11269.827,0,0,0
1778620977.783,11274.792,0,0,0
1778620982.798,11279.807,0,0,0
1778620987.813,11284.822,0,0,0
1778620992.778,11289.787,0,0,0
1778620997.792,11294.801,0,0,0
1778621002.808,11299.817,0,0,0
1778621007.773,11304.782,0,0,0
