time_unix,monotonic,time_unix,uptime_s,cpu_load_pct,mem_used_pct,tasks_running,pixhawk_connected,vesc_connected,power_connected,photodiode_connected,pps_synced,pps_rms_us
1778620768.165,11065.174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778620768.416,11065.425,1778620768.367883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778620768.667,11065.676,1778620768.618628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778620768.917,11065.926,1778620768.8694065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778620769.168,11066.177,1778620769.120142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778620769.419,11066.428,1778620769.3708432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778620769.669,11066.678,1778620769.6215856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778620769.920,11066.929,1778620769.872347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778620770.171,11067.180,1778620770.12306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778620770.422,11067.431,1778620770.3737879,3.9977856040004554,8.30078125,6.0758985770955505,13.0,0.0,0.0,0.0,0.0,0.0,0.0
1778620770.672,11067.681,1778620770.6245868,3.9977856040004554,8.30078125,6.0758985770955505,13.0,0.0,0.0,0.0,0.0,0.0,0.0
1778620770.923,11067.932,1778620770.8755488,3.9977856040004554,8.30078125,6.0758985770955505,13.0,0.0,0.0,0.0,0.0,0.0,0.0
1778620771.174,11068.183,1778620771.1264193,3.9977856040004554,8.30078125,6.0758985770955505,13.0,0.0,0.0,0.0,0.0,0.0,0.0
1778620771.425,11068.434,1778620771.3773007,3.9977856040004554,8.30078125,6.0758985770955505,13.0,0.0,0.0,0.0,0.0,0.0,0.0
1778620771.675,11068.684,1778620771.6282513,3.9977856040004554,8.30078125,6.0758985770955505,13.0,0.0,0.0,0.0,0.0,0.0,0.0
1778620771.926,11068.935,1778620771.8791294,3.9977856040004554,8.30078125,6.0758985770955505,13.0,0.0,0.0,0.0,0.0,0.0,0.0
1778620772.177,11069.186,1778620772.1300673,3.9977856040004554,8.30078125,6.0758985770955505,13.0,0.0,0.0,0.0,0.0,0.0,0.0
