time_unix,monotonic,target_heading_rad,heading_error_rad,source_angle_deg,source_angle_error_deg
1778620768.616,11065.625,0.0,0.0,0.0,0.0
1778620769.118,11066.127,0.0,0.0,0.0,0.0
1778620769.619,11066.628,0.0,0.0,0.0,0.0
1778620770.121,11067.130,0.0,0.0,0.0,0.0
1778620770.622,11067.631,0.0,0.0,0.0,0.0
1778620771.124,11068.133,0.0,0.0,0.0,0.0
1778620771.625,11068.634,0.0,0.0,0.0,0.0
1778620772.127,11069.136,0.0,0.0,0.0,0.0
1778620772.578,11069.587,0.0,0.0,0.0,0.0
1778620773.079,11070.088,0.0,0.0,0.0,0.0
1778620773.581,11070.590,0.0,0.0,0.0,0.0
1778620774.082,11071.091,0.0,0.0,0.0,0.0
1778620774.584,11071.593,0.0,0.0,0.0,0.0
1778620775.085,11072.094,0.0,0.0,0.0,0.0
1778620775.587,11072.596,0.0,0.0,0.0,0.0
1778620776.088,11073.097,0.0,0.0,0.0,0.0
1778620776.590,11073.599,0.0,0.0,0.0,0.0
1778620777.091,11074.100,0.0,0.0,0.0,0.0
1778620777.593,11074.602,0.0,0.0,0.0,0.0
1778620778.094,11075.103,0.0,0.0,0.0,0.0
1778620778.595,11075.605,0.0,0.0,0.0,0.0
1778620779.097,11076.106,0.0,0.0,0.0,0.0
1778620779.598,11076.607,0.0,0.0,0.0,0.0
1778620780.100,11077.109,0.0,0.0,0.0,0.0
1778620780.601,11077.610,0.0,0.0,0.0,0.0
1778620781.103,11078.112,0.0,0.0,0.0,0.0
1778620781.604,11078.613,0.0,0.0,0.0,0.0
1778620782.106,11079.115,0.0,0.0,0.0,0.0
1778620782.607,11079.616,0.0,0.0,0.0,0.0
1778620783.109,11080.118,0.0,0.0,0.0,0.0
1778620783.610,11080.619,0.0,0.0,0.0,0.0
1778620784.111,11081.121,0.0,0.0,0.0,0.0
1778620784.613,11081.622,0.0,0.0,0.0,0.0
1778620785.114,11082.123,0.0,0.0,0.0,0.0
1778620785.616,11082.625,0.0,0.0,0.0,0.0
1778620786.117,11083.126,0.0,0.0,0.0,0.0
1778620786.619,11083.628,0.0,0.0,0.0,0.0
1778620787.120,11084.129,0.0,0.0,0.0,0.0
1778620787.622,11084.631,0.0,0.0,0.0,0.0
1778620788.123,11085.132,0.0,0.0,0.0,0.0
1778620788.625,11085.634,0.0,0.0,0.0,0.0
1778620789.126,11086.135,0.0,0.0,0.0,0.0
1778620789.628,11086.637,0.0,0.0,0.0,0.0
1778620790.079,11087.088,0.0,0.0,0.0,0.0
1778620790.580,11087.589,0.0,0.0,0.0,0.0
1778620791.082,11088.091,0.0,0.0,0.0,0.0
1778620791.583,11088.592,0.0,0.0,0.0,0.0
1778620792.085,11089.094,0.0,0.0,0.0,0.0
1778620792.586,11089.595,0.0,0.0,0.0,0.0
1778620793.088,11090.097,0.0,0.0,0.0,0.0
1778620793.589,11090.598,0.0,0.0,0.0,0.0
1778620794.091,11091.100,0.0,0.0,0.0,0.0
1778620794.592,11091.601,0.0,0.0,0.0,0.0
1778620795.094,11092.103,0.0,0.0,0.0,0.0
1778620795.595,11092.604,0.0,0.0,0.0,0.0
1778620796.097,11093.106,0.0,0.0,0.0,0.0
1778620796.598,11093.607,0.0,0.0,0.0,0.0
1778620797.100,11094.109,0.0,0.0,0.0,0.0
1778620797.601,11094.610,0.0,0.0,0.0,0.0
1778620798.103,11095.112,0.0,0.0,0.0,0.0
1778620798.604,11095.613,0.0,0.0,0.0,0.0
1778620799.106,11096.115,0.0,0.0,0.0,0.0
1778620799.607,11096.616,0.0,0.0,0.0,0.0
1778620800.109,11097.118,0.0,0.0,0.0,0.0
1778620800.610,11097.619,0.0,0.0,0.0,0.0
1778620801.112,11098.121,0.0,0.0,0.0,0.0
1778620801.613,11098.622,0.0,0.0,0.0,0.0
1778620802.115,11099.124,0.0,0.0,0.0,0.0
1778620802.616,11099.625,0.0,0.0,0.0,0.0
1778620803.118,11100.127,0.0,0.0,0.0,0.0
1778620803.619,11100.628,0.0,0.0,0.0,0.0
1778620804.121,11101.130,0.0,0.0,0.0,0.0
1778620804.622,11101.631,0.0,0.0,0.0,0.0
1778620805.124,11102.133,0.0,0.0,0.0,0.0
1778620805.625,11102.634,0.0,0.0,0.0,0.0
1778620806.126,11103.136,0.0,0.0,0.0,0.0
1778620806.578,11103.587,0.0,0.0,0.0,0.0
1778620807.079,11104.088,0.0,0.0,0.0,0.0
1778620807.581,11104.590,0.0,0.0,0.0,0.0
1778620808.082,11105.091,0.0,0.0,0.0,0.0
1778620808.584,11105.593,0.0,0.0,0.0,0.0
1778620809.085,11106.094,0.0,0.0,0.0,0.0
1778620809.587,11106.596,0.0,0.0,0.0,0.0
1778620810.088,11107.097,0.0,0.0,0.0,0.0
1778620810.589,11107.599,0.0,0.0,0.0,0.0
1778620811.091,11108.100,0.0,0.0,0.0,0.0
1778620811.593,11108.602,0.0,0.0,0.0,0.0
1778620812.094,11109.103,0.0,0.0,0.0,0.0
1778620812.596,11109.605,0.0,0.0,0.0,0.0
1778620813.097,11110.106,0.0,0.0,0.0,0.0
1778620813.599,11110.608,0.0,0.0,0.0,0.0
1778620814.100,11111.109,0.0,0.0,0.0,0.0
1778620814.601,11111.610,0.0,0.0,0.0,0.0
1778620815.103,11112.112,0.0,0.0,0.0,0.0
1778620815.604,11112.614,0.0,0.0,0.0,0.0
1778620816.106,11113.115,0.0,0.0,0.0,0.0
1778620816.608,11113.617,0.0,0.0,0.0,0.0
1778620817.109,11114.118,0.0,0.0,0.0,0.0
1778620817.611,11114.620,0.0,0.0,0.0,0.0
1778620818.112,11115.121,0.0,0.0,0.0,0.0
1778620818.614,11115.623,0.0,0.0,0.0,0.0
1778620819.116,11116.125,0.0,0.0,0.0,0.0
1778620819.617,11116.626,0.0,0.0,0.0,0.0
1778620820.118,11117.128,0.0,0.0,0.0,0.0
1778620820.620,11117.629,0.0,0.0,0.0,0.0
1778620821.121,11118.130,0.0,0.0,0.0,0.0
1778620821.623,11118.632,0.0,0.0,0.0,0.0
1778620822.124,11119.133,0.0,0.0,0.0,0.0
1778620822.626,11119.635,0.0,0.0,0.0,0.0
1778620823.127,11120.136,0.0,0.0,0.0,0.0
1778620823.579,11120.588,0.0,0.0,0.0,0.0
1778620824.080,11121.089,0.0,0.0,0.0,0.0
1778620824.582,11121.591,0.0,0.0,0.0,0.0
1778620825.083,11122.092,0.0,0.0,0.0,0.0
1778620825.585,11122.594,0.0,0.0,0.0,0.0
1778620826.086,11123.095,0.0,0.0,0.0,0.0
1778620826.588,11123.597,0.0,0.0,0.0,0.0
1778620827.089,11124.098,0.0,0.0,0.0,0.0
1778620827.591,11124.600,0.0,0.0,0.0,0.0
1778620828.092,11125.101,0.0,0.0,0.0,0.0
1778620828.594,11125.603,0.0,0.0,0.0,0.0
1778620829.095,11126.104,0.0,0.0,0.0,0.0
1778620829.596,11126.605,0.0,0.0,0.0,0.0
1778620830.098,11127.107,0.0,0.0,0.0,0.0
1778620830.599,11127.608,0.0,0.0,0.0,0.0
1778620831.101,11128.110,0.0,0.0,0.0,0.0
1778620831.602,11128.611,0.0,0.0,0.0,0.0
1778620832.104,11129.113,0.0,0.0,0.0,0.0
1778620832.605,11129.614,0.0,0.0,0.0,0.0
1778620833.106,11130.115,0.0,0.0,0.0,0.0
1778620833.608,11130.617,0.0,0.0,0.0,0.0
1778620834.109,11131.118,0.0,0.0,0.0,0.0
1778620834.611,11131.620,0.0,0.0,0.0,0.0
1778620835.112,11132.121,0.0,0.0,0.0,0.0
1778620835.614,11132.623,0.0,0.0,0.0,0.0
1778620836.115,11133.124,0.0,0.0,0.0,0.0
1778620836.617,11133.626,0.0,0.0,0.0,0.0
1778620837.118,11134.127,0.0,0.0,0.0,0.0
1778620837.619,11134.628,0.0,0.0,0.0,0.0
1778620838.121,11135.130,0.0,0.0,0.0,0.0
1778620838.622,11135.631,0.0,0.0,0.0,0.0
