time_unix,monotonic,channel_0,channel_1,channel_2,channel_3
1778255468.324,1361.506,0.0,0.0,0.0,0.0
1778255468.826,1362.008,0.0,0.0,0.0,0.0
1778255469.327,1362.509,0.0,0.0,0.0,0.0
1778255469.829,1363.011,0.0,0.0,0.0,0.0
1778255470.330,1363.512,0.0,0.0,0.0,0.0
1778255470.832,1364.014,0.0,0.0,0.0,0.0
1778255471.333,1364.515,0.0,0.0,0.0,0.0
1778255471.835,1365.017,0.0,0.0,0.0,0.0
1778255472.337,1365.518,0.0,0.0,0.0,0.0
1778255472.838,1366.020,0.0,0.0,0.0,0.0
1778255473.340,1366.521,0.0,0.0,0.0,0.0
1778255473.841,1367.023,0.0,0.0,0.0,0.0
1778255474.343,1367.524,0.0,0.0,0.0,0.0
1778255474.844,1368.026,0.0,0.0,0.0,0.0
1778255475.345,1368.527,0.0,0.0,0.0,0.0
1778255475.847,1369.028,0.0,0.0,0.0,0.0
1778255476.348,1369.530,0.0,0.0,0.0,0.0
1778255476.850,1370.031,0.0,0.0,0.0,0.0
1778255477.351,1370.533,0.0,0.0,0.0,0.0
1778255477.853,1371.034,0.0,0.0,0.0,0.0
1778255478.354,1371.536,0.0,0.0,0.0,0.0
1778255478.856,1372.037,0.0,0.0,0.0,0.0
1778255479.357,1372.539,0.0,0.0,0.0,0.0
1778255479.859,1373.041,0.0,0.0,0.0,0.0
1778255480.360,1373.542,0.0,0.0,0.0,0.0
1778255480.862,1374.043,0.0,0.0,0.0,0.0
1778255481.363,1374.545,0.0,0.0,0.0,0.0
1778255481.865,1375.046,0.0,0.0,0.0,0.0
1778255482.366,1375.548,0.0,0.0,0.0,0.0
1778255482.868,1376.049,0.0,0.0,0.0,0.0
1778255483.369,1376.551,0.0,0.0,0.0,0.0
1778255483.821,1377.002,0.0,0.0,0.0,0.0
1778255484.322,1377.504,0.0,0.0,0.0,0.0
1778255484.824,1378.005,0.0,0.0,0.0,0.0
1778255485.326,1378.507,0.0,0.0,0.0,0.0
1778255485.827,1379.009,0.0,0.0,0.0,0.0
1778255486.329,1379.511,0.0,0.0,0.0,0.0
1778255486.831,1380.012,0.0,0.0,0.0,0.0
1778255487.333,1380.515,0.0,0.0,0.0,0.0
1778255487.835,1381.017,0.0,0.0,0.0,0.0
1778255488.337,1381.519,0.0,0.0,0.0,0.0
1778255488.840,1382.021,0.0,0.0,0.0,0.0
1778255489.342,1382.523,0.0,0.0,0.0,0.0
1778255489.843,1383.025,0.0,0.0,0.0,0.0
1778255490.345,1383.527,0.0,0.0,0.0,0.0
1778255490.847,1384.029,0.0,0.0,0.0,0.0
1778255491.349,1384.531,0.0,0.0,0.0,0.0
1778255491.851,1385.033,0.0,0.0,0.0,0.0
1778255492.354,1385.535,0.0,0.0,0.0,0.0
1778255492.855,1386.037,0.0,0.0,0.0,0.0
1778255493.357,1386.539,0.0,0.0,0.0,0.0
1778255493.859,1387.041,0.0,0.0,0.0,0.0
1778255494.361,1387.542,0.0,0.0,0.0,0.0
1778255494.863,1388.044,0.0,0.0,0.0,0.0
1778255495.365,1388.547,0.0,0.0,0.0,0.0
1778255495.867,1389.049,0.0,0.0,0.0,0.0
1778255496.369,1389.550,0.0,0.0,0.0,0.0
1778255496.820,1390.002,0.0,0.0,0.0,0.0
1778255497.322,1390.504,0.0,0.0,0.0,0.0
1778255497.824,1391.006,0.0,0.0,0.0,0.0
1778255498.326,1391.508,0.0,0.0,0.0,0.0
1778255498.828,1392.010,0.0,0.0,0.0,0.0
1778255499.330,1392.511,0.0,0.0,0.0,0.0
1778255499.832,1393.013,0.0,0.0,0.0,0.0
1778255500.333,1393.515,0.0,0.0,0.0,0.0
1778255500.835,1394.017,0.0,0.0,0.0,0.0
1778255501.337,1394.519,0.0,0.0,0.0,0.0
1778255501.839,1395.021,0.0,0.0,0.0,0.0
1778255502.341,1395.523,0.0,0.0,0.0,0.0
1778255502.843,1396.025,0.0,0.0,0.0,0.0
1778255503.345,1396.527,0.0,0.0,0.0,0.0
1778255503.847,1397.029,0.0,0.0,0.0,0.0
1778255504.349,1397.531,0.0,0.0,0.0,0.0
1778255504.851,1398.032,0.0,0.0,0.0,0.0
1778255505.353,1398.534,0.0,0.0,0.0,0.0
1778255505.854,1399.036,0.0,0.0,0.0,0.0
1778255506.356,1399.538,0.0,0.0,0.0,0.0
1778255506.858,1400.040,0.0,0.0,0.0,0.0
1778255507.360,1400.542,0.0,0.0,0.0,0.0
1778255507.862,1401.044,0.0,0.0,0.0,0.0
1778255508.364,1401.545,0.0,0.0,0.0,0.0
1778255508.866,1402.047,0.0,0.0,0.0,0.0
1778255509.368,1402.549,0.0,0.0,0.0,0.0
1778255509.819,1403.001,0.0,0.0,0.0,0.0
1778255510.321,1403.503,0.0,0.0,0.0,0.0
1778255510.823,1404.005,0.0,0.0,0.0,0.0
1778255511.325,1404.507,0.0,0.0,0.0,0.0
1778255511.827,1405.009,0.0,0.0,0.0,0.0
1778255512.329,1405.510,0.0,0.0,0.0,0.0
1778255512.831,1406.012,0.0,0.0,0.0,0.0
1778255513.332,1406.514,0.0,0.0,0.0,0.0
1778255513.834,1407.016,0.0,0.0,0.0,0.0
1778255514.336,1407.517,0.0,0.0,0.0,0.0
1778255514.838,1408.020,0.0,0.0,0.0,0.0
1778255515.340,1408.521,0.0,0.0,0.0,0.0
1778255515.841,1409.023,0.0,0.0,0.0,0.0
1778255516.343,1409.524,0.0,0.0,0.0,0.0
1778255516.845,1410.027,0.0,0.0,0.0,0.0
1778255517.347,1410.529,0.0,0.0,0.0,0.0
1778255517.849,1411.030,0.0,0.0,0.0,0.0
1778255518.351,1411.532,0.0,0.0,0.0,0.0
1778255518.853,1412.034,0.0,0.0,0.0,0.0
1778255519.354,1412.536,0.0,0.0,0.0,0.0
1778255519.856,1413.038,0.0,0.0,0.0,0.0
1778255520.358,1413.540,0.0,0.0,0.0,0.0
1778255520.860,1414.042,0.0,0.0,0.0,0.0
1778255521.362,1414.544,0.0,0.0,0.0,0.0
1778255521.864,1415.045,0.0,0.0,0.0,0.0
1778255522.366,1415.547,0.0,0.0,0.0,0.0
1778255522.867,1416.049,0.0,0.0,0.0,0.0
1778255523.369,1416.551,0.0,0.0,0.0,0.0
1778255523.821,1417.003,0.0,0.0,0.0,0.0
1778255524.323,1417.505,0.0,0.0,0.0,0.0
1778255524.825,1418.007,0.0,0.0,0.0,0.0
1778255525.327,1418.509,0.0,0.0,0.0,0.0
1778255525.829,1419.010,0.0,0.0,0.0,0.0
1778255526.330,1419.512,0.0,0.0,0.0,0.0
1778255526.832,1420.014,0.0,0.0,0.0,0.0
1778255527.335,1420.516,0.0,0.0,0.0,0.0
1778255527.836,1421.018,0.0,0.0,0.0,0.0
1778255528.338,1421.520,0.0,0.0,0.0,0.0
1778255528.840,1422.022,0.0,0.0,0.0,0.0
1778255529.342,1422.523,0.0,0.0,0.0,0.0
1778255529.844,1423.025,0.0,0.0,0.0,0.0
1778255530.346,1423.528,0.0,0.0,0.0,0.0
1778255530.848,1424.030,0.0,0.0,0.0,0.0
1778255531.350,1424.531,0.0,0.0,0.0,0.0
1778255531.852,1425.033,0.0,0.0,0.0,0.0
1778255532.353,1425.535,0.0,0.0,0.0,0.0
1778255532.855,1426.037,0.0,0.0,0.0,0.0
1778255533.357,1426.539,0.0,0.0,0.0,0.0
1778255533.859,1427.040,0.0,0.0,0.0,0.0
1778255534.360,1427.542,0.0,0.0,0.0,0.0
1778255534.863,1428.044,0.0,0.0,0.0,0.0
1778255535.365,1428.546,0.0,0.0,0.0,0.0
1778255535.867,1429.048,0.0,0.0,0.0,0.0
1778255536.369,1429.550,0.0,0.0,0.0,0.0
1778255536.820,1430.002,0.0,0.0,0.0,0.0
1778255537.322,1430.504,0.0,0.0,0.0,0.0
1778255537.824,1431.006,0.0,0.0,0.0,0.0
1778255538.326,1431.507,0.0,0.0,0.0,0.0
1778255538.827,1432.009,0.0,0.0,0.0,0.0
1778255539.329,1432.511,0.0,0.0,0.0,0.0
1778255539.832,1433.013,0.0,0.0,0.0,0.0
1778255540.333,1433.515,0.0,0.0,0.0,0.0
1778255540.835,1434.017,0.0,0.0,0.0,0.0
1778255541.337,1434.519,0.0,0.0,0.0,0.0
1778255541.839,1435.021,0.0,0.0,0.0,0.0
1778255542.341,1435.523,0.0,0.0,0.0,0.0
1778255542.843,1436.024,0.0,0.0,0.0,0.0
1778255543.345,1436.526,0.0,0.0,0.0,0.0
1778255543.846,1437.028,0.0,0.0,0.0,0.0
1778255544.348,1437.530,0.0,0.0,0.0,0.0
1778255544.850,1438.032,0.0,0.0,0.0,0.0
1778255545.353,1438.534,0.0,0.0,0.0,0.0
1778255545.855,1439.036,0.0,0.0,0.0,0.0
1778255546.356,1439.538,0.0,0.0,0.0,0.0
1778255546.858,1440.040,0.0,0.0,0.0,0.0
1778255547.360,1440.542,0.0,0.0,0.0,0.0
1778255547.862,1441.043,0.0,0.0,0.0,0.0
1778255548.364,1441.545,0.0,0.0,0.0,0.0
1778255548.865,1442.047,0.0,0.0,0.0,0.0
1778255549.367,1442.549,0.0,0.0,0.0,0.0
1778255549.869,1443.051,0.0,0.0,0.0,0.0
1778255550.321,1443.502,0.0,0.0,0.0,0.0
1778255550.823,1444.004,0.0,0.0,0.0,0.0
1778255551.325,1444.506,0.0,0.0,0.0,0.0
1778255551.827,1445.008,0.0,0.0,0.0,0.0
1778255552.328,1445.510,0.0,0.0,0.0,0.0
1778255552.830,1446.012,0.0,0.0,0.0,0.0
1778255553.332,1446.514,0.0,0.0,0.0,0.0
1778255553.834,1447.015,0.0,0.0,0.0,0.0
1778255554.336,1447.518,0.0,0.0,0.0,0.0
1778255554.838,1448.019,0.0,0.0,0.0,0.0
1778255555.340,1448.521,0.0,0.0,0.0,0.0
1778255555.842,1449.023,0.0,0.0,0.0,0.0
1778255556.343,1449.525,0.0,0.0,0.0,0.0
1778255556.845,1450.027,0.0,0.0,0.0,0.0
1778255557.347,1450.529,0.0,0.0,0.0,0.0
1778255557.848,1451.030,0.0,0.0,0.0,0.0
1778255558.350,1451.532,0.0,0.0,0.0,0.0
1778255558.852,1452.034,0.0,0.0,0.0,0.0
1778255559.354,1452.535,0.0,0.0,0.0,0.0
1778255559.855,1453.037,0.0,0.0,0.0,0.0
1778255560.357,1453.539,0.0,0.0,0.0,0.0
1778255560.859,1454.041,0.0,0.0,0.0,0.0
1778255561.361,1454.543,0.0,0.0,0.0,0.0
1778255561.863,1455.044,0.0,0.0,0.0,0.0
1778255562.365,1455.546,0.0,0.0,0.0,0.0
1778255562.866,1456.048,0.0,0.0,0.0,0.0
1778255563.368,1456.550,0.0,0.0,0.0,0.0
1778255563.820,1457.001,0.0,0.0,0.0,0.0
1778255564.322,1457.503,0.0,0.0,0.0,0.0
1778255564.823,1458.005,0.0,0.0,0.0,0.0
1778255565.325,1458.507,0.0,0.0,0.0,0.0
1778255565.827,1459.009,0.0,0.0,0.0,0.0
1778255566.329,1459.510,0.0,0.0,0.0,0.0
1778255566.830,1460.012,0.0,0.0,0.0,0.0
1778255567.332,1460.513,0.0,0.0,0.0,0.0
1778255567.834,1461.015,0.0,0.0,0.0,0.0
1778255568.336,1461.517,0.0,0.0,0.0,0.0
1778255568.838,1462.019,0.0,0.0,0.0,0.0
1778255569.339,1462.521,0.0,0.0,0.0,0.0
1778255569.841,1463.023,0.0,0.0,0.0,0.0
1778255570.343,1463.524,0.0,0.0,0.0,0.0
1778255570.845,1464.026,0.0,0.0,0.0,0.0
1778255571.347,1464.529,0.0,0.0,0.0,0.0
1778255571.849,1465.031,0.0,0.0,0.0,0.0
1778255572.351,1465.533,0.0,0.0,0.0,0.0
1778255572.853,1466.034,0.0,0.0,0.0,0.0
1778255573.355,1466.536,0.0,0.0,0.0,0.0
1778255573.857,1467.038,0.0,0.0,0.0,0.0
1778255574.358,1467.540,0.0,0.0,0.0,0.0
1778255574.860,1468.042,0.0,0.0,0.0,0.0
1778255575.362,1468.543,0.0,0.0,0.0,0.0
1778255575.864,1469.045,0.0,0.0,0.0,0.0
1778255576.366,1469.547,0.0,0.0,0.0,0.0
1778255576.868,1470.050,0.0,0.0,0.0,0.0
1778255577.320,1470.502,0.0,0.0,0.0,0.0
