time_unix,monotonic,time_unix,uptime_s,cpu_load_pct,mem_used_pct,tasks_running,pixhawk_connected,vesc_connected,power_connected,photodiode_connected,pps_synced,pps_rms_us
1778255468.124,1361.305,1778255468.1214561,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1778255468.375,1361.556,1778255468.372179,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1778255468.625,1361.807,1778255468.6228967,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1778255468.876,1362.058,1778255468.8736641,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1778255469.127,1362.309,1778255469.1244552,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1778255469.378,1362.559,1778255469.3751984,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1778255469.628,1362.810,1778255469.6259015,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1778255469.879,1363.061,1778255469.8767164,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1778255470.130,1363.311,1778255470.1274579,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1778255470.381,1363.562,1778255470.3782194,6.722972616000106,47.75390625,6.032522529779127,12.0,0.0,1.0,0.0,0.0,1.0,0.0
1778255470.631,1363.813,1778255470.628934,6.722972616000106,47.75390625,6.032522529779127,12.0,0.0,1.0,0.0,0.0,1.0,0.0
1778255470.882,1364.064,1778255470.8798432,6.722972616000106,47.75390625,6.032522529779127,12.0,0.0,1.0,0.0,0.0,1.0,0.0
1778255471.133,1364.315,1778255471.130625,6.722972616000106,47.75390625,6.032522529779127,12.0,0.0,1.0,0.0,0.0,1.0,0.0
1778255471.384,1364.565,1778255471.381332,6.722972616000106,47.75390625,6.032522529779127,12.0,0.0,1.0,0.0,0.0,1.0,0.0
1778255471.634,1364.816,1778255471.632037,6.722972616000106,47.75390625,6.032522529779127,12.0,0.0,1.0,0.0,0.0,1.0,0.0
1778255471.885,1365.067,1778255471.882766,6.722972616000106,47.75390625,6.032522529779127,12.0,0.0,1.0,0.0,0.0,1.0,0.0
1778255472.136,1365.318,1778255472.1336336,6.722972616000106,47.75390625,6.032522529779127,12.0,0.0,1.0,0.0,0.0,1.0,0.0
1778255472.387,1365.568,1778255472.3843377,8.74658614100008,47.75390625,6.032372439650013,12.0,0.0,1.0,0.0,0.0,1.0,0.0
1778255472.637,1365.819,1778255472.635046,8.74658614100008,47.75390625,6.032372439650013,12.0,0.0,1.0,0.0,0.0,1.0,0.0
1778255472.888,1366.070,1778255472.8857985,8.74658614100008,47.75390625,6.032372439650013,12.0,0.0,1.0,0.0,0.0,1.0,0.0
1778255473.139,1366.321,1778255473.1365552,8.74658614100008,47.75390625,6.032372439650013,12.0,0.0,1.0,0.0,0.0,1.0,0.0
1778255473.390,1366.571,1778255473.3873763,8.74658614100008,47.75390625,6.032372439650013,12.0,0.0,1.0,0.0,0.0,1.0,0.0
1778255473.640,1366.822,1778255473.6380634,8.74658614100008,47.75390625,6.032372439650013,12.0,0.0,1.0,0.0,0.0,1.0,0.0
1778255473.891,1367.073,1778255473.8888013,8.74658614100008,47.75390625,6.032372439650013,12.0,0.0,1.0,0.0,0.0,1.0,0.0
1778255474.142,1367.324,1778255474.1395807,8.74658614100008,47.75390625,6.032372439650013,12.0,0.0,1.0,0.0,0.0,1.0,0.0
1778255474.393,1367.574,1778255474.3904247,10.767958892000024,43.896484375,6.032322409606971,12.0,0.0,1.0,0.0,0.0,1.0,0.0
1778255474.643,1367.825,1778255474.64125,10.767958892000024,43.896484375,6.032322409606971,12.0,0.0,1.0,0.0,0.0,1.0,0.0
1778255474.894,1368.076,1778255474.8920093,10.767958892000024,43.896484375,6.032322409606971,12.0,0.0,1.0,0.0,0.0,1.0,0.0
1778255475.145,1368.326,1778255475.1428096,10.767958892000024,43.896484375,6.032322409606971,12.0,0.0,1.0,0.0,0.0,1.0,0.0
1778255475.396,1368.577,1778255475.3935976,10.767958892000024,43.896484375,6.032322409606971,12.0,0.0,1.0,0.0,0.0,1.0,0.0
1778255475.646,1368.828,1778255475.6443434,10.767958892000024,43.896484375,6.032322409606971,12.0,0.0,1.0,0.0,0.0,1.0,0.0
1778255475.897,1369.079,1778255475.8951037,10.767958892000024,43.896484375,6.032322409606971,12.0,0.0,1.0,0.0,0.0,1.0,0.0
1778255476.148,1369.329,1778255476.1458678,10.767958892000024,43.896484375,6.032322409606971,12.0,0.0,1.0,0.0,0.0,1.0,0.0
1778255476.398,1369.580,1778255476.3966491,12.79024908700012,43.896484375,6.032322409606971,12.0,0.0,1.0,0.0,0.0,1.0,0.0
1778255476.649,1369.831,1778255476.6473846,12.79024908700012,43.896484375,6.032322409606971,12.0,0.0,1.0,0.0,0.0,1.0,0.0
1778255476.900,1370.082,1778255476.8981068,12.79024908700012,43.896484375,6.032322409606971,12.0,0.0,1.0,0.0,0.0,1.0,0.0
1778255477.151,1370.332,1778255477.149018,12.79024908700012,43.896484375,6.032322409606971,12.0,0.0,1.0,0.0,0.0,1.0,0.0
1778255477.402,1370.583,1778255477.399853,12.79024908700012,43.896484375,6.032322409606971,12.0,0.0,1.0,0.0,0.0,1.0,0.0
1778255477.652,1370.834,1778255477.6506069,12.79024908700012,43.896484375,6.032322409606971,12.0,0.0,1.0,0.0,0.0,1.0,0.0
1778255477.903,1371.085,1778255477.901342,12.79024908700012,43.896484375,6.032322409606971,12.0,0.0,1.0,0.0,0.0,1.0,0.0
1778255478.154,1371.335,1778255478.1521268,12.79024908700012,43.896484375,6.032322409606971,12.0,0.0,1.0,0.0,0.0,1.0,0.0
1778255478.404,1371.586,1778255478.4029067,14.812818590999996,48.4375,6.032172319477846,12.0,0.0,1.0,0.0,0.0,1.0,0.0
1778255478.655,1371.837,1778255478.6536102,14.812818590999996,48.4375,6.032172319477846,12.0,0.0,1.0,0.0,0.0,1.0,0.0
1778255478.906,1372.088,1778255478.9043407,14.812818590999996,48.4375,6.032172319477846,12.0,0.0,1.0,0.0,0.0,1.0,0.0
1778255479.157,1372.338,1778255479.155112,14.812818590999996,48.4375,6.032172319477846,12.0,0.0,1.0,0.0,0.0,1.0,0.0
1778255479.407,1372.589,1778255479.4059541,14.812818590999996,48.4375,6.032172319477846,12.0,0.0,1.0,0.0,0.0,1.0,0.0
1778255479.658,1372.840,1778255479.6566906,14.812818590999996,48.4375,6.032172319477846,12.0,0.0,1.0,0.0,0.0,1.0,0.0
1778255479.909,1373.091,1778255479.9074845,14.812818590999996,48.4375,6.032172319477846,12.0,0.0,1.0,0.0,0.0,1.0,0.0
1778255480.160,1373.341,1778255480.158227,14.812818590999996,48.4375,6.032172319477846,12.0,0.0,1.0,0.0,0.0,1.0,0.0
1778255480.410,1373.592,1778255480.4090333,16.83687258300006,48.4375,6.032122289434804,12.0,0.0,1.0,0.0,0.0,1.0,0.0
1778255480.611,1373.793,1778255480.6096754,16.83687258300006,48.4375,6.032122289434804,12.0,0.0,1.0,0.0,0.0,1.0,0.0
1778255480.862,1374.043,1778255480.8605034,16.83687258300006,48.4375,6.032122289434804,12.0,0.0,1.0,0.0,0.0,1.0,0.0
1778255481.113,1374.294,1778255481.1111975,16.83687258300006,48.4375,6.032122289434804,12.0,0.0,1.0,0.0,0.0,1.0,0.0
1778255481.363,1374.545,1778255481.362059,16.83687258300006,48.4375,6.032122289434804,12.0,0.0,1.0,0.0,0.0,1.0,0.0
1778255481.614,1374.796,1778255481.61282,16.83687258300006,48.4375,6.032122289434804,12.0,0.0,1.0,0.0,0.0,1.0,0.0
1778255481.865,1375.046,1778255481.8635547,16.83687258300006,48.4375,6.032122289434804,12.0,0.0,1.0,0.0,0.0,1.0,0.0
1778255482.115,1375.297,1778255482.114311,16.83687258300006,48.4375,6.032122289434804,12.0,0.0,1.0,0.0,0.0,1.0,0.0
1778255482.366,1375.548,1778255482.3650906,18.859395551000034,48.4375,6.032072259391763,12.0,0.0,1.0,0.0,0.0,1.0,0.0
1778255482.617,1375.798,1778255482.6158783,18.859395551000034,48.4375,6.032072259391763,12.0,0.0,1.0,0.0,0.0,1.0,0.0
1778255482.868,1376.049,1778255482.8667235,18.859395551000034,48.4375,6.032072259391763,12.0,0.0,1.0,0.0,0.0,1.0,0.0
1778255483.118,1376.300,1778255483.1174564,18.859395551000034,48.4375,6.032072259391763,12.0,0.0,1.0,0.0,0.0,1.0,0.0
1778255483.369,1376.551,1778255483.3682737,18.859395551000034,48.4375,6.032072259391763,12.0,0.0,1.0,0.0,0.0,1.0,0.0
1778255483.620,1376.802,1778255483.61912,18.859395551000034,48.4375,6.032072259391763,12.0,0.0,1.0,0.0,0.0,1.0,0.0
1778255483.871,1377.052,1778255483.8699505,18.859395551000034,48.4375,6.032072259391763,12.0,0.0,1.0,0.0,0.0,1.0,0.0
1778255484.122,1377.303,1778255484.1207519,18.859395551000034,48.4375,6.032072259391763,12.0,0.0,1.0,0.0,0.0,1.0,0.0
1778255484.372,1377.554,1778255484.3715656,20.882477608000045,44.53125,6.031972199305679,12.0,0.0,1.0,0.0,0.0,1.0,0.0
1778255484.623,1377.805,1778255484.6222813,20.882477608000045,44.53125,6.031972199305679,12.0,0.0,1.0,0.0,0.0,1.0,0.0
1778255484.874,1378.056,1778255484.873033,20.882477608000045,44.53125,6.031972199305679,12.0,0.0,1.0,0.0,0.0,1.0,0.0
1778255485.125,1378.307,1778255485.1238832,20.882477608000045,44.53125,6.031972199305679,12.0,0.0,1.0,0.0,0.0,1.0,0.0
