time_unix,monotonic,flight_stage,arm_state,preflight_ok,arm_checks_ok,launch_initiated,ascent_active,termination_fired,burst_detected,descent_active,landing_detected,cutdown_fired,recovery_active,data_logging_active,apogee_m
1778211312.383,5675.055,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778211312.884,5675.556,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778211313.385,5676.058,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778211313.887,5676.559,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778211314.339,5677.011,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778211314.840,5677.512,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778211315.342,5678.014,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778211315.844,5678.516,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778211316.345,5679.017,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778211316.847,5679.519,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778211317.348,5680.020,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778211317.849,5680.522,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778211318.351,5681.024,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778211318.853,5681.526,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778211319.355,5682.027,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778211319.856,5682.528,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778211320.358,5683.030,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778211320.859,5683.532,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778211321.361,5684.033,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778211321.862,5684.534,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778211322.364,5685.036,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778211322.865,5685.537,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778211323.366,5686.038,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778211323.867,5686.540,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778211324.369,5687.041,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778211324.870,5687.542,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778211325.372,5688.044,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778211325.873,5688.545,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778211326.375,5689.047,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778211326.876,5689.548,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778211327.377,5690.050,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778211327.879,5690.551,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778211328.380,5691.052,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778211328.882,5691.554,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778211329.383,5692.055,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778211329.885,5692.557,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778211330.386,5693.058,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778211330.887,5693.560,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778211331.339,5694.011,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778211331.841,5694.513,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778211332.342,5695.014,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778211332.843,5695.516,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778211333.345,5696.017,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
1778211333.846,5696.518,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
