time_unix,monotonic,press_abs,press_diff,temperature,baro_alt,climb,airspeed,groundspeed
1778211312.633,5675.306,1003.3905029296875,0.0,42.87,83.29647827148438,-0.023786118254065514,0.0,0.27071526646614075
1778211313.637,5676.309,1003.3880004882812,0.0,42.88,83.137939453125,-0.020025627687573433,0.0,0.031829774379730225
1778211314.639,5677.312,1003.4231567382812,0.0,42.88,83.33876037597656,-0.0070494394749403,0.0,0.07329079508781433
1778211315.643,5678.315,1003.4330444335938,0.0,42.88,83.4127426147461,-0.009333416819572449,0.0,0.049795106053352356
1778211316.646,5679.318,1003.4057006835938,0.0,42.87,83.14058685302734,-0.009255314245820045,0.0,0.1127549484372139
1778211317.649,5680.321,1003.4130249023438,0.0,42.88,83.33876037597656,-0.012758252210915089,0.0,0.05994248762726784
1778211318.653,5681.325,1003.4132080078125,0.0,42.88,83.26477813720703,-0.013327347114682198,0.0,0.03854919970035553
1778211319.656,5682.328,1003.3956909179688,0.0,42.87,83.47616577148438,-0.012584858573973179,0.0,0.014593749307096004
1778211320.659,5683.331,1003.3955078125,0.0,42.88,83.70868682861328,-0.01580119878053665,0.0,0.06917109340429306
1778211321.662,5684.334,1003.373046875,0.0,42.87,83.23307037353516,-0.013317479752004147,0.0,0.08259391784667969
1778211322.664,5685.337,1003.4006958007812,0.0,42.87,83.51844024658203,-0.01637396402657032,0.0,0.07315877079963684
1778211323.667,5686.339,1003.405517578125,0.0,42.88,83.22249603271484,-0.014455762691795826,0.0,0.04215630516409874
1778211324.670,5687.342,1003.3680419921875,0.0,42.87,83.14851379394531,-0.012759653851389885,0.0,0.05506008490920067
1778211325.673,5688.345,1003.3755493164062,0.0,42.87,83.26741790771484,-0.014900924637913704,0.0,0.060007497668266296
1778211326.675,5689.348,1003.4007568359375,0.0,42.87,83.14058685302734,-0.012324712239205837,0.0,0.1007617712020874
1778211327.678,5690.350,1003.4031982421875,0.0,42.87,83.39160919189453,-0.014463997446000576,0.0,0.0799718126654625
1778211328.631,5691.303,1003.385498046875,0.0,42.87,83.4127426147461,-0.012538325972855091,0.0,0.06368748098611832
1778211329.634,5692.306,1003.3856811523438,0.0,42.87,83.182861328125,-0.012681215070188046,0.0,0.01407946553081274
1778211330.637,5693.309,1003.3956909179688,0.0,42.87,83.3096923828125,-0.013342815451323986,0.0,0.02706688828766346
1778211331.640,5694.312,1003.4157104492188,0.0,42.88,83.27534484863281,-0.010673641227185726,0.0,0.07247669249773026
1778211332.643,5695.315,1003.4031982421875,0.0,42.87,83.2885513305664,-0.013435225933790207,0.0,0.08161813020706177
1778211333.645,5696.318,1003.378173828125,0.0,42.86,83.2040023803711,-0.010581541806459427,0.0,0.061995696276426315
1778211334.649,5697.321,1003.415771484375,0.0,42.87,83.32026672363281,-0.011870314367115498,0.0,0.02077009156346321
1778211335.651,5698.323,1003.4132080078125,0.0,42.87,83.24628448486328,-0.012989677488803864,0.0,0.015482938848435879
1778211336.656,5699.328,1003.415771484375,0.0,42.87,83.16172790527344,-0.01090212631970644,0.0,0.05299350246787071
1778211337.659,5700.331,1003.3956909179688,0.0,42.87,83.23571014404297,-0.01415768638253212,0.0,0.07037447392940521
1778211338.661,5701.334,1003.4057006835938,0.0,42.87,83.39160919189453,-0.010854525491595268,0.0,0.07004010677337646
1778211339.664,5702.336,1003.3932495117188,0.0,42.87,83.22513580322266,-0.014850285835564137,0.0,0.0399593748152256
1778211340.668,5703.340,1003.3856811523438,0.0,42.87,83.35197448730469,-0.015636300668120384,0.0,0.07635923475027084
1778211341.671,5704.343,1003.3856811523438,0.0,42.87,83.14058685302734,-0.015428617596626282,0.0,0.10122343897819519
1778211342.674,5705.346,1003.3956909179688,0.0,42.87,83.0560302734375,-0.020074287429451942,0.0,0.21033747494220734
1778211343.678,5706.350,1003.3906860351562,0.0,42.87,83.09830474853516,-0.022981034591794014,0.0,0.17328965663909912
1778211344.631,5707.303,1003.4107666015625,0.0,42.87,83.27798461914062,-0.03139634057879448,0.0,0.20959793031215668
1778211345.634,5708.307,1003.4031982421875,0.0,42.87,83.33082580566406,-0.037979114800691605,0.0,0.1466609686613083
1778211346.638,5709.310,1003.3756713867188,0.0,42.87,83.2885513305664,-0.03990161791443825,0.0,0.06746086478233337
1778211347.642,5710.314,1003.3681640625,0.0,42.87,83.22513580322266,-0.04299495369195938,0.0,0.13118892908096313
1778211348.645,5711.318,1003.378173828125,0.0,42.87,83.05867004394531,-0.03925463929772377,0.0,0.14793987572193146
1778211349.650,5712.322,1003.4157104492188,0.0,42.87,83.33082580566406,-0.037129197269678116,0.0,0.2925001382827759
1778211350.653,5713.325,1003.3931884765625,0.0,42.87,83.22513580322266,-0.031681425869464874,0.0,0.3947000503540039
1778211351.661,5714.334,1003.3931884765625,0.0,42.87,83.19343566894531,-0.028332652524113655,0.0,0.4537641108036041
1778211352.665,5715.337,1003.398193359375,0.0,42.87,83.0771713256836,-0.029093539342284203,0.0,0.5402366518974304
1778211353.668,5716.340,1003.40576171875,0.0,42.86,83.11944580078125,-0.03053826093673706,0.0,0.5888172388076782
1778211354.672,5717.344,1003.4082641601562,0.0,42.87,83.25684356689453,-0.03400319069623947,0.0,0.7422170042991638
1778211355.675,5718.347,1003.4158325195312,0.0,42.87,83.16172790527344,-0.03352230787277222,0.0,0.9503830671310425
1778211356.678,5719.350,1003.415771484375,0.0,42.87,83.182861328125,-0.032773103564977646,0.0,1.1307220458984375
1778211357.631,5720.303,1003.3856811523438,0.0,42.87,83.24628448486328,-0.032938290387392044,0.0,1.3705261945724487
1778211358.636,5721.308,1003.4032592773438,0.0,42.87,83.3096923828125,-0.027993232011795044,0.0,1.6419885158538818
1778211359.640,5722.312,1003.40576171875,0.0,42.87,83.22513580322266,-0.02855687029659748,0.0,1.9315407276153564
1778211360.643,5723.315,1003.4057006835938,0.0,42.87,83.3096923828125,-0.02849683351814747,0.0,2.378033399581909
1778211361.647,5724.319,1003.3906860351562,0.0,42.87,83.1220932006836,-0.03238857537508011,0.0,2.6916663646698
1778211362.650,5725.322,1003.3932495117188,0.0,42.87,83.03753662109375,-0.03484223037958145,0.0,3.094189167022705
1778211363.653,5726.325,1003.4207763671875,0.0,42.87,82.99525451660156,-0.017227264121174812,0.0,0.14016304910182953
1778211364.656,5727.329,1003.3906860351562,0.0,42.87,83.04810333251953,-0.017421109601855278,0.0,0.1069294884800911
1778211365.659,5728.332,1003.40576171875,0.0,42.87,83.2489242553711,-0.019223859533667564,0.0,0.17138750851154327
1778211366.667,5729.339,1003.38818359375,0.0,42.87,83.26741790771484,-0.023866843432188034,0.0,0.2505311071872711
1778211367.672,5730.344,1003.4031982421875,0.0,42.87,83.38367462158203,-0.026691270992159843,0.0,0.03923111408948898
1778211368.675,5731.347,1003.3857421875,0.0,42.86,83.2885513305664,-0.014918537810444832,0.0,0.052113693207502365
1778211369.678,5732.351,1003.4107666015625,0.0,42.87,83.01640319824219,-0.013729908503592014,0.0,0.062101203948259354
1778211370.631,5733.303,1003.4082641601562,0.0,42.87,83.26741790771484,-0.010321705602109432,0.0,0.08016913384199142
1778211371.635,5734.308,1003.4132690429688,0.0,42.87,83.24628448486328,-0.01100381650030613,0.0,0.03631717339158058
1778211372.638,5735.310,1003.4082641601562,0.0,42.87,82.9529800415039,-0.010651502758264542,0.0,0.028512317687273026
1778211373.641,5736.313,1003.4383544921875,0.0,42.87,83.33082580566406,-0.01483564916998148,0.0,0.19204270839691162
1778211374.645,5737.317,1003.3907470703125,0.0,42.86,83.00582885742188,-0.021746907383203506,0.0,0.21817491948604584
1778211375.650,5738.322,1003.4032592773438,0.0,42.87,83.182861328125,-0.00980111863464117,0.0,0.0689314752817154
1778211376.653,5739.325,1003.4032592773438,0.0,42.86,83.16436767578125,-0.010690195485949516,0.0,0.0722288116812706
1778211377.657,5740.329,1003.4007568359375,0.0,42.87,83.33082580566406,-0.009223501197993755,0.0,0.04617998003959656
1778211378.660,5741.332,1003.3807373046875,0.0,42.86,82.97412109375,-0.008222918957471848,0.0,0.03827682137489319
1778211379.663,5742.335,1003.413330078125,0.0,42.86,83.05867004394531,-0.01031423732638359,0.0,0.0281143169850111
1778211380.666,5743.338,1003.4032592773438,0.0,42.86,83.22513580322266,-0.00935106910765171,0.0,0.08238758146762848
1778211381.670,5744.342,1003.3982543945312,0.0,42.86,83.2040023803711,-0.015099924057722092,0.0,0.04550937935709953
1778211382.673,5745.345,1003.3982543945312,0.0,42.87,83.24628448486328,-0.018472259864211082,0.0,0.08883178234100342
1778211383.677,5746.349,1003.395751953125,0.0,42.87,83.33082580566406,-0.02191210724413395,0.0,0.136728897690773
1778211384.631,5747.303,1003.3958129882812,0.0,42.86,83.29912567138672,-0.02664295770227909,0.0,0.13822579383850098
1778211385.634,5748.307,1003.3982543945312,0.0,42.87,83.37310791015625,-0.02803371101617813,0.0,0.23512199521064758
1778211386.639,5749.311,1003.4158325195312,0.0,42.86,83.2040023803711,-0.03345083072781563,0.0,0.254419207572937
1778211387.643,5750.315,1003.4033203125,0.0,42.86,83.38103485107422,-0.03208981826901436,0.0,0.3519175350666046
1778211388.647,5751.320,1003.4032592773438,0.0,42.87,83.0771713256836,-0.03119511529803276,0.0,0.46488502621650696
1778211389.651,5752.323,1003.3983154296875,0.0,42.86,83.39424896240234,-0.03233584389090538,0.0,0.5646238327026367
1778211390.655,5753.327,1003.395751953125,0.0,42.86,83.38103485107422,-0.02947866916656494,0.0,0.732548713684082
1778211391.660,5754.332,1003.4032592773438,0.0,42.86,83.0560302734375,-0.02863806113600731,0.0,0.7500588297843933
1778211392.663,5755.335,1003.3883666992188,0.0,42.86,83.26477813720703,-0.032549209892749786,0.0,1.0392487049102783
