time_unix,monotonic,flight_stage,arm_state,preflight_ok,arm_checks_ok,launch_initiated,ascent_active,termination_fired,burst_detected,descent_active,landing_detected,cutdown_fired,recovery_active,data_logging_active,apogee_m
1778207215.591,1578.263,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778207216.093,1578.765,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778207216.544,1579.216,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778207217.046,1579.718,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778207217.547,1580.220,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778207218.049,1580.721,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778207218.550,1581.223,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778207219.052,1581.724,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778207219.554,1582.226,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778207220.056,1582.728,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778207220.558,1583.230,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778207221.060,1583.732,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778207221.561,1584.233,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778207222.062,1584.734,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778207222.564,1585.236,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778207223.065,1585.737,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778207223.566,1586.239,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778207224.068,1586.740,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778207224.569,1587.241,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778207225.071,1587.743,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778207225.572,1588.244,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778207226.073,1588.746,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
