time_unix,monotonic,voltage_24v,current_24v,voltage_12v,current_12v,voltage_5v,current_5v
1778620479.575,10776.584,0.0,0.0,0.0,0.0,0.0,0.0
1778620480.578,10777.587,0.0,0.0,0.0,0.0,0.0,0.0
1778620481.581,10778.590,0.0,0.0,0.0,0.0,0.0,0.0
1778620482.584,10779.593,0.0,0.0,0.0,0.0,0.0,0.0
1778620483.587,10780.596,0.0,0.0,0.0,0.0,0.0,0.0
1778620484.590,10781.599,0.0,0.0,0.0,0.0,0.0,0.0
1778620485.593,10782.602,0.0,0.0,0.0,0.0,0.0,0.0
1778620486.596,10783.605,0.0,0.0,0.0,0.0,0.0,0.0
1778620487.599,10784.608,0.0,0.0,0.0,0.0,0.0,0.0
1778620488.602,10785.611,0.0,0.0,0.0,0.0,0.0,0.0
1778620489.605,10786.614,0.0,0.0,0.0,0.0,0.0,0.0
1778620490.608,10787.617,0.0,0.0,0.0,0.0,0.0,0.0
1778620491.611,10788.620,0.0,0.0,0.0,0.0,0.0,0.0
1778620492.614,10789.623,0.0,0.0,0.0,0.0,0.0,0.0
1778620493.617,10790.626,0.0,0.0,0.0,0.0,0.0,0.0
1778620494.569,10791.578,0.0,0.0,0.0,0.0,0.0,0.0
1778620495.572,10792.581,0.0,0.0,0.0,0.0,0.0,0.0
1778620496.575,10793.584,0.0,0.0,0.0,0.0,0.0,0.0
1778620497.578,10794.587,0.0,0.0,0.0,0.0,0.0,0.0
1778620498.581,10795.590,0.0,0.0,0.0,0.0,0.0,0.0
1778620499.584,10796.593,0.0,0.0,0.0,0.0,0.0,0.0
1778620500.587,10797.596,0.0,0.0,0.0,0.0,0.0,0.0
1778620501.590,10798.599,0.0,0.0,0.0,0.0,0.0,0.0
1778620502.593,10799.602,0.0,0.0,0.0,0.0,0.0,0.0
1778620503.596,10800.605,0.0,0.0,0.0,0.0,0.0,0.0
1778620504.599,10801.608,0.0,0.0,0.0,0.0,0.0,0.0
1778620505.601,10802.611,0.0,0.0,0.0,0.0,0.0,0.0
1778620506.604,10803.613,0.0,0.0,0.0,0.0,0.0,0.0
1778620507.607,10804.616,0.0,0.0,0.0,0.0,0.0,0.0
1778620508.610,10805.619,0.0,0.0,0.0,0.0,0.0,0.0
1778620509.613,10806.622,0.0,0.0,0.0,0.0,0.0,0.0
1778620510.616,10807.625,0.0,0.0,0.0,0.0,0.0,0.0
1778620511.569,10808.578,0.0,0.0,0.0,0.0,0.0,0.0
1778620512.572,10809.581,0.0,0.0,0.0,0.0,0.0,0.0
1778620513.575,10810.584,0.0,0.0,0.0,0.0,0.0,0.0
1778620514.578,10811.587,0.0,0.0,0.0,0.0,0.0,0.0
1778620515.581,10812.590,0.0,0.0,0.0,0.0,0.0,0.0
1778620516.584,10813.593,0.0,0.0,0.0,0.0,0.0,0.0
1778620517.586,10814.595,0.0,0.0,0.0,0.0,0.0,0.0
1778620518.589,10815.598,0.0,0.0,0.0,0.0,0.0,0.0
1778620519.592,10816.601,0.0,0.0,0.0,0.0,0.0,0.0
1778620520.595,10817.604,0.0,0.0,0.0,0.0,0.0,0.0
1778620521.598,10818.607,0.0,0.0,0.0,0.0,0.0,0.0
1778620522.601,10819.610,0.0,0.0,0.0,0.0,0.0,0.0
1778620523.604,10820.613,0.0,0.0,0.0,0.0,0.0,0.0
1778620524.607,10821.616,0.0,0.0,0.0,0.0,0.0,0.0
1778620525.610,10822.619,0.0,0.0,0.0,0.0,0.0,0.0
1778620526.613,10823.622,0.0,0.0,0.0,0.0,0.0,0.0
1778620527.616,10824.625,0.0,0.0,0.0,0.0,0.0,0.0
1778620528.618,10825.628,0.0,0.0,0.0,0.0,0.0,0.0
1778620529.571,10826.580,0.0,0.0,0.0,0.0,0.0,0.0
1778620530.574,10827.583,0.0,0.0,0.0,0.0,0.0,0.0
1778620531.577,10828.586,0.0,0.0,0.0,0.0,0.0,0.0
1778620532.580,10829.589,0.0,0.0,0.0,0.0,0.0,0.0
1778620533.583,10830.592,0.0,0.0,0.0,0.0,0.0,0.0
1778620534.586,10831.595,0.0,0.0,0.0,0.0,0.0,0.0
1778620535.589,10832.598,0.0,0.0,0.0,0.0,0.0,0.0
1778620536.592,10833.601,0.0,0.0,0.0,0.0,0.0,0.0
1778620537.595,10834.604,0.0,0.0,0.0,0.0,0.0,0.0
1778620538.598,10835.607,0.0,0.0,0.0,0.0,0.0,0.0
1778620539.600,10836.609,0.0,0.0,0.0,0.0,0.0,0.0
1778620540.603,10837.612,0.0,0.0,0.0,0.0,0.0,0.0
1778620541.606,10838.615,0.0,0.0,0.0,0.0,0.0,0.0
1778620542.609,10839.618,0.0,0.0,0.0,0.0,0.0,0.0
1778620543.612,10840.621,0.0,0.0,0.0,0.0,0.0,0.0
1778620544.615,10841.624,0.0,0.0,0.0,0.0,0.0,0.0
1778620545.618,10842.627,0.0,0.0,0.0,0.0,0.0,0.0
1778620546.571,10843.580,0.0,0.0,0.0,0.0,0.0,0.0
1778620547.573,10844.583,0.0,0.0,0.0,0.0,0.0,0.0
1778620548.576,10845.585,0.0,0.0,0.0,0.0,0.0,0.0
1778620549.579,10846.588,0.0,0.0,0.0,0.0,0.0,0.0
1778620550.582,10847.591,0.0,0.0,0.0,0.0,0.0,0.0
1778620551.585,10848.594,0.0,0.0,0.0,0.0,0.0,0.0
1778620552.588,10849.597,0.0,0.0,0.0,0.0,0.0,0.0
1778620553.591,10850.600,0.0,0.0,0.0,0.0,0.0,0.0
1778620554.594,10851.603,0.0,0.0,0.0,0.0,0.0,0.0
1778620555.597,10852.606,0.0,0.0,0.0,0.0,0.0,0.0
1778620556.600,10853.609,0.0,0.0,0.0,0.0,0.0,0.0
1778620557.603,10854.612,0.0,0.0,0.0,0.0,0.0,0.0
1778620558.606,10855.616,0.0,0.0,0.0,0.0,0.0,0.0
1778620559.610,10856.619,0.0,0.0,0.0,0.0,0.0,0.0
1778620560.613,10857.622,0.0,0.0,0.0,0.0,0.0,0.0
1778620561.616,10858.625,0.0,0.0,0.0,0.0,0.0,0.0
1778620562.568,10859.578,0.0,0.0,0.0,0.0,0.0,0.0
1778620563.572,10860.581,0.0,0.0,0.0,0.0,0.0,0.0
1778620564.575,10861.584,0.0,0.0,0.0,0.0,0.0,0.0
1778620565.577,10862.587,0.0,0.0,0.0,0.0,0.0,0.0
1778620566.580,10863.589,0.0,0.0,0.0,0.0,0.0,0.0
1778620567.583,10864.592,0.0,0.0,0.0,0.0,0.0,0.0
1778620568.586,10865.595,0.0,0.0,0.0,0.0,0.0,0.0
1778620569.590,10866.599,0.0,0.0,0.0,0.0,0.0,0.0
1778620570.592,10867.602,0.0,0.0,0.0,0.0,0.0,0.0
1778620571.595,10868.605,0.0,0.0,0.0,0.0,0.0,0.0
1778620572.598,10869.608,0.0,0.0,0.0,0.0,0.0,0.0
1778620573.601,10870.611,0.0,0.0,0.0,0.0,0.0,0.0
1778620574.604,10871.613,0.0,0.0,0.0,0.0,0.0,0.0
