time_unix,monotonic,channel_0,channel_1,channel_2,channel_3
1778615823.885,6120.895,0.0,0.0,0.0,0.0
1778615824.387,6121.396,0.0,0.0,0.0,0.0
1778615824.888,6121.897,0.0,0.0,0.0,0.0
1778615825.390,6122.399,0.0,0.0,0.0,0.0
1778615825.891,6122.900,0.0,0.0,0.0,0.0
1778615826.393,6123.402,0.0,0.0,0.0,0.0
1778615826.894,6123.903,0.0,0.0,0.0,0.0
1778615827.396,6124.405,0.0,0.0,0.0,0.0
1778615827.897,6124.906,0.0,0.0,0.0,0.0
1778615828.399,6125.408,0.0,0.0,0.0,0.0
1778615828.900,6125.909,0.0,0.0,0.0,0.0
1778615829.402,6126.411,0.0,0.0,0.0,0.0
1778615829.903,6126.912,0.0,0.0,0.0,0.0
1778615830.404,6127.414,0.0,0.0,0.0,0.0
1778615830.906,6127.915,0.0,0.0,0.0,0.0
1778615831.407,6128.417,0.0,0.0,0.0,0.0
1778615831.909,6128.918,0.0,0.0,0.0,0.0
1778615832.410,6129.419,0.0,0.0,0.0,0.0
1778615832.912,6129.921,0.0,0.0,0.0,0.0
1778615833.413,6130.422,0.0,0.0,0.0,0.0
1778615833.915,6130.924,0.0,0.0,0.0,0.0
1778615834.417,6131.426,0.0,0.0,0.0,0.0
1778615834.868,6131.877,0.0,0.0,0.0,0.0
1778615835.370,6132.379,0.0,0.0,0.0,0.0
1778615835.871,6132.880,0.0,0.0,0.0,0.0
1778615836.373,6133.382,0.0,0.0,0.0,0.0
1778615836.874,6133.883,0.0,0.0,0.0,0.0
1778615837.376,6134.385,0.0,0.0,0.0,0.0
1778615837.877,6134.886,0.0,0.0,0.0,0.0
1778615838.378,6135.388,0.0,0.0,0.0,0.0
1778615838.880,6135.889,0.0,0.0,0.0,0.0
1778615839.381,6136.391,0.0,0.0,0.0,0.0
1778615839.883,6136.892,0.0,0.0,0.0,0.0
1778615840.385,6137.394,0.0,0.0,0.0,0.0
1778615840.886,6137.895,0.0,0.0,0.0,0.0
1778615841.387,6138.397,0.0,0.0,0.0,0.0
1778615841.889,6138.898,0.0,0.0,0.0,0.0
1778615842.391,6139.400,0.0,0.0,0.0,0.0
1778615842.893,6139.902,0.0,0.0,0.0,0.0
1778615843.394,6140.403,0.0,0.0,0.0,0.0
1778615843.896,6140.905,0.0,0.0,0.0,0.0
1778615844.397,6141.406,0.0,0.0,0.0,0.0
1778615844.898,6141.908,0.0,0.0,0.0,0.0
1778615845.400,6142.409,0.0,0.0,0.0,0.0
1778615845.901,6142.910,0.0,0.0,0.0,0.0
1778615846.403,6143.412,0.0,0.0,0.0,0.0
1778615846.904,6143.913,0.0,0.0,0.0,0.0
1778615847.406,6144.415,0.0,0.0,0.0,0.0
1778615847.907,6144.916,0.0,0.0,0.0,0.0
1778615848.409,6145.418,0.0,0.0,0.0,0.0
1778615848.910,6145.919,0.0,0.0,0.0,0.0
1778615849.412,6146.421,0.0,0.0,0.0,0.0
1778615849.913,6146.922,0.0,0.0,0.0,0.0
1778615850.415,6147.424,0.0,0.0,0.0,0.0
1778615850.916,6147.925,0.0,0.0,0.0,0.0
1778615851.368,6148.377,0.0,0.0,0.0,0.0
1778615851.869,6148.878,0.0,0.0,0.0,0.0
1778615852.371,6149.380,0.0,0.0,0.0,0.0
