time_unix,monotonic,lat,lon,alt,relative_alt,hdg,num_sv
1778615824.236,6121.246,0.0,0.0,0.0,0.0,0.0,0
1778615825.239,6122.248,0.0,0.0,0.0,0.0,0.0,0
1778615826.242,6123.251,0.0,0.0,0.0,0.0,0.0,0
1778615827.245,6124.254,0.0,0.0,0.0,0.0,0.0,0
1778615828.248,6125.257,0.0,0.0,0.0,0.0,0.0,0
1778615829.251,6126.260,0.0,0.0,0.0,0.0,0.0,0
1778615830.254,6127.263,0.0,0.0,0.0,0.0,0.0,0
1778615831.257,6128.266,0.0,0.0,0.0,0.0,0.0,0
1778615832.260,6129.269,0.0,0.0,0.0,0.0,0.0,0
1778615833.263,6130.272,0.0,0.0,0.0,0.0,0.0,0
1778615834.216,6131.225,0.0,0.0,0.0,0.0,0.0,0
1778615835.219,6132.228,0.0,0.0,0.0,0.0,0.0,0
1778615836.222,6133.231,0.0,0.0,0.0,0.0,0.0,0
1778615837.225,6134.234,0.0,0.0,0.0,0.0,0.0,0
1778615838.228,6135.237,0.0,0.0,0.0,0.0,0.0,0
1778615839.231,6136.240,0.0,0.0,0.0,0.0,0.0,0
1778615840.234,6137.243,0.0,0.0,0.0,0.0,0.0,0
1778615841.237,6138.246,0.0,0.0,0.0,0.0,0.0,0
1778615842.240,6139.249,0.0,0.0,0.0,0.0,0.0,0
1778615843.244,6140.253,0.0,0.0,0.0,0.0,0.0,0
1778615844.247,6141.256,0.0,0.0,0.0,0.0,0.0,0
1778615845.250,6142.259,0.0,0.0,0.0,0.0,0.0,0
1778615846.252,6143.262,0.0,0.0,0.0,0.0,0.0,0
1778615847.255,6144.264,0.0,0.0,0.0,0.0,0.0,0
1778615848.258,6145.267,0.0,0.0,0.0,0.0,0.0,0
1778615849.261,6146.270,0.0,0.0,0.0,0.0,0.0,0
1778615850.214,6147.223,0.0,0.0,0.0,0.0,0.0,0
1778615851.217,6148.226,0.0,0.0,0.0,0.0,0.0,0
1778615852.220,6149.229,0.0,0.0,0.0,0.0,0.0,0
1778615853.223,6150.232,0.0,0.0,0.0,0.0,0.0,0
1778615854.226,6151.235,0.0,0.0,0.0,0.0,0.0,0
1778615855.229,6152.238,0.0,0.0,0.0,0.0,0.0,0
1778615856.232,6153.241,0.0,0.0,0.0,0.0,0.0,0
1778615857.235,6154.244,0.0,0.0,0.0,0.0,0.0,0
1778615858.238,6155.247,0.0,0.0,0.0,0.0,0.0,0
1778615859.241,6156.250,0.0,0.0,0.0,0.0,0.0,0
1778615860.244,6157.253,0.0,0.0,0.0,0.0,0.0,0
1778615861.247,6158.256,0.0,0.0,0.0,0.0,0.0,0
1778615862.250,6159.259,0.0,0.0,0.0,0.0,0.0,0
1778615863.253,6160.262,0.0,0.0,0.0,0.0,0.0,0
1778615864.256,6161.265,0.0,0.0,0.0,0.0,0.0,0
1778615865.259,6162.268,0.0,0.0,0.0,0.0,0.0,0
1778615866.262,6163.271,0.0,0.0,0.0,0.0,0.0,0
1778615867.215,6164.224,0.0,0.0,0.0,0.0,0.0,0
1778615868.218,6165.227,0.0,0.0,0.0,0.0,0.0,0
1778615869.221,6166.230,0.0,0.0,0.0,0.0,0.0,0
1778615870.223,6167.233,0.0,0.0,0.0,0.0,0.0,0
1778615871.226,6168.235,0.0,0.0,0.0,0.0,0.0,0
1778615872.229,6169.238,0.0,0.0,0.0,0.0,0.0,0
1778615873.232,6170.241,0.0,0.0,0.0,0.0,0.0,0
