time_unix,monotonic,flight_stage,arm_state,preflight_ok,arm_checks_ok,launch_initiated,ascent_active,termination_fired,burst_detected,descent_active,landing_detected,cutdown_fired,recovery_active,data_logging_active,apogee_m
1778621089.965,11386.974,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778621090.466,11387.475,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778621090.968,11387.977,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778621091.469,11388.479,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778621091.971,11388.980,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778621092.473,11389.482,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778621092.974,11389.983,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778621093.476,11390.485,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778621093.977,11390.986,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778621094.479,11391.488,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778621094.980,11391.989,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778621095.482,11392.491,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778621095.983,11392.992,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778621096.485,11393.494,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778621096.986,11393.995,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778621097.488,11394.497,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778621097.989,11394.998,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778621098.491,11395.500,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778621098.992,11396.001,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778621099.494,11396.503,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778621099.996,11397.005,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778621100.498,11397.507,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778621100.949,11397.958,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778621101.451,11398.460,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778621101.952,11398.961,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778621102.454,11399.463,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778621102.955,11399.964,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778621103.457,11400.466,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778621103.958,11400.967,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778621104.460,11401.469,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778621104.961,11401.970,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778621105.463,11402.472,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778621105.964,11402.973,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778621106.466,11403.475,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778621106.967,11403.976,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778621107.468,11404.478,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778621107.970,11404.979,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778621108.472,11405.481,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778621108.973,11405.982,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778621109.474,11406.484,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778621109.976,11406.985,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778621110.477,11407.487,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778621110.979,11407.988,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778621111.480,11408.490,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778621111.982,11408.991,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778621112.483,11409.493,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778621112.985,11409.994,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778621113.486,11410.495,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1778621113.988,11410.997,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
