time_unix,monotonic,channel_0,channel_1,channel_2,channel_3
1778621089.814,11386.823,0.0,0.0,0.0,0.0
1778621090.316,11387.325,0.0,0.0,0.0,0.0
1778621090.817,11387.826,0.0,0.0,0.0,0.0
1778621091.319,11388.328,0.0,0.0,0.0,0.0
1778621091.821,11388.830,0.0,0.0,0.0,0.0
1778621092.322,11389.331,0.0,0.0,0.0,0.0
1778621092.824,11389.833,0.0,0.0,0.0,0.0
1778621093.325,11390.334,0.0,0.0,0.0,0.0
1778621093.827,11390.836,0.0,0.0,0.0,0.0
1778621094.328,11391.337,0.0,0.0,0.0,0.0
1778621094.830,11391.839,0.0,0.0,0.0,0.0
1778621095.331,11392.340,0.0,0.0,0.0,0.0
1778621095.833,11392.842,0.0,0.0,0.0,0.0
1778621096.334,11393.343,0.0,0.0,0.0,0.0
1778621096.836,11393.845,0.0,0.0,0.0,0.0
1778621097.337,11394.346,0.0,0.0,0.0,0.0
1778621097.839,11394.848,0.0,0.0,0.0,0.0
1778621098.340,11395.349,0.0,0.0,0.0,0.0
1778621098.842,11395.851,0.0,0.0,0.0,0.0
1778621099.343,11396.352,0.0,0.0,0.0,0.0
1778621099.796,11396.805,0.0,0.0,0.0,0.0
1778621100.297,11397.306,0.0,0.0,0.0,0.0
1778621100.799,11397.808,0.0,0.0,0.0,0.0
1778621101.300,11398.309,0.0,0.0,0.0,0.0
1778621101.802,11398.811,0.0,0.0,0.0,0.0
1778621102.303,11399.312,0.0,0.0,0.0,0.0
1778621102.805,11399.814,0.0,0.0,0.0,0.0
1778621103.306,11400.315,0.0,0.0,0.0,0.0
1778621103.808,11400.817,0.0,0.0,0.0,0.0
1778621104.309,11401.318,0.0,0.0,0.0,0.0
1778621104.811,11401.820,0.0,0.0,0.0,0.0
1778621105.312,11402.321,0.0,0.0,0.0,0.0
1778621105.814,11402.823,0.0,0.0,0.0,0.0
1778621106.315,11403.324,0.0,0.0,0.0,0.0
1778621106.817,11403.826,0.0,0.0,0.0,0.0
1778621107.318,11404.327,0.0,0.0,0.0,0.0
1778621107.820,11404.829,0.0,0.0,0.0,0.0
1778621108.321,11405.330,0.0,0.0,0.0,0.0
1778621108.823,11405.832,0.0,0.0,0.0,0.0
1778621109.324,11406.333,0.0,0.0,0.0,0.0
1778621109.825,11406.834,0.0,0.0,0.0,0.0
1778621110.327,11407.336,0.0,0.0,0.0,0.0
1778621110.829,11407.838,0.0,0.0,0.0,0.0
1778621111.330,11408.339,0.0,0.0,0.0,0.0
1778621111.831,11408.841,0.0,0.0,0.0,0.0
1778621112.333,11409.342,0.0,0.0,0.0,0.0
1778621112.835,11409.844,0.0,0.0,0.0,0.0
1778621113.336,11410.345,0.0,0.0,0.0,0.0
1778621113.837,11410.847,0.0,0.0,0.0,0.0
