time_unix,monotonic,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed
1778621273.112,11570.121,0.0,0.0,0.0,0.0,0.0,0.0
1778621273.363,11570.372,0.0,0.0,0.0,0.0,0.0,0.0
1778621273.613,11570.622,0.0,0.0,0.0,0.0,0.0,0.0
1778621273.864,11570.873,0.0,0.0,0.0,0.0,0.0,0.0
1778621274.115,11571.124,0.0,0.0,0.0,0.0,0.0,0.0
1778621274.366,11571.375,0.0,0.0,0.0,0.0,0.0,0.0
1778621274.616,11571.625,0.0,0.0,0.0,0.0,0.0,0.0
1778621274.867,11571.876,0.0,0.0,0.0,0.0,0.0,0.0
1778621275.118,11572.127,0.0,0.0,0.0,0.0,0.0,0.0
1778621275.369,11572.378,0.0,0.0,0.0,0.0,0.0,0.0
1778621275.619,11572.628,0.0,0.0,0.0,0.0,0.0,0.0
1778621275.870,11572.879,0.0,0.0,0.0,0.0,0.0,0.0
1778621276.121,11573.130,0.0,0.0,0.0,0.0,0.0,0.0
1778621276.371,11573.381,0.0,0.0,0.0,0.0,0.0,0.0
1778621276.622,11573.631,0.0,0.0,0.0,0.0,0.0,0.0
1778621276.873,11573.882,0.0,0.0,0.0,0.0,0.0,0.0
1778621277.124,11574.133,0.0,0.0,0.0,0.0,0.0,0.0
1778621277.324,11574.333,0.0,0.0,0.0,0.0,0.0,0.0
1778621277.575,11574.584,0.0,0.0,0.0,0.0,0.0,0.0
1778621277.826,11574.835,0.0,0.0,0.0,0.0,0.0,0.0
1778621278.076,11575.085,0.0,0.0,0.0,0.0,0.0,0.0
1778621278.327,11575.336,0.0,0.0,0.0,0.0,0.0,0.0
1778621278.578,11575.587,0.0,0.0,0.0,0.0,0.0,0.0
1778621278.828,11575.838,0.0,0.0,0.0,0.0,0.0,0.0
1778621279.079,11576.088,0.0,0.0,0.0,0.0,0.0,0.0
1778621279.330,11576.339,0.0,0.0,0.0,0.0,0.0,0.0
1778621279.581,11576.590,0.0,0.0,0.0,0.0,0.0,0.0
1778621279.831,11576.840,0.0,0.0,0.0,0.0,0.0,0.0
1778621280.082,11577.091,0.0,0.0,0.0,0.0,0.0,0.0
1778621280.333,11577.342,0.0,0.0,0.0,0.0,0.0,0.0
1778621280.584,11577.593,0.0,0.0,0.0,0.0,0.0,0.0
1778621280.834,11577.843,0.0,0.0,0.0,0.0,0.0,0.0
1778621281.085,11578.094,0.0,0.0,0.0,0.0,0.0,0.0
1778621281.336,11578.345,0.0,0.0,0.0,0.0,0.0,0.0
1778621281.587,11578.596,0.0,0.0,0.0,0.0,0.0,0.0
1778621281.837,11578.846,0.0,0.0,0.0,0.0,0.0,0.0
1778621282.088,11579.097,0.0,0.0,0.0,0.0,0.0,0.0
1778621282.339,11579.348,0.0,0.0,0.0,0.0,0.0,0.0
1778621282.589,11579.599,0.0,0.0,0.0,0.0,0.0,0.0
1778621282.840,11579.849,0.0,0.0,0.0,0.0,0.0,0.0
1778621283.091,11580.100,0.0,0.0,0.0,0.0,0.0,0.0
1778621283.342,11580.351,0.0,0.0,0.0,0.0,0.0,0.0
1778621283.592,11580.601,0.0,0.0,0.0,0.0,0.0,0.0
1778621283.843,11580.852,0.0,0.0,0.0,0.0,0.0,0.0
1778621284.094,11581.103,0.0,0.0,0.0,0.0,0.0,0.0
1778621284.344,11581.354,0.0,0.0,0.0,0.0,0.0,0.0
1778621284.595,11581.604,0.0,0.0,0.0,0.0,0.0,0.0
1778621284.846,11581.855,0.0,0.0,0.0,0.0,0.0,0.0
1778621285.097,11582.106,0.0,0.0,0.0,0.0,0.0,0.0
1778621285.347,11582.356,0.0,0.0,0.0,0.0,0.0,0.0
1778621285.598,11582.607,0.0,0.0,0.0,0.0,0.0,0.0
1778621285.849,11582.858,0.0,0.0,0.0,0.0,0.0,0.0
1778621286.100,11583.109,0.0,0.0,0.0,0.0,0.0,0.0
1778621286.350,11583.359,0.0,0.0,0.0,0.0,0.0,0.0
1778621286.601,11583.610,0.0,0.0,0.0,0.0,0.0,0.0
1778621286.852,11583.861,0.0,0.0,0.0,0.0,0.0,0.0
1778621287.103,11584.112,0.0,0.0,0.0,0.0,0.0,0.0
1778621287.353,11584.363,0.0,0.0,0.0,0.0,0.0,0.0
1778621287.604,11584.613,0.0,0.0,0.0,0.0,0.0,0.0
1778621287.855,11584.864,0.0,0.0,0.0,0.0,0.0,0.0
1778621288.106,11585.115,0.0,0.0,0.0,0.0,0.0,0.0
1778621288.357,11585.366,0.0,0.0,0.0,0.0,0.0,0.0
1778621288.607,11585.616,0.0,0.0,0.0,0.0,0.0,0.0
1778621288.858,11585.867,0.0,0.0,0.0,0.0,0.0,0.0
1778621289.109,11586.118,0.0,0.0,0.0,0.0,0.0,0.0
1778621289.360,11586.369,0.0,0.0,0.0,0.0,0.0,0.0
1778621289.610,11586.619,0.0,0.0,0.0,0.0,0.0,0.0
1778621289.861,11586.870,0.0,0.0,0.0,0.0,0.0,0.0
1778621290.112,11587.121,0.0,0.0,0.0,0.0,0.0,0.0
1778621290.363,11587.372,0.0,0.0,0.0,0.0,0.0,0.0
1778621290.613,11587.622,0.0,0.0,0.0,0.0,0.0,0.0
1778621290.864,11587.873,0.0,0.0,0.0,0.0,0.0,0.0
1778621291.115,11588.124,0.0,0.0,0.0,0.0,0.0,0.0
1778621291.365,11588.375,0.0,0.0,0.0,0.0,0.0,0.0
1778621291.616,11588.625,0.0,0.0,0.0,0.0,0.0,0.0
1778621291.867,11588.876,0.0,0.0,0.0,0.0,0.0,0.0
1778621292.118,11589.127,0.0,0.0,0.0,0.0,0.0,0.0
1778621292.368,11589.377,0.0,0.0,0.0,0.0,0.0,0.0
1778621292.619,11589.628,0.0,0.0,0.0,0.0,0.0,0.0
1778621292.870,11589.879,0.0,0.0,0.0,0.0,0.0,0.0
1778621293.120,11590.130,0.0,0.0,0.0,0.0,0.0,0.0
1778621293.371,11590.380,0.0,0.0,0.0,0.0,0.0,0.0
1778621293.622,11590.631,0.0,0.0,0.0,0.0,0.0,0.0
1778621293.873,11590.882,0.0,0.0,0.0,0.0,0.0,0.0
1778621294.123,11591.132,0.0,0.0,0.0,0.0,0.0,0.0
1778621294.324,11591.333,0.0,0.0,0.0,0.0,0.0,0.0
1778621294.575,11591.584,0.0,0.0,0.0,0.0,0.0,0.0
1778621294.825,11591.834,0.0,0.0,0.0,0.0,0.0,0.0
1778621295.076,11592.085,0.0,0.0,0.0,0.0,0.0,0.0
1778621295.327,11592.336,0.0,0.0,0.0,0.0,0.0,0.0
1778621295.578,11592.587,0.0,0.0,0.0,0.0,0.0,0.0
1778621295.828,11592.837,0.0,0.0,0.0,0.0,0.0,0.0
1778621296.079,11593.088,0.0,0.0,0.0,0.0,0.0,0.0
1778621296.330,11593.339,0.0,0.0,0.0,0.0,0.0,0.0
1778621296.580,11593.589,0.0,0.0,0.0,0.0,0.0,0.0
1778621296.831,11593.840,0.0,0.0,0.0,0.0,0.0,0.0
1778621297.082,11594.091,0.0,0.0,0.0,0.0,0.0,0.0
1778621297.333,11594.342,0.0,0.0,0.0,0.0,0.0,0.0
1778621297.583,11594.592,0.0,0.0,0.0,0.0,0.0,0.0
1778621297.834,11594.843,0.0,0.0,0.0,0.0,0.0,0.0
1778621298.085,11595.094,0.0,0.0,0.0,0.0,0.0,0.0
1778621298.335,11595.344,0.0,0.0,0.0,0.0,0.0,0.0
1778621298.586,11595.595,0.0,0.0,0.0,0.0,0.0,0.0
1778621298.837,11595.846,0.0,0.0,0.0,0.0,0.0,0.0
1778621299.088,11596.097,0.0,0.0,0.0,0.0,0.0,0.0
1778621299.338,11596.347,0.0,0.0,0.0,0.0,0.0,0.0
1778621299.589,11596.598,0.0,0.0,0.0,0.0,0.0,0.0
1778621299.840,11596.849,0.0,0.0,0.0,0.0,0.0,0.0
1778621300.090,11597.099,0.0,0.0,0.0,0.0,0.0,0.0
1778621300.341,11597.350,0.0,0.0,0.0,0.0,0.0,0.0
1778621300.592,11597.601,0.0,0.0,0.0,0.0,0.0,0.0
1778621300.843,11597.852,0.0,0.0,0.0,0.0,0.0,0.0
1778621301.093,11598.102,0.0,0.0,0.0,0.0,0.0,0.0
1778621301.344,11598.353,0.0,0.0,0.0,0.0,0.0,0.0
1778621301.595,11598.604,0.0,0.0,0.0,0.0,0.0,0.0
1778621301.845,11598.855,0.0,0.0,0.0,0.0,0.0,0.0
1778621302.096,11599.105,0.0,0.0,0.0,0.0,0.0,0.0
1778621302.347,11599.356,0.0,0.0,0.0,0.0,0.0,0.0
1778621302.598,11599.607,0.0,0.0,0.0,0.0,0.0,0.0
1778621302.848,11599.857,0.0,0.0,0.0,0.0,0.0,0.0
1778621303.099,11600.108,0.0,0.0,0.0,0.0,0.0,0.0
1778621303.350,11600.359,0.0,0.0,0.0,0.0,0.0,0.0
1778621303.601,11600.610,0.0,0.0,0.0,0.0,0.0,0.0
1778621303.851,11600.860,0.0,0.0,0.0,0.0,0.0,0.0
1778621304.102,11601.111,0.0,0.0,0.0,0.0,0.0,0.0
1778621304.353,11601.362,0.0,0.0,0.0,0.0,0.0,0.0
1778621304.604,11601.613,0.0,0.0,0.0,0.0,0.0,0.0
1778621304.854,11601.863,0.0,0.0,0.0,0.0,0.0,0.0
1778621305.105,11602.114,0.0,0.0,0.0,0.0,0.0,0.0
1778621305.356,11602.365,0.0,0.0,0.0,0.0,0.0,0.0
1778621305.606,11602.615,0.0,0.0,0.0,0.0,0.0,0.0
1778621305.857,11602.866,0.0,0.0,0.0,0.0,0.0,0.0
1778621306.108,11603.117,0.0,0.0,0.0,0.0,0.0,0.0
1778621306.359,11603.368,0.0,0.0,0.0,0.0,0.0,0.0
1778621306.610,11603.619,0.0,0.0,0.0,0.0,0.0,0.0
1778621306.860,11603.869,0.0,0.0,0.0,0.0,0.0,0.0
1778621307.111,11604.120,0.0,0.0,0.0,0.0,0.0,0.0
1778621307.362,11604.371,0.0,0.0,0.0,0.0,0.0,0.0
1778621307.612,11604.621,0.0,0.0,0.0,0.0,0.0,0.0
