time_unix,monotonic,data_rate,tx_power,channel
1778614792.220,5089.229,2,2,0
1778614797.235,5094.244,2,2,0
1778614802.249,5099.258,2,2,0
1778614807.215,5104.224,2,2,0
1778614812.229,5109.239,2,2,0
1778614817.244,5114.253,2,2,0
1778614822.259,5119.268,2,2,0
1778614827.224,5124.233,2,2,0
1778614832.238,5129.248,2,2,0
1778614837.253,5134.262,2,2,0
1778614842.218,5139.227,2,2,0
1778614847.232,5144.241,2,2,0
1778614852.247,5149.256,2,2,0
1778614857.262,5154.271,2,2,0
1778614862.226,5159.235,2,2,0
1778614867.241,5164.250,2,2,0
1778614872.256,5169.265,2,2,0
1778614877.221,5174.230,2,2,0
1778614882.236,5179.245,2,2,0
1778614887.252,5184.261,2,2,0
1778614892.216,5189.225,2,2,0
1778614897.231,5194.240,2,2,0
1778614902.246,5199.255,2,2,0
1778614907.261,5204.270,2,2,0
1778614912.226,5209.235,2,2,0
1778614917.241,5214.250,2,2,0
1778614922.256,5219.265,2,2,0
1778614927.221,5224.230,2,2,0
1778614932.236,5229.245,2,2,0
1778614937.251,5234.260,2,2,0
1778614942.216,5239.225,2,2,0
1778614947.230,5244.239,2,2,0
1778614952.246,5249.255,2,2,0
1778614957.261,5254.270,2,2,0
1778614962.225,5259.235,2,2,0
1778614967.241,5264.251,2,2,0
1778614972.258,5269.267,2,2,0
1778614977.222,5274.231,2,2,0
1778614982.237,5279.246,2,2,0
1778614987.253,5284.262,2,2,0
1778614992.218,5289.227,2,2,0
1778614997.233,5294.242,2,2,0
1778615002.248,5299.257,2,2,0
1778615007.263,5304.272,2,2,0
1778615012.227,5309.236,2,2,0
1778615017.243,5314.252,2,2,0
1778615022.258,5319.267,2,2,0
1778615027.223,5324.232,2,2,0
1778615032.238,5329.247,2,2,0
1778615037.253,5334.262,2,2,0
1778615042.218,5339.227,2,2,0
1778615047.233,5344.242,2,2,0
1778615052.248,5349.257,2,2,0
1778615057.216,5354.226,2,2,0
1778615062.232,5359.241,2,2,0
1778615067.247,5364.256,2,2,0
1778615072.262,5369.272,2,2,0
1778615077.227,5374.236,2,2,0
1778615082.243,5379.252,2,2,0
1778615087.258,5384.267,2,2,0
1778615092.222,5389.231,2,2,0
1778615097.237,5394.246,2,2,0
1778615102.252,5399.261,2,2,0
1778615107.217,5404.227,2,2,0
1778615112.232,5409.241,2,2,0
1778615117.247,5414.256,2,2,0
1778615122.262,5419.271,2,2,0
1778615127.227,5424.236,2,2,0
1778615132.242,5429.251,2,2,0
1778615137.258,5434.267,2,2,0
1778615142.223,5439.232,2,2,0
1778615147.238,5444.247,2,2,0
1778615152.253,5449.262,2,2,0
1778615157.218,5454.227,2,2,0
1778615162.232,5459.242,2,2,0
1778615167.248,5464.257,2,2,0
1778615172.263,5469.272,2,2,0
1778615177.228,5474.237,2,2,0
1778615182.243,5479.252,2,2,0
1778615187.259,5484.268,2,2,0
1778615192.223,5489.233,2,2,0
1778615197.239,5494.248,2,2,0
1778615202.254,5499.263,2,2,0
1778615207.219,5504.228,2,2,0
1778615212.234,5509.243,2,2,0
1778615217.249,5514.258,2,2,0
1778615222.214,5519.223,2,2,0
1778615227.230,5524.239,2,2,0
1778615232.245,5529.254,2,2,0
1778615237.260,5534.269,2,2,0
1778615242.224,5539.233,2,2,0
1778615247.239,5544.248,2,2,0
1778615252.254,5549.263,2,2,0
1778615257.219,5554.228,2,2,0
1778615262.235,5559.244,2,2,0
1778615267.250,5564.259,2,2,0
1778615272.215,5569.224,2,2,0
1778615277.230,5574.239,2,2,0
1778615282.245,5579.254,2,2,0
1778615287.260,5584.269,2,2,0
1778615292.225,5589.234,2,2,0
1778615297.240,5594.249,2,2,0
1778615302.255,5599.264,2,2,0
1778615307.220,5604.229,2,2,0
1778615312.235,5609.245,2,2,0
1778615317.250,5614.259,2,2,0
1778615322.215,5619.224,2,2,0
1778615327.230,5624.239,2,2,0
1778615332.245,5629.254,2,2,0
1778615337.261,5634.270,2,2,0
1778615342.225,5639.235,2,2,0
1778615347.241,5644.250,2,2,0
1778615352.256,5649.265,2,2,0
1778615357.221,5654.230,2,2,0
1778615362.237,5659.246,2,2,0
1778615367.252,5664.261,2,2,0
1778615372.216,5669.226,2,2,0
1778615377.232,5674.241,2,2,0
1778615382.247,5679.256,2,2,0
1778615387.262,5684.271,2,2,0
1778615392.227,5689.236,2,2,0
1778615397.246,5694.255,2,2,0
1778615402.214,5699.223,2,2,0
1778615407.229,5704.238,2,2,0
1778615412.244,5709.253,2,2,0
1778615417.259,5714.268,2,2,0
1778615422.223,5719.232,2,2,0
1778615427.239,5724.248,2,2,0
1778615432.254,5729.264,2,2,0
1778615437.219,5734.229,2,2,0
1778615442.235,5739.244,2,2,0
1778615447.250,5744.259,2,2,0
1778615452.215,5749.224,2,2,0
1778615457.230,5754.240,2,2,0
1778615462.246,5759.255,2,2,0
1778615467.261,5764.270,2,2,0
1778615472.225,5769.234,2,2,0
1778615477.240,5774.249,2,2,0
1778615482.255,5779.264,2,2,0
