time_unix,monotonic,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed
1778607945.326,3693.125,0.0,0.0,0.0,0.0,0.0,0.0
1778607945.577,3693.375,0.0,0.0,0.0,0.0,0.0,0.0
1778607945.828,3693.626,0.0,0.0,0.0,0.0,0.0,0.0
1778607946.078,3693.877,0.0,0.0,0.0,0.0,0.0,0.0
1778607946.329,3694.128,0.0,0.0,0.0,0.0,0.0,0.0
1778607946.580,3694.379,0.0,0.0,0.0,0.0,0.0,0.0
1778607946.831,3694.629,0.0,0.0,0.0,0.0,0.0,0.0
1778607947.081,3694.880,0.0,0.0,0.0,0.0,0.0,0.0
1778607947.332,3695.131,0.0,0.0,0.0,0.0,0.0,0.0
1778607947.583,3695.381,0.0,0.0,0.0,0.0,0.0,0.0
1778607947.834,3695.632,0.0,0.0,0.0,0.0,0.0,0.0
1778607948.034,3695.833,0.0,0.0,0.0,0.0,0.0,0.0
1778607948.285,3696.084,0.0,0.0,0.0,0.0,0.0,0.0
1778607948.536,3696.334,0.0,0.0,0.0,0.0,0.0,0.0
1778607948.786,3696.585,0.0,0.0,0.0,0.0,0.0,0.0
1778607949.037,3696.836,0.0,0.0,0.0,0.0,0.0,0.0
1778607949.288,3697.087,0.0,0.0,0.0,0.0,0.0,0.0
1778607949.539,3697.337,0.0,0.0,0.0,0.0,0.0,0.0
1778607949.789,3697.588,0.0,0.0,0.0,0.0,0.0,0.0
1778607950.040,3697.839,0.0,0.0,0.0,0.0,0.0,0.0
1778607950.291,3698.089,0.0,0.0,0.0,0.0,0.0,0.0
1778607950.542,3698.340,0.0,0.0,0.0,0.0,0.0,0.0
1778607950.792,3698.591,0.0,0.0,0.0,0.0,0.0,0.0
1778607951.043,3698.842,0.0,0.0,0.0,0.0,0.0,0.0
1778607951.294,3699.092,0.0,0.0,0.0,0.0,0.0,0.0
1778607951.544,3699.343,0.0,0.0,0.0,0.0,0.0,0.0
1778607951.795,3699.594,0.0,0.0,0.0,0.0,0.0,0.0
1778607952.046,3699.844,0.0,0.0,0.0,0.0,0.0,0.0
1778607952.297,3700.095,0.0,0.0,0.0,0.0,0.0,0.0
1778607952.547,3700.346,0.0,0.0,0.0,0.0,0.0,0.0
1778607952.798,3700.597,0.0,0.0,0.0,0.0,0.0,0.0
1778607953.049,3700.848,0.0,0.0,0.0,0.0,0.0,0.0
1778607953.300,3701.098,0.0,0.0,0.0,0.0,0.0,0.0
1778607953.551,3701.349,0.0,0.0,0.0,0.0,0.0,0.0
1778607953.802,3701.600,0.0,0.0,0.0,0.0,0.0,0.0
1778607954.053,3701.851,0.0,0.0,0.0,0.0,0.0,0.0
1778607954.304,3702.102,0.0,0.0,0.0,0.0,0.0,0.0
1778607954.555,3702.353,0.0,0.0,0.0,0.0,0.0,0.0
1778607954.806,3702.604,0.0,0.0,0.0,0.0,0.0,0.0
1778607955.056,3702.855,0.0,0.0,0.0,0.0,0.0,0.0
1778607955.307,3703.105,0.0,0.0,0.0,0.0,0.0,0.0
1778607955.558,3703.356,0.0,0.0,0.0,0.0,0.0,0.0
1778607955.808,3703.607,0.0,0.0,0.0,0.0,0.0,0.0
1778607956.059,3703.858,0.0,0.0,0.0,0.0,0.0,0.0
1778607956.310,3704.108,0.0,0.0,0.0,0.0,0.0,0.0
1778607956.561,3704.359,0.0,0.0,0.0,0.0,0.0,0.0
1778607956.811,3704.610,0.0,0.0,0.0,0.0,0.0,0.0
1778607957.062,3704.860,0.0,0.0,0.0,0.0,0.0,0.0
1778607957.313,3705.111,0.0,0.0,0.0,0.0,0.0,0.0
1778607957.563,3705.362,0.0,0.0,0.0,0.0,0.0,0.0
