time_unix,monotonic,press_abs,press_diff,temperature,baro_alt,climb,airspeed,groundspeed
1778607945.928,3693.727,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778607946.881,3694.679,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778607947.884,3695.682,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778607948.887,3696.685,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778607949.890,3697.688,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778607950.893,3698.691,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778607951.895,3699.694,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778607952.898,3700.697,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778607953.902,3701.701,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778607954.906,3702.704,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778607955.909,3703.707,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778607956.912,3704.710,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778607957.914,3705.713,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778607958.917,3706.716,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778607959.920,3707.719,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778607960.923,3708.722,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778607961.926,3709.724,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778607962.929,3710.727,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778607963.882,3711.680,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778607964.885,3712.683,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778607965.888,3713.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778607966.891,3714.689,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778607967.894,3715.692,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778607968.896,3716.695,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778607969.899,3717.698,0.0,0.0,0.0,0.0,0.0,0.0,0.0
