time_unix,monotonic,data_rate,tx_power,channel
1778607949.890,3697.688,1,2,0
1778607954.906,3702.704,1,2,0
1778607959.920,3707.719,1,2,0
1778607964.885,3712.683,1,2,0
1778607969.899,3717.698,1,2,0
1778607974.914,3722.713,1,2,0
1778607979.929,3727.727,1,2,0
1778607984.894,3732.692,1,2,0
1778607989.908,3737.707,1,2,0
1778607994.923,3742.722,1,2,0
1778607999.888,3747.686,1,2,0
1778608004.903,3752.701,1,2,0
1778608009.918,3757.717,1,2,0
1778608014.883,3762.681,1,2,0
1778608019.898,3767.696,1,2,0
1778608024.915,3772.714,1,2,0
1778608029.884,3777.682,1,2,0
1778608034.901,3782.700,1,2,0
1778608039.916,3787.714,1,2,0
1778608044.881,3792.679,1,2,0
1778608049.895,3797.694,1,2,0
1778608054.910,3802.709,1,2,0
1778608059.925,3807.723,1,2,0
1778608064.889,3812.688,1,2,0
1778608069.904,3817.703,1,2,0
1778608074.919,3822.717,1,2,0
1778608079.883,3827.682,1,2,0
1778608084.898,3832.696,1,2,0
1778608089.913,3837.712,1,2,0
1778608094.929,3842.728,1,2,0
1778608099.905,3847.704,1,2,0
1778608104.923,3852.721,1,2,0
1778608109.889,3857.688,1,2,0
1778608114.904,3862.703,1,2,0
1778608119.919,3867.718,1,2,0
