time_unix,monotonic,channel_0,channel_1,channel_2,channel_3
1778607945.477,3693.275,0.0,0.0,0.0,0.0
1778607945.978,3693.777,0.0,0.0,0.0,0.0
1778607946.480,3694.278,0.0,0.0,0.0,0.0
1778607946.981,3694.780,0.0,0.0,0.0,0.0
1778607947.483,3695.281,0.0,0.0,0.0,0.0
1778607947.984,3695.783,0.0,0.0,0.0,0.0
1778607948.486,3696.284,0.0,0.0,0.0,0.0
1778607948.987,3696.786,0.0,0.0,0.0,0.0
1778607949.489,3697.287,0.0,0.0,0.0,0.0
1778607949.990,3697.789,0.0,0.0,0.0,0.0
1778607950.491,3698.290,0.0,0.0,0.0,0.0
1778607950.993,3698.791,0.0,0.0,0.0,0.0
1778607951.494,3699.293,0.0,0.0,0.0,0.0
1778607951.996,3699.794,0.0,0.0,0.0,0.0
1778607952.497,3700.296,0.0,0.0,0.0,0.0
1778607952.999,3700.797,0.0,0.0,0.0,0.0
1778607953.501,3701.299,0.0,0.0,0.0,0.0
1778607954.003,3701.801,0.0,0.0,0.0,0.0
1778607954.504,3702.303,0.0,0.0,0.0,0.0
1778607955.006,3702.805,0.0,0.0,0.0,0.0
1778607955.457,3703.256,0.0,0.0,0.0,0.0
1778607955.959,3703.757,0.0,0.0,0.0,0.0
1778607956.460,3704.259,0.0,0.0,0.0,0.0
1778607956.962,3704.760,0.0,0.0,0.0,0.0
1778607957.463,3705.262,0.0,0.0,0.0,0.0
1778607957.964,3705.763,0.0,0.0,0.0,0.0
1778607958.466,3706.264,0.0,0.0,0.0,0.0
1778607958.967,3706.766,0.0,0.0,0.0,0.0
1778607959.469,3707.267,0.0,0.0,0.0,0.0
1778607959.970,3707.769,0.0,0.0,0.0,0.0
1778607960.472,3708.270,0.0,0.0,0.0,0.0
1778607960.973,3708.772,0.0,0.0,0.0,0.0
1778607961.475,3709.273,0.0,0.0,0.0,0.0
1778607961.976,3709.775,0.0,0.0,0.0,0.0
1778607962.478,3710.276,0.0,0.0,0.0,0.0
1778607962.979,3710.778,0.0,0.0,0.0,0.0
1778607963.480,3711.279,0.0,0.0,0.0,0.0
1778607963.982,3711.781,0.0,0.0,0.0,0.0
1778607964.483,3712.282,0.0,0.0,0.0,0.0
1778607964.985,3712.783,0.0,0.0,0.0,0.0
1778607965.486,3713.285,0.0,0.0,0.0,0.0
1778607965.988,3713.786,0.0,0.0,0.0,0.0
1778607966.489,3714.288,0.0,0.0,0.0,0.0
1778607966.991,3714.789,0.0,0.0,0.0,0.0
1778607967.492,3715.291,0.0,0.0,0.0,0.0
1778607967.994,3715.792,0.0,0.0,0.0,0.0
1778607968.495,3716.294,0.0,0.0,0.0,0.0
1778607968.997,3716.795,0.0,0.0,0.0,0.0
1778607969.498,3717.297,0.0,0.0,0.0,0.0
1778607970.000,3717.798,0.0,0.0,0.0,0.0
1778607970.501,3718.300,0.0,0.0,0.0,0.0
1778607971.003,3718.801,0.0,0.0,0.0,0.0
1778607971.504,3719.303,0.0,0.0,0.0,0.0
1778607972.006,3719.804,0.0,0.0,0.0,0.0
1778607972.457,3720.256,0.0,0.0,0.0,0.0
1778607972.958,3720.757,0.0,0.0,0.0,0.0
1778607973.460,3721.259,0.0,0.0,0.0,0.0
1778607973.961,3721.760,0.0,0.0,0.0,0.0
1778607974.463,3722.261,0.0,0.0,0.0,0.0
1778607974.964,3722.763,0.0,0.0,0.0,0.0
