time_unix,monotonic,target_heading_rad,heading_error_rad,source_angle_deg,source_angle_error_deg
1778607945.727,3693.526,0.0,0.0,0.0,0.0
1778607946.229,3694.027,0.0,0.0,0.0,0.0
1778607946.730,3694.529,0.0,0.0,0.0,0.0
1778607947.232,3695.030,0.0,0.0,0.0,0.0
1778607947.733,3695.532,0.0,0.0,0.0,0.0
1778607948.235,3696.033,0.0,0.0,0.0,0.0
1778607948.736,3696.535,0.0,0.0,0.0,0.0
1778607949.188,3696.986,0.0,0.0,0.0,0.0
1778607949.689,3697.488,0.0,0.0,0.0,0.0
1778607950.191,3697.989,0.0,0.0,0.0,0.0
1778607950.692,3698.491,0.0,0.0,0.0,0.0
1778607951.193,3698.992,0.0,0.0,0.0,0.0
1778607951.695,3699.493,0.0,0.0,0.0,0.0
1778607952.196,3699.995,0.0,0.0,0.0,0.0
1778607952.698,3700.496,0.0,0.0,0.0,0.0
1778607953.200,3700.998,0.0,0.0,0.0,0.0
1778607953.701,3701.500,0.0,0.0,0.0,0.0
1778607954.203,3702.002,0.0,0.0,0.0,0.0
1778607954.705,3702.504,0.0,0.0,0.0,0.0
1778607955.207,3703.005,0.0,0.0,0.0,0.0
1778607955.708,3703.507,0.0,0.0,0.0,0.0
1778607956.210,3704.008,0.0,0.0,0.0,0.0
1778607956.711,3704.510,0.0,0.0,0.0,0.0
1778607957.212,3705.011,0.0,0.0,0.0,0.0
1778607957.714,3705.512,0.0,0.0,0.0,0.0
1778607958.215,3706.014,0.0,0.0,0.0,0.0
1778607958.717,3706.515,0.0,0.0,0.0,0.0
1778607959.218,3707.017,0.0,0.0,0.0,0.0
1778607959.720,3707.518,0.0,0.0,0.0,0.0
1778607960.221,3708.020,0.0,0.0,0.0,0.0
1778607960.722,3708.521,0.0,0.0,0.0,0.0
1778607961.224,3709.022,0.0,0.0,0.0,0.0
1778607961.725,3709.524,0.0,0.0,0.0,0.0
1778607962.227,3710.025,0.0,0.0,0.0,0.0
1778607962.728,3710.527,0.0,0.0,0.0,0.0
1778607963.230,3711.028,0.0,0.0,0.0,0.0
1778607963.731,3711.530,0.0,0.0,0.0,0.0
1778607964.233,3712.031,0.0,0.0,0.0,0.0
1778607964.734,3712.533,0.0,0.0,0.0,0.0
1778607965.236,3713.034,0.0,0.0,0.0,0.0
1778607965.737,3713.536,0.0,0.0,0.0,0.0
1778607966.188,3713.987,0.0,0.0,0.0,0.0
1778607966.690,3714.489,0.0,0.0,0.0,0.0
1778607967.191,3714.990,0.0,0.0,0.0,0.0
1778607967.693,3715.492,0.0,0.0,0.0,0.0
1778607968.194,3715.993,0.0,0.0,0.0,0.0
1778607968.696,3716.494,0.0,0.0,0.0,0.0
1778607969.197,3716.996,0.0,0.0,0.0,0.0
1778607969.699,3717.497,0.0,0.0,0.0,0.0
1778607970.200,3717.999,0.0,0.0,0.0,0.0
1778607970.702,3718.500,0.0,0.0,0.0,0.0
1778607971.203,3719.002,0.0,0.0,0.0,0.0
1778607971.705,3719.503,0.0,0.0,0.0,0.0
1778607972.206,3720.005,0.0,0.0,0.0,0.0
1778607972.708,3720.506,0.0,0.0,0.0,0.0
1778607973.209,3721.008,0.0,0.0,0.0,0.0
1778607973.711,3721.509,0.0,0.0,0.0,0.0
1778607974.212,3722.011,0.0,0.0,0.0,0.0
1778607974.714,3722.512,0.0,0.0,0.0,0.0
1778607975.215,3723.014,0.0,0.0,0.0,0.0
1778607975.717,3723.515,0.0,0.0,0.0,0.0
1778607976.218,3724.017,0.0,0.0,0.0,0.0
1778607976.720,3724.518,0.0,0.0,0.0,0.0
1778607977.221,3725.020,0.0,0.0,0.0,0.0
1778607977.722,3725.521,0.0,0.0,0.0,0.0
1778607978.224,3726.023,0.0,0.0,0.0,0.0
1778607978.725,3726.524,0.0,0.0,0.0,0.0
1778607979.227,3727.025,0.0,0.0,0.0,0.0
1778607979.728,3727.527,0.0,0.0,0.0,0.0
1778607980.230,3728.028,0.0,0.0,0.0,0.0
1778607980.731,3728.530,0.0,0.0,0.0,0.0
1778607981.233,3729.031,0.0,0.0,0.0,0.0
1778607981.734,3729.533,0.0,0.0,0.0,0.0
1778607982.236,3730.035,0.0,0.0,0.0,0.0
1778607982.737,3730.536,0.0,0.0,0.0,0.0
1778607983.189,3730.987,0.0,0.0,0.0,0.0
1778607983.690,3731.489,0.0,0.0,0.0,0.0
1778607984.192,3731.990,0.0,0.0,0.0,0.0
1778607984.693,3732.492,0.0,0.0,0.0,0.0
1778607985.195,3732.993,0.0,0.0,0.0,0.0
1778607985.696,3733.495,0.0,0.0,0.0,0.0
1778607986.197,3733.996,0.0,0.0,0.0,0.0
1778607986.699,3734.497,0.0,0.0,0.0,0.0
1778607987.200,3734.999,0.0,0.0,0.0,0.0
1778607987.702,3735.500,0.0,0.0,0.0,0.0
1778607988.203,3736.002,0.0,0.0,0.0,0.0
1778607988.705,3736.503,0.0,0.0,0.0,0.0
1778607989.206,3737.005,0.0,0.0,0.0,0.0
1778607989.708,3737.506,0.0,0.0,0.0,0.0
1778607990.209,3738.008,0.0,0.0,0.0,0.0
1778607990.711,3738.509,0.0,0.0,0.0,0.0
1778607991.212,3739.011,0.0,0.0,0.0,0.0
1778607991.714,3739.512,0.0,0.0,0.0,0.0
1778607992.215,3740.014,0.0,0.0,0.0,0.0
1778607992.717,3740.515,0.0,0.0,0.0,0.0
1778607993.218,3741.017,0.0,0.0,0.0,0.0
1778607993.719,3741.518,0.0,0.0,0.0,0.0
1778607994.221,3742.020,0.0,0.0,0.0,0.0
1778607994.723,3742.521,0.0,0.0,0.0,0.0
1778607995.224,3743.023,0.0,0.0,0.0,0.0
1778607995.725,3743.524,0.0,0.0,0.0,0.0
1778607996.227,3744.026,0.0,0.0,0.0,0.0
1778607996.728,3744.527,0.0,0.0,0.0,0.0
1778607997.230,3745.028,0.0,0.0,0.0,0.0
1778607997.731,3745.530,0.0,0.0,0.0,0.0
1778607998.233,3746.031,0.0,0.0,0.0,0.0
1778607998.734,3746.533,0.0,0.0,0.0,0.0
1778607999.236,3747.035,0.0,0.0,0.0,0.0
1778607999.737,3747.536,0.0,0.0,0.0,0.0
1778608000.189,3747.987,0.0,0.0,0.0,0.0
1778608000.690,3748.489,0.0,0.0,0.0,0.0
1778608001.192,3748.990,0.0,0.0,0.0,0.0
1778608001.693,3749.492,0.0,0.0,0.0,0.0
