time_unix,monotonic,data_rate,tx_power,channel
1778616069.844,6366.853,2,2,0
1778616074.858,6371.867,2,2,0
1778616079.875,6376.884,2,2,0
1778616084.840,6381.849,2,2,0
1778616089.855,6386.864,2,2,0
1778616094.869,6391.878,2,2,0
1778616099.884,6396.893,2,2,0
1778616104.849,6401.858,2,2,0
1778616109.863,6406.872,2,2,0
1778616114.878,6411.887,2,2,0
1778616119.843,6416.852,2,2,0
1778616124.858,6421.867,2,2,0
1778616129.873,6426.882,2,2,0
1778616134.838,6431.847,2,2,0
1778616139.853,6436.862,2,2,0
1778616144.868,6441.877,2,2,0
1778616149.883,6446.892,2,2,0
1778616154.848,6451.857,2,2,0
1778616159.862,6456.871,2,2,0
1778616164.879,6461.888,2,2,0
1778616169.843,6466.852,2,2,0
1778616174.859,6471.868,2,2,0
1778616179.874,6476.883,2,2,0
1778616184.839,6481.848,2,2,0
1778616189.854,6486.863,2,2,0
1778616194.869,6491.878,2,2,0
1778616199.885,6496.894,2,2,0
1778616204.850,6501.859,2,2,0
1778616209.865,6506.874,2,2,0
1778616214.880,6511.889,2,2,0
1778616219.844,6516.853,2,2,0
1778616224.859,6521.868,2,2,0
