time_unix,monotonic,press_abs,press_diff,temperature,baro_alt,climb,airspeed,groundspeed
1778616065.882,6362.891,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616066.835,6363.844,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616067.838,6364.847,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616068.841,6365.850,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616069.844,6366.853,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616070.846,6367.856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616071.850,6368.859,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616072.852,6369.861,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616073.855,6370.864,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616074.858,6371.867,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616075.862,6372.871,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616076.866,6373.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616077.869,6374.878,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616078.872,6375.881,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616079.875,6376.884,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616080.878,6377.887,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616081.881,6378.890,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616082.884,6379.893,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616083.837,6380.846,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616084.840,6381.849,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616085.843,6382.852,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616086.846,6383.855,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616087.849,6384.858,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616088.852,6385.861,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616089.855,6386.864,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616090.857,6387.867,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616091.860,6388.869,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616092.863,6389.872,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616093.866,6390.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616094.869,6391.878,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616095.872,6392.881,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616096.875,6393.884,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616097.878,6394.887,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616098.881,6395.890,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616099.884,6396.893,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616100.837,6397.846,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616101.840,6398.849,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616102.843,6399.852,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616103.846,6400.855,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616104.849,6401.858,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616105.852,6402.861,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616106.855,6403.864,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1778616107.857,6404.867,0.0,0.0,0.0,0.0,0.0,0.0,0.0
