time_unix,monotonic,lat,lon,alt,relative_alt,hdg,num_sv
1774360506.913,29.582,0.0,0.0,0.0,0.0,0.0,0
1774360507.916,30.585,0.0,0.0,0.0,0.0,0.0,0
1774360508.918,31.588,0.0,0.0,0.0,0.0,0.0,0
1774360509.921,32.591,0.0,0.0,0.0,0.0,0.0,0
1774360510.924,33.593,0.0,0.0,0.0,0.0,0.0,0
1774360511.927,34.596,0.0,0.0,0.0,0.0,0.0,0
1774360512.929,35.599,0.0,0.0,0.0,0.0,0.0,0
1774360513.882,36.552,0.0,0.0,0.0,0.0,0.0,0
1774360514.885,37.554,0.0,0.0,0.0,0.0,0.0,0
1774360515.888,38.557,0.0,0.0,0.0,0.0,0.0,0
1774360516.891,39.561,0.0,0.0,0.0,0.0,0.0,0
1774360517.894,40.564,0.0,0.0,0.0,0.0,0.0,0
1774360518.898,41.567,0.0,0.0,0.0,0.0,0.0,0
1774360519.901,42.570,0.0,0.0,0.0,0.0,0.0,0
1774360520.904,43.574,0.0,0.0,0.0,0.0,0.0,0
1774360521.907,44.577,0.0,0.0,0.0,0.0,0.0,0
1774360522.913,45.582,0.0,0.0,0.0,0.0,0.0,0
1774360523.916,46.586,0.0,0.0,0.0,0.0,0.0,0
1774360524.919,47.589,0.0,0.0,0.0,0.0,0.0,0
1774360525.923,48.592,0.0,0.0,0.0,0.0,0.0,0
1774360526.926,49.596,0.0,0.0,0.0,0.0,0.0,0
1774360527.930,50.599,0.0,0.0,0.0,0.0,0.0,0
1774360528.882,51.552,0.0,0.0,0.0,0.0,0.0,0
1774360529.885,52.555,0.0,0.0,0.0,0.0,0.0,0
1774360530.888,53.558,0.0,0.0,0.0,0.0,0.0,0
1774360531.891,54.561,0.0,0.0,0.0,0.0,0.0,0
1774360532.894,55.564,0.0,0.0,0.0,0.0,0.0,0
1774360533.897,56.567,0.0,0.0,0.0,0.0,0.0,0
1774360534.900,57.570,0.0,0.0,0.0,0.0,0.0,0
1774360535.903,58.573,0.0,0.0,0.0,0.0,0.0,0
1774360536.906,59.576,0.0,0.0,0.0,0.0,0.0,0
1774360537.910,60.579,0.0,0.0,0.0,0.0,0.0,0
1774360538.913,61.583,0.0,0.0,0.0,0.0,0.0,0
1774360539.916,62.586,0.0,0.0,0.0,0.0,0.0,0
1774360540.920,63.589,0.0,0.0,0.0,0.0,0.0,0
1774360541.923,64.592,0.0,0.0,0.0,0.0,0.0,0
1774360542.926,65.595,0.0,0.0,0.0,0.0,0.0,0
1774360543.929,66.599,0.0,0.0,0.0,0.0,0.0,0
1774360544.882,67.552,0.0,0.0,0.0,0.0,0.0,0
1774360545.886,68.555,0.0,0.0,0.0,0.0,0.0,0
1774360546.889,69.559,0.0,0.0,0.0,0.0,0.0,0
1774360547.893,70.562,0.0,0.0,0.0,0.0,0.0,0
1774360548.896,71.565,0.0,0.0,0.0,0.0,0.0,0
1774360549.899,72.569,0.0,0.0,0.0,0.0,0.0,0
1774360550.898,73.567,0.0,0.0,0.0,0.0,0.0,0
1774360551.901,74.571,0.0,0.0,0.0,0.0,0.0,0
1774360552.905,75.574,0.0,0.0,0.0,0.0,0.0,0
1774360553.908,76.577,0.0,0.0,0.0,0.0,0.0,0
1774360554.910,77.580,0.0,0.0,0.0,0.0,0.0,0
1774360555.913,78.583,0.0,0.0,0.0,0.0,0.0,0
1774360556.916,79.586,0.0,0.0,0.0,0.0,0.0,0
1774360557.919,80.589,0.0,0.0,0.0,0.0,0.0,0
1774360558.923,81.592,0.0,0.0,0.0,0.0,0.0,0
1774360559.926,82.595,0.0,0.0,0.0,0.0,0.0,0
1774360560.929,83.598,0.0,0.0,0.0,0.0,0.0,0
1774360561.882,84.551,0.0,0.0,0.0,0.0,0.0,0
1774360562.885,85.554,0.0,0.0,0.0,0.0,0.0,0
1774360563.888,86.558,0.0,0.0,0.0,0.0,0.0,0
1774360564.891,87.561,0.0,0.0,0.0,0.0,0.0,0
1774360565.895,88.564,0.0,0.0,0.0,0.0,0.0,0
1774360566.898,89.567,0.0,0.0,0.0,0.0,0.0,0
1774360567.901,90.570,0.0,0.0,0.0,0.0,0.0,0
1774360568.904,91.573,0.0,0.0,0.0,0.0,0.0,0
1774360569.907,92.576,0.0,0.0,0.0,0.0,0.0,0
1774360570.910,93.579,0.0,0.0,0.0,0.0,0.0,0
1774360571.913,94.582,0.0,0.0,0.0,0.0,0.0,0
1774360572.916,95.585,0.0,0.0,0.0,0.0,0.0,0
1774360573.919,96.588,0.0,0.0,0.0,0.0,0.0,0
1774360574.922,97.591,0.0,0.0,0.0,0.0,0.0,0
1774360575.925,98.595,0.0,0.0,0.0,0.0,0.0,0
1774360576.928,99.598,0.0,0.0,0.0,0.0,0.0,0
1774360577.931,100.601,0.0,0.0,0.0,0.0,0.0,0
1774360578.885,101.554,0.0,0.0,0.0,0.0,0.0,0
1774360579.888,102.557,0.0,0.0,0.0,0.0,0.0,0
1774360580.891,103.560,0.0,0.0,0.0,0.0,0.0,0
1774360581.894,104.563,0.0,0.0,0.0,0.0,0.0,0
1774360582.897,105.567,0.0,0.0,0.0,0.0,0.0,0
1774360583.900,106.570,0.0,0.0,0.0,0.0,0.0,0
1774360584.904,107.573,0.0,0.0,0.0,0.0,0.0,0
1774360585.907,108.576,0.0,0.0,0.0,0.0,0.0,0
1774360586.910,109.579,0.0,0.0,0.0,0.0,0.0,0
1774360587.913,110.583,0.0,0.0,0.0,0.0,0.0,0
1774360588.916,111.585,0.0,0.0,0.0,0.0,0.0,0
1774360589.919,112.589,0.0,0.0,0.0,0.0,0.0,0
1774360590.922,113.592,0.0,0.0,0.0,0.0,0.0,0
1774360591.926,114.595,0.0,0.0,0.0,0.0,0.0,0
1774360592.929,115.598,0.0,0.0,0.0,0.0,0.0,0
1774360593.882,116.551,0.0,0.0,0.0,0.0,0.0,0
1774360594.885,117.554,0.0,0.0,0.0,0.0,0.0,0
1774360595.888,118.558,0.0,0.0,0.0,0.0,0.0,0
1774360596.891,119.561,0.0,0.0,0.0,0.0,0.0,0
1774360597.894,120.564,0.0,0.0,0.0,0.0,0.0,0
1774360598.897,121.567,0.0,0.0,0.0,0.0,0.0,0
1774360599.900,122.570,0.0,0.0,0.0,0.0,0.0,0
1774360600.904,123.573,0.0,0.0,0.0,0.0,0.0,0
1774360601.907,124.576,0.0,0.0,0.0,0.0,0.0,0
1774360602.910,125.579,0.0,0.0,0.0,0.0,0.0,0
1774360603.913,126.582,0.0,0.0,0.0,0.0,0.0,0
1774360604.916,127.585,0.0,0.0,0.0,0.0,0.0,0
1774360605.919,128.589,0.0,0.0,0.0,0.0,0.0,0
1774360606.922,129.591,0.0,0.0,0.0,0.0,0.0,0
1774360607.925,130.595,0.0,0.0,0.0,0.0,0.0,0
1774360608.928,131.598,0.0,0.0,0.0,0.0,0.0,0
1774360609.931,132.601,0.0,0.0,0.0,0.0,0.0,0
1774360610.884,133.554,0.0,0.0,0.0,0.0,0.0,0
1774360611.888,134.557,0.0,0.0,0.0,0.0,0.0,0
